headline,lead_paragraph,date
U.S. Tries Candor to Assure China on Cyberattacks,"WASHINGTON — In the months before Defense Secretary Chuck Hagel’s arrival in Beijing on Monday, the Obama administration quietly held an extraordinary briefing for the Chinese military leadership on a subject officials have rarely discussed in public: the Pentagon’s emerging doctrine for defending against cyberattacks against the United States — and for using its cybertechnology against adversaries, including the Chinese. ",2014-04-07 01:00:45+00:00
"Catholic Schools in U.S. Court China’s Youth, and Their Cash","WAYNE, N.J. — When she arrived at DePaul Catholic High School to join the class of 2014, Di Wang hardly lacked for international experience. The daughter of a Chinese petroleum executive from Shaanxi, she had attended an elite summer camp in Japan. She knew firsthand the pleasures of French cuisine. Her favorite movie was “The Godfather.”",2014-04-07 02:11:24+00:00
Times Minute | Cybersaber Rattling,In the Video,2014-04-07 05:36:47+00:00
Hagel Spars With Chinese Over Islands and Security,BEIJING — The United States and China clashed over Japan on Tuesday as the Chinese defense minister asserted that Beijing had “indisputable sovereignty” over a group of islands in the East China Sea and that his country’s military stood ready to protect its interests in territorial disputes.,2014-04-08 11:48:35+00:00
Battle for the Bigger Screen,"LOS ANGELES — On the surface it’s just an old-fashioned game of Hollywood tit for tat: Cinemark, the nation’s No. 3 theater chain, has been promoting the growth of its network of extra-large movie screens, and Imax, the standard-bearer in the format for decades, has reacted with popped claws.",2014-04-12 01:02:15+00:00
Iran Escalates Dispute Over U.N. Envoy,"UNITED NATIONS — Iran’s increasingly angry protests over the American decision to not grant a visa to its new United Nations ambassador, and the uncertainty over how far the dispute will go, have not only rubbed feelings on both sides raw. They have laid bare the limits of global law when its provisions clash with the interests of the host country, the United States.",2014-04-15 19:22:16+00:00
"Between Obama and Putin, a Game of He Said, He Said","WASHINGTON — President Vladimir V. Putin of Russia telephoned President Obama on Monday afternoon to discuss the escalating crisis in Ukraine. On that, the White House and the Kremlin agree. On just about everything else, the two sides are hopelessly at odds.",2014-04-17 00:59:50+00:00
Sea Change,"This is the latest in a series of insightful books, like “The Revenge of Geography” and “The Coming Anarchy,” in which Robert D. Kaplan, the chief geopolitical analyst at the global intelligence company Stratfor, tries to explain how geography determines destiny — and what we should be doing about it. “Asia’s Cauldron” is a short book with a powerful thesis, and it stands out for its clarity and good sense from the great mass of Western writing on what Chinese politicians have taken to calling their “peaceful development.” If you are doing business in China, traveling in Southeast Asia or just obsessing about geopolitics, you will want to read it.",2014-04-17 20:00:16+00:00
An Odd Hostility in the Americas,"SAO PAULO, Brazil — Two vast countries in the same hemisphere, with the same can-do appetite for the future, populated by far-flung immigrants subsuming their differences into the same powerful sense of nationhood, with the same commitment to democratic governance and free enterprise, drawn to each other by the same mutual attraction among their peoples, find their relations at or close to an all-time low.",2014-04-21 09:57:36+00:00
"Keystone Pipeline May Be Big, but This Is Bigger","WASHINGTON — THE Keystone XL pipeline is a great political symbol. The proposed 1,700-mile pipeline, which would carry 830,000 barrels daily of carbon-heavy crude from Canada’s Alberta oil sands to Gulf Coast refineries, has galvanized environmental activists, who call it a litmus test for President Obama’s commitment to fighting climate change. It is a political weapon against Mr. Obama for Republicans, who call it a symbol of job creation and energy security. It has motivated liberal donors, led by the California billionaire Tom Steyer, who has personally urged Mr. Obama to reject the pipeline.",2014-04-21 23:37:36+00:00
Obama’s Strategic Shift to Asia Is Hobbled by Pressure at Home and Crises Abroad,WASHINGTON — President Obama is expected to announce an agreement with the Philippines next Monday that would give American ships and planes the most extensive access to bases there since the United States relinquished its vast naval installation at Subic Bay in 1992.,2014-04-22 03:32:23+00:00
Your Evening Briefing,"Welcome to NYT Now, the new app from The New York Times. (Download us for iPhone.)",2014-04-22 21:08:01+00:00
Negotiating Asia’s Troubled Waters,WASHINGTON — The mounting tensions between Tokyo and Beijing over the small chain of islands in the East China Sea called the Senkaku by Japan and the Diaoyu by China have profound implications for United States interests and the future of Asia. ,2014-04-23 10:07:51+00:00
Pacific Rim Deal Could Reduce Chance of Unintended Conflict in Contested Seas,"TAIPEI, Taiwan — A naval code of conduct approved by more than 20 nations around the Pacific, including China, Japan and the United States, could reduce the risk of accidental encounters’ spiraling into conflict, experts said. But Beijing’s firm rejection of President Obama’s comments on Wednesday about islands claimed by both China and Japan underscored the maritime tensions that continue to trouble Asia.",2014-04-23 10:10:50+00:00
America Should Step Back from the East China Sea Dispute,"SHANGHAI — The United States has been a destabilizing force in the dispute between China and Japan over the sovereignty of a small chain of islands in the East China Sea. Not only did Washington create the problem in 1971 by arbitrarily returning the administrative rights of the islands to Japan, but America’s claim that its security alliance with Japan applies to the tiny islands has emboldened Tokyo to take a more aggressive stance toward Beijing.",2014-04-23 10:12:03+00:00
U.S. Confronts Consequences of Underestimating North Korean Leader,"SEOUL, South Korea — Almost everything American intelligence agencies and North Korea-watchers thought they understood two years ago about Kim Jong-un, the North’s young leader, turns out to have been wrong.",2014-04-25 01:26:10+00:00
"On a Trip That Avoids Beijing, Obama Keeps His Eye on China","KUALA LUMPUR, Malaysia — On every stop of his Asian journey in the past week, President Obama has spoken to two audiences: America’s allies and China. The balancing act has become even trickier because of the sharp deterioration in America’s relations with Russia.",2014-04-26 16:13:01+00:00
China Orders 4 U.S. Shows Off Streaming Sites,"BEIJING — Chinese regulators have ordered streaming video websites nationwide to take down four popular American TV series, a move that precedes new regulations seeking to close a loophole that has allowed foreign shows to flourish online, even as censors have limited them on broadcast television.",2014-04-27 08:15:41+00:00
U.S. and Philippines Agree to a 10-Year Pact on the Use of Military Bases,"KUALA LUMPUR, Malaysia — The United States has reached a 10-year agreement with the Philippines that will give American warships, planes and troops greater access to bases in the archipelago, American officials said Sunday.",2014-04-27 15:37:14+00:00
Fans Paint U.S. Shows as Friendly to the Party,"Chinese fans of American TV shows that government censors recently ordered removed from video websites have put their frustrations to creative use, writing parody descriptions of shows they hope to save from the ax by incorporating Communist Party-friendly phrases.",2014-04-28 13:18:25+00:00
Saving the System,"All around, the fabric of peace and order is fraying. The leaders of Russia and Ukraine escalate their apocalyptic rhetoric. The Sunni-Shiite split worsens as Syria and Iraq slide into chaos. China pushes its weight around in the Pacific. ",2014-04-29 00:44:32+00:00
U.S. Announces Actions to Enforce Iran Sanctions,"The United States government escalated enforcement of its Iran sanctions on Tuesday, adding eight Chinese companies, a Dubai company and two Dubai-based executives to blacklists for evading American restrictions on Iranian weapons, oil and banking transactions.",2014-04-29 20:38:28+00:00
It’s Not Just About Obama,"THERE has been a festival of commentary of late bemoaning the pusillanimous foreign policy of President Obama. If only we had a president who rode horses shirtless, wrestled a tiger or took a bite out of a neighboring country, we’d all feel much safer. Your Honor, I rise in — partial — defense of Mr. Obama.",2014-05-03 18:37:35+00:00
China’s Monroe Doctrine,"HO CHI MINH CITY, Vietnam — In the new edition of his classic “The Tragedy of Great Power Politics,” John Mearsheimer of the University of Chicago makes a powerful case for the inevitability of war in Asia as China rises:",2014-05-08 10:22:22+00:00
China Offers Its Side of Story in Sea Dispute With Vietnam,"China acknowledged on Thursday it had used a water cannon against Vietnamese vessels in a dispute in the South China Sea, but denied that Chinese Navy ships were present.",2014-05-08 15:14:26+00:00
China Flexes Its Muscles in Dispute With Vietnam,BEIJING — China’s escalating dispute with Vietnam over contested waters in the South China Sea sent new shudders through Asia on Thursday as China demanded the withdrawal of Vietnamese ships near a giant Chinese drilling rig and for the first time acknowledged its vessels had blasted the Vietnamese flotilla with water cannons in recent days.,2014-05-08 21:26:34+00:00
Pfizer’s Plan to Go to London Spurs Other Companies to Consider Moving Abroad,"Pfizer’s attempt to escape the United States corporate tax rate by acquiring a British drug maker has set off a flurry of activity in other big companies across the country, at investment banks on Wall Street and in offices on Capitol Hill.",2014-05-09 00:33:12+00:00
Q & A: M. Taylor Fravel on China’s Dispute With Vietnam,"The long-simmering territorial dispute between China and Vietnam in the South China Sea had one of its periodic eruptions this week, as Vietnamese vessels confronted Chinese ships that are trying to place an oil rig near the disputed Paracel Islands and off Vietnam’s coast. The rig is run by China National Offshore Oil Corporation, or Cnooc, and lies just 120 nautical miles off the main coastline of Vietnam. Chinese ships have fired water cannons at the Vietnamese vessels, and both sides have said their ships have been rammed by opposing forces. The Chinese military fought with units from South Vietnam over the southern Paracels in 1974, which led to China taking over the islands, though they remain uninhabited.",2014-05-09 03:19:36+00:00
Book Reveals Wider Net of U.S. Spying on Envoys,"WASHINGTON — In May 2010, when the United Nations Security Council was weighing sanctions against Iran over its nuclear program, several members were undecided about how they would vote. The American ambassador to the United Nations, Susan E. Rice, asked the National Security Agency for help “so that she could develop a strategy,” a leaked agency document shows.",2014-05-13 02:45:21+00:00
Anger Grows in Vietnam Over Dispute With China,"HANOI, Vietnam — Thousands of workers rampaged through an industrial area in southern Vietnam on Tuesday in what reportedly began as protests against China’s stationing of an oil rig in disputed waters off of Vietnam’s coast.  The riots were some of the worst civil unrest in recent years and appear to have prompted  restraints on the local media by Vietnam’s authoritarian government. An article about the protests that was posted online by a Vietnamese state newspaper on Tuesday was removed by Wednesday morning.  The Chinese Embassy in Hanoi issued a notice on Wednesday that urged Chinese living in Vietnam to “minimize unnecessary outings.”  A staff member at the Chutex Garment Factory north of Ho Chi Minh City said 8,000 to 10,000 workers were involved in the rampage at his factory.  “They burned the office,” said the staff member who agreed to speak on condition that his name not be used. The rioters “burned everything, all of the materials, computers, machines.”  Police units and fire fighters arrived at the factory Tuesday and “disbanded,” the rioters, he said. On Wednesday morning police “captured” around 15 to 20 men who were attempting to loot the premises, he said.  The Chutex factory, located in Song Than Industrial Park 2 in southern Binh Duong Province, is described on its web site as one of the largest garment exporters in Vietnam. Chutex International, the parent company, was founded by a Taiwanese garment executive.  It is unclear why rioters targeted a factory linked to Taiwan. Media in Hong Kong said  workers might not have been distinguishing between mainland China and Taiwan, a self-governing island which also has claims to territory in the South China Sea.",2014-05-14 04:21:22+00:00
The Battle of the Okinawans,"As President Barack Obama wound up his visit to Japan last month, the Japanese and American governments released a joint statement outlining the outcome of his talks with Prime Minister Shinzo Abe. Almost every newspaper article I saw focused on the same few issues — above all, the two leaders’ failure to reach an agreement on the Trans-Pacific Partnership, a 12-nation trade agreement. There was one exception: The Okinawan daily Ryukyu Shimpo ran on its front page the large headline, “U.S. Military Presence in Okinawa to Be Permanent.”",2014-05-14 10:09:32+00:00
Grading Obama’s Foreign Policy,"SECOND terms are often a time when presidents, balked by domestic opposition, turn to the world stage to secure their legacy — opening doors to China, closing out the Cold War, chasing Middle Eastern peace.",2014-05-17 18:30:02+00:00
China’s Pollution Challenge,"China’s national legislature has adopted sweeping changes to the country’s Environmental Protection Law, revisions that have been hailed as major steps toward saving China’s environment from rampant degradation. ",2014-05-19 11:52:10+00:00
5 in China Army Face U.S. Charges of Cyberattacks,"WASHINGTON — In the Obama administration’s most direct confrontation with China over its theft of corporate secrets, the Justice Department on Monday unsealed an indictment of five members of the Chinese People’s Liberation Army and charged them with hacking into the networks of Westinghouse Electric, the United States Steel Corporation and other companies. ",2014-05-19 12:13:34+00:00
"With Spy Charges, U.S. Draws a Line That Few Others Recognize","WASHINGTON — By indicting members of the People’s Liberation Army’s most famous cyberwarfare operation — called Unit 61398 but known among hackers as the “Comment Crew” — the Obama administration has turned to the criminal justice system to reinforce its argument that there is a major difference between spying for national security purposes, something the United States does daily, and the commercial, for-profit espionage carried out by China’s military.",2014-05-19 16:47:28+00:00
"Charges of Chinese Cyberspying, Wanted Posters Included","A United States indictment accusing members of China’s military of computer hacking against American companies has put a face on a practice the Obama administration has long complained of, the use of state cyberwarfare capabilities to steal corporate secrets. While little is publicly known about the five indicted members of the People’s Liberation Army, the F.B.I. has released photos and aliases of the men accused of being members of the Chinese military’s computer espionage Unit 61398, also known as the “Comment Crew.”",2014-05-20 08:05:32+00:00
"Retaliatory Attacks, Online","HONG KONG — Two large American steel makers, United States Steel and Allegheny Technologies, each lost confidential files in online attacks. The largest solar panel manufacturer in the United States, SolarWorld, lost technological secrets, production cost data, cash flow projections and details of its legal strategy.",2014-05-20 10:27:57+00:00
House Measure to Change Voice of America’s Mission Is Drawing Intense Debate,WASHINGTON — A bill to overhaul Voice of America has prompted an intense debate among supporters of the legislation who say it will better enable the broadcast news service to counter Russian disinformation and opponents who say it will turn the service into an American propaganda tool.,2014-05-21 02:17:12+00:00
China and Russia Reach 30-Year Gas Deal,"BEIJING — China and Russia signed a $400 billion gas deal on Wednesday, giving Moscow a megamarket for its leading export and linking two major powers that, despite a rocky history of alliances and rivalries, have drawn closer to counter the clout of the United States and Europe.",2014-05-21 10:09:33+00:00
Meet Modi’s Potential Foreign Policy Team,"NEW DELHI — As India attempts to understand the astounding contours of the electoral victory by the Bharatiya Janata Party last week, Prime Minister-designate Narendra Modi is said to be putting his cabinet together.",2014-05-21 13:48:12+00:00
"Q & A: Adam Segal on China, Cyberspies and the Moral High Ground","This week, the United States took its most aggressive step yet in trying to curb what it calls Chinese state-sponsored hacking attacks aimed at stealing trade secrets from American corporations. The Justice Department on Monday announced an indictment against five members of the People’s Liberation Army accused of corporate cyberespionage. United States officials say the five men belong to Unit 61398, which operates out of an office tower on the outskirts of Shanghai.",2014-05-22 05:12:39+00:00
U.S. Case Offers Glimpse Into China’s Hacker Army,"BEIJING — One man accused of being a hacker for the Chinese military, Wang Dong, better known as UglyGorilla, wrote in a social media profile that he did not “have much ambition” but wanted “to wander the world with a sword, an idiot.”",2014-05-23 01:42:07+00:00
U.S. Gains in a Spat With China Over Tariffs,WASHINGTON — The World Trade Organization sided with the United States on Friday in a dispute over punitive Chinese tariffs on American exports of cars and sport utility vehicles.,2014-05-23 11:49:30+00:00
Deterrence Revisited,"WASHINGTON — THE graduation exercises at West Point have long been a moment for American presidents to offer midcourse adjustments — or something more radical — in their strategies for dealing with foreign adversaries. A dozen years ago, George W. Bush offered the first taste of his “pre-emption” strategy from the bluffs over the Hudson River, reviving a 165-year-old concept to warn anyone who might threaten the United States that Washington could act first to neutralize them. It was more than a rhetorical exercise: 10 months later American forces were on their way to Baghdad. ",2014-05-24 18:30:04+00:00
Chinese Blogger Says He Was Fired After Meeting With Kerry,"A Chinese blogger says he was fired from his job at one of China’s leading Internet companies for his comments during a February meeting in Beijing with the American secretary of state, John Kerry.",2014-05-26 06:42:17+00:00
Beijing Levels New Attack at U.S. Cyber-Spying,"A week after United States prosecutors  indicted  five People’s Liberation Army officers on charges of cyber-theft, a Chinese government agency has issued its own lengthy, political indictment of American cyber-espionage, accusing the Obama administration of spying on the Internet on a scale far greater than that of other countries.",2014-05-26 12:23:57+00:00
Governments Await Obama’s Move on Carbon to Gauge U.S. Climate Efforts,"WASHINGTON — President Obama is expected to announce on Monday an Environmental Protection Agency regulation to cut carbon pollution from the nation’s 600 coal-fired power plants, in a speech that government analysts in Beijing, Brussels and beyond will scrutinize to determine how serious the president is about fighting global warming.",2014-05-27 01:06:04+00:00
Putin Blinked,"There was a moment at the height of the Cuban missile crisis in October 1962 when Soviet ships approached to within just a few miles of a U.S. naval blockade and then, at the last minute, turned back — prompting then-Secretary of State Dean Rusk to utter one of the most famous lines from the Cold War:  “We’re eyeball to eyeball, and I think the other fellow just blinked.”",2014-05-28 00:26:19+00:00
Times Minute | A U.S. Diplomacy Reboot,In the Video,2014-05-28 03:35:05+00:00
Reaction to President Obama’s West Point Speech,"President Obama laid out a foreign policy vision on Wednesday for his final two and a half years in office, responding to critics who have said the United States has been rudderless amid crises. Mr. Obama’s critics were quick to respond to his speech. A few of those responses are highlighted below:",2014-05-28 19:16:30+00:00
The Autocracy Challenge,"It’s hard to remember, but back in the early 1990s there was a debate about how nations should emerge from Communism — the Russian way or the Chinese way. The Russians did political and economic reform together. The Chinese just did economic reform.",2014-05-30 01:14:59+00:00
U.S. Sway in Asia Is Imperiled as China Challenges Alliances,"SINGAPORE — The Obama administration’s three-year-old plan to shift its foreign policy focus to Asia was supposed to shore up interests in a critical region, push new free trade pacts and re-establish United States influence as a balance to a growing China, after a decade of inattention.",2014-05-31 01:33:24+00:00
China Accuses U.S. and Japan of Incitement,"SINGAPORE — China struck back harshly at the United States and Japan on Saturday, as a senior Chinese military official accused Defense Secretary Chuck Hagel and Prime Minister Shinzo Abe of Japan of acting in concert to sow controversy and division in the Asia-Pacific region.",2014-05-31 12:02:00+00:00
Obama’s Foreign Policy Book,"SULAIMANIYA, Iraq — When President Obama sits down to write his foreign policy memoir he may be tempted to use as his book title the four words he reportedly uses privately to summarize the Obama doctrine: “Don’t Do Stupid Stuff” (with “stuff” sometimes defined more spicily).",2014-05-31 19:16:53+00:00
Re-Evaluating the College Rankings Game,"LONDON — Although the rating of colleges and universities around the world has been heavily criticized by educators and politicians alike, the academic rankings business is big, and booming.",2014-06-01 16:01:13+00:00
Aiming Financial Weapons From Treasury War Room,"WASHINGTON — In a dingy suite of offices in a Treasury Department annex, the troops work into the night, armed with paperwork, computers and a clock on the wall set to Tehran time. They blast out advisories ordering banks to block targeted people, then threaten them with consequences — fines that can range into millions of dollars — if they do not.",2014-06-04 01:01:11+00:00
Live-Blogging the Tiananmen Square Anniversary,"Today marks the 25th anniversary of the Chinese military’s crackdown on the protests in Tiananmen Square, and The Times reported on how the event was remembered. In Hong Kong, a huge nighttime rally took place in Victoria Park. But in mainland China the situation was starkly different: The authorities were intent on silencing any mention of the anniversary, arresting dissidents and others, and prohibiting social media postings that allude even remotely to the crackdown.",2014-06-04 01:43:26+00:00
North Korea Detains 3rd American in New Threat to Relations With U.S.,"SEOUL, South Korea — A municipal worker from Ohio on a tour of North Korea has been detained there for unspecified illegal acts, making him the third American known to be currently held in the isolated country and threatening to further aggravate its tense relationship with the United States.",2014-06-06 04:43:27+00:00
"A New Map, Defined by Gas","WASHINGTON — Get ready for a new map of global economic power, this one redrawn by American shale gas. It could change the landscape in two ways: reviving hope for American manufacturing, and prompting an American-Russian rivalry over the export of energy to Europe and Asia.",2014-06-10 10:30:49+00:00
Getting to the Heart of Suriname,"Nelson Tiapoe pointed out two mature trees just a few feet apart amid the dense jungle vegetation. “When you see a mango tree and a cacao tree together, you know people used to live here,” he said. He was leading me and a 62-year-old Dutch man named Ton through the dense Amazonian rain forest of central Suriname just across the Upper Suriname River from his eco-resort, Knini Paati.",2014-06-12 20:33:41+00:00
Iraqi Army Retakes Government Complex in Central Ramadi,Efforts to stem the rise of the Islamic State.,2014-06-12 21:20:52+00:00
With Values Like These ...,"NEW DELHI — Of all the pictorial charts used in Indian schools as teaching aids, it was the Ideal Boy that haunted my generation. The Ideal Boy woke up and brushed his teeth with care, saluted his parents, prayed, had his meals on time, helped others, performed sundry duties and, more puzzling, took “lost children to police post.”",2014-06-15 20:30:03+00:00
Conflict in Iraq Adds New Angle to U.S.-Iran Nuclear Talks,"VIENNA — The Iranian leadership had a message for Washington on Wednesday: If President Obama really wants some cooperation on stabilizing Iraq, he might first think about speeding forward with a permanent deal over Iran’s nuclear capability.",2014-06-19 01:45:38+00:00
The Diplomacy of Force,"OSLO — If there is one rule of international affairs that the Obama administration has forgotten or never learned, it is that mediated settlements reflect power balances. The principal way such balances are changed is through force.",2014-06-19 11:08:09+00:00
U.S. Chided for Delays Over Treaty on Weapons,"The American peace activist who pioneered a treaty that bans antipersonnel land mines chided the Obama administration on Wednesday for not yet having signed it after five years of review. The activist, Jody Williams, said that China — which also has not signed — now appears to have far fewer of these weapons than the United States.",2014-06-26 01:30:41+00:00
Your Evening Briefing,"Welcome to NYT Now, the new app from The New York Times.",2014-06-26 20:58:23+00:00
U.S. Lays Groundwork to Reduce Land Mines and Join Global Treaty,"After five years of study, the Obama administration put the United States on a course Friday to eventually sign the global treaty that bans antipersonnel land mines, announcing steps that will gradually reduce the American stockpile and find ways to adjust for any military disadvantage in purging the weapons.",2014-06-27 08:48:25+00:00
Q. and A.: Edmund Malesky on Vietnam and China,"Edmund J. Malesky, an associate professor of political economy at Duke University, has spent years studying the politics of Vietnam. More recently, he has been working on a governance project involving China. His scholarship on the two countries, both ruled by Communist parties with close ties, has given him a basis for a comparative perspective on the nations’ politics and political economies. In early May, a Chinese state-owned oil company moved an exploratory oil rig into waters off the disputed",2014-06-30 08:26:58+00:00
Japan Announces a Military Shift to Thwart China,"TOKYO — Japan’s prime minister announced a reinterpretation of the country’s pacifist Constitution on Tuesday, freeing its military for the first time in over 60 years to play a more assertive role in the increasingly tense region.",2014-07-01 12:03:01+00:00
"In BNP Paribas Case, an Example of How Mighty the Dollar Is","Even if you are a bank as gigantic as BNP Paribas, $9 billion is a lot of money. Shareholders of the French bank know that all too well, as that is what they are paying in penalties to the United States for a conspiracy to allow money transfers to Sudan and other blacklisted nations.",2014-07-01 18:58:08+00:00
The Court’s Ruling on Contraception, ,2014-07-01 22:03:57+00:00
Chinese President’s Visit to South Korea Is Seen as Way to Weaken U.S. Alliances,"SEOUL, South Korea — President Xi Jinping of China arrived in South Korea on Thursday for a state visit to a vital American ally, a move that appears to signal his resolve to unsettle America’s alliances in Northeast Asia and fortify his argument for a new security architecture in the region, with China as the dominant player.",2014-07-02 14:28:14+00:00
Journalists at Odds With Union Over Role of Voice of America,"WASHINGTON — Voice of America journalists who are fighting to maintain what they say is their editorial independence are now at odds not only with Congress, but also with their own union.",2014-07-02 23:53:29+00:00
China and South Korea Affirm Antinuclear Goals ,"SEOUL, South Korea — The leaders of China and South Korea sent a strong message to North Korea on Thursday, saying they were united in their opposition to the development of nuclear weapons on the Korean Peninsula, though they fell short on how they would pursue that goal.",2014-07-03 14:03:27+00:00
Today’s Titans Can Learn From Fall of U.S. Steel,It has been 55 years since bitter labor relations exploded into one of the longest and most debilitating strikes the United States has ever seen.,2014-07-03 20:59:49+00:00
Q. and A.: Lyle Goldstein on China and the Vietnamese Military,"As friction increases between China and Vietnam over the South China Sea, an important question is how Vietnam’s military, famed decades ago for its resilience and guerrilla warfare, measures up. For the last two months, Chinese and Vietnamese Coast Guard vessels have been jostling each other around a billion-dollar Chinese oil rig that Vietnam says was unilaterally placed in its waters by Beijing. (Beijing says the waters are Chinese.) Warships from both countries lurk in the distance, and from time to time, the Chinese send air force fighters into the rig’s vicinity to show they mean business. ",2014-07-05 20:33:11+00:00
"Ties Strained, Germans Press U.S. to Answer Spy Allegation","BERLIN — With mystery enveloping a German intelligence service employee accused of spying — reportedly for the United States — German officials and commentators on Sunday angrily demanded a response from Washington, warning that an already troubled relationship was at risk of deteriorating to a new low.",2014-07-06 18:58:33+00:00
Spy Scandal Tails Merkel All the Way to Beijing,"BEIJING — The visit to China by Chancellor Angela Merkel of Germany was supposed to focus on business, but financial matters were overshadowed Monday by a spy scandal at home — reportedly involving the United States — and China’s wartime history with Japan.",2014-07-07 17:20:14+00:00
Q. and A.: John Delury on Chinese-South Korean Ties,"The visit of President Xi Jinping of China to Seoul last week underscored how Beijing is intent on warmer ties with South Korea, already  a strong economic partner. During the visit, Mr. Xi and President Park Geun-hye of South Korea agreed on the need to keep North Korea’s nuclear ambitions in check but papered over substantial differences on how to reach that goal. Perhaps more important, the visit reflected tensions among Seoul and Tokyo, the United States’ key allies in the region, as China tries to exploit South Korean wariness of Japan stemming from Japan’s colonial dominance of the Korean peninsula in the early 20th century.",2014-07-08 02:21:12+00:00
HSBC Draws Fire After Downgrading Hong Kong Stocks,"HSBC, the London-based bank with roots in Hong Kong and Shanghai, waded into controversy this week when it downgraded Hong Kong stocks out of concern that a swelling pro-democracy movement could sour relations with the mainland.",2014-07-08 08:29:26+00:00
Japan Makes an Asian Pivot,"Prime Minister Shinzo Abe has reinterpreted Japan’s pacifist Constitution, freeing its military for the first time in over 60 years to play a more assertive role in the Asia-Pacific region. The move comes as another shakeup in an increasingly tense part of the world, marked by the growing influence and military might of China, President Obama’s pivot to Asia and the perennial saber-rattling of North Korea.",2014-07-08 15:59:19+00:00
Obama’s Understated Foreign Policy Gains,"It’s been a pretty good couple of weeks for American foreign policy. No, seriously.",2014-07-09 10:33:35+00:00
Kerry Presses China to Abide by Maritime Laws to Ease Tensions,"BEIJING — In a closed-door session at a high-level gathering of Chinese and American officials here on Wednesday, Secretary of State John Kerry urged China to follow maritime law in nearby seas to reduce regional tensions, a senior American official said.",2014-07-09 20:35:30+00:00
Chinese Hackers Pursue Key Data on U.S. Workers,"WASHINGTON — Chinese hackers in March broke into the computer networks of the United States government agency that houses the personal information of all federal employees, according to senior American officials. They appeared to be targeting the files on tens of thousands of employees who have applied for top-secret security clearances.",2014-07-10 01:24:27+00:00
Kerry Assures China That the U.S. Can Have Many Allies in Asia,"BEIJING — Seeking to put the best face on a difficult relationship with Beijing, Secretary of State John Kerry said Thursday that the United States and China could find ways to manage their differences and had more in common than not.",2014-07-10 15:33:31+00:00
U.S. Targets South Korea Over Steel ,WASHINGTON — The Commerce Department declared Friday that South Korean steel companies and those in seven other countries were illegally dumping low-cost steel pipes and tubing into the American construction market and would be subject to additional duties.,2014-07-11 22:30:17+00:00
"Behind German Spy Cases, Twists Worthy of Films","BERLIN — The Cold War is long since over, the capital is no longer Bonn — the “small town in Germany” of John le Carré fame — and few nations have exhibited a stronger reaction against the modern surveillance state.",2014-07-12 19:49:57+00:00
U.S. Warns Iran Over ‘Unworkable’ Plans for Nuclear Power Program,"VIENNA — A senior Obama administration official said Saturday that Iran continues to take “inadequate and unworkable” positions on the future of its nuclear program, and warned that the country would have to live with sharp limits on its ability to produce nuclear fuel for at least a decade, and perhaps longer.",2014-07-12 21:20:24+00:00
"Order vs. Disorder, Part 2",I’ve argued for a while now that it is always useful to study the Israeli-Arab conflict because it is to the wider war of civilizations what Off Broadway is to Broadway. A lot of stuff starts there and then goes to Broadway. So what’s playing Off Broadway these days? The Israeli-Arab conflict has become a miniature of the most relevant divide in the world today: the divide between the “world of order” and the “world of disorder.”,2014-07-16 00:59:44+00:00
Japan’s Break With Peace,"TOKYO — On July 1, Prime Minister Shinzo Abe gutted Article 9 of the Japanese Constitution, the so-called “peace clause” that has historically prohibited belligerence. Using a cabinet decision to reinterpret the article, and so bypassing Parliament and the requirement for a referendum on a change to the Constitution, Mr. Abe thus empowered Japan’s military, known as the Self-Defense Forces, to take action against other countries.",2014-07-16 10:31:01+00:00
South Korea Begins Naval Drills With the U.S.,"ABOARD THE U.S.S. GEORGE WASHINGTON — Fighter jets roared off an American aircraft carrier into a gray sky on Wednesday as the United States kicked off a joint naval exercise off the west coast of the Korean Peninsula, with the South Korean president, Park Geun-hye, calling for strong punishment if North Korea initiated a military provocation.",2014-07-16 13:37:44+00:00
Star Anchor’s Real Sin May Have Been Hypocrisy,"The Chinese term for schadenfreude is xingzai lehuo (幸灾乐祸), and it does not take long for the sentiment to surface at the mention of Rui Chenggang, the smooth-talking state television anchor who was handed to prosecutors last Friday.",2014-07-16 22:00:46+00:00
"U.S. Naval Ties With China Advance, Symbolically","The United States chief of naval operations, Adm. Jonathan W. Greenert, visited China’s aircraft carrier last week, a symbolic step in the campaign the Pentagon is waging with Beijing for greater transparency even as the two navies become greater rivals.",2014-07-20 22:00:48+00:00
"Despite Anger Over Downed Jetliner, Europe Shies Away From Sanctions on Russia","AMSTERDAM — In cafes across the Netherlands, a new Cold War with Russia had already erupted.",2014-07-22 08:06:58+00:00
"With Microsoft in Sights, China Starts to Squeeze U.S. Tech Companies","BEIJING — China, once the hottest growth market for United States technology companies, is turning chillier.",2014-07-28 14:17:55+00:00
"U.S. Says Russia Tested Cruise Missile, Violating Treaty","WASHINGTON — The United States has concluded that Russia violated a landmark arms control treaty by testing a prohibited ground-launched cruise missile, according to senior American officials, a finding that was conveyed by President Obama to President Vladimir V. Putin of Russia in a letter on Monday.",2014-07-28 23:00:14+00:00
Coordinated Sanctions Aim at Russia’s Ability to Tap Its Oil Reserves,"WASHINGTON — The United States and Europe kicked off a joint effort on Tuesday intended to curb Russia’s long-term ability to develop new oil resources, taking aim at the Kremlin’s premier source of wealth and power in retaliation for its intervention in Ukraine.",2014-07-29 09:56:26+00:00
