headline,lead_paragraph,date
$70 a Barrel: A New Floor for the Oil Industry?,"NEW YORK — After years of volatility, oil prices have found a level that seems to satisfy producing nations, oil companies and major consumers. ",2009-10-19 14:30:10+00:00
Watching Beijing's Air Power Grow,BEIJING — Welding torches flare at dusk in the coastal Chinese city of Dalian as workers mill about on the flight deck of an unfinished aircraft carrier once intended for the Soviet navy.,2009-10-20 05:00:00+00:00
Watching Beijing's Air Power Grow,BEIJING — Welding torches flare at dusk in the coastal Chinese city of Dalian as workers mill about on the flight deck of an unfinished aircraft carrier once intended for the Soviet navy.,2009-10-20 10:30:16+00:00
The Early Word: Seeking Legitimacy,"With Afghans digesting the news that they must return to the polls in three weeks to decide a presidential election, the Obama administration is caught up in a debate about whether the president can wait that long to decide whether to send thousands more American soldiers to fight insurgents in the region.",2009-10-21 12:16:20+00:00
What's With Iran?,"As a former U.S. national security official, I have been straining — along with many fellow Americans — to understand the Iranian nuclear puzzle. What is really going on with Iran? While it is difficult to know exactly what or whom to believe, we can try to connect the dots of recent news reports and put forth several hypotheses.",2009-10-21 13:00:50+00:00
Where Is U.S. Foreign Policy Headed?,"eoliberalism, which dominated the decade before 9/11, had an exuberantly simple vision. Communism and authoritarianism had failed; therefore markets and free elections were the answer. Free-market democracy, conveniently spread by globalization, would transform the world into a community of productive, peace-loving nations. Instead, the ensuing years saw repeated economic crises outside the West, genocide in Rwanda and the former Yugoslavia, intensifying fundamentalism, virulent anti-Americanism and finally the attacks on the World Trade Center and the Pentagon.",2009-10-22 20:28:53+00:00
South Korea Rising,"HO CHI MINH CITY — Squeezing news from summit meetings of the Association of South East Asian Nations is always difficult, and the meeting that began Oct. 23 in Thailand is unlikely to be an exception. ",2009-10-23 05:00:00+00:00
South Korea Rising,"HO CHI MINH CITY — Squeezing news from summit meetings of the Association of South East Asian Nations is always difficult, and the meeting that began Oct. 23 in Thailand is unlikely to be an exception. ",2009-10-23 12:01:06+00:00
Don’t Build Up,"It is crunch time on Afghanistan, so here’s my vote: We need to be thinking about how to reduce our footprint and our goals there in a responsible way, not dig in deeper. We simply do not have the Afghan partners, the NATO allies, the domestic support, the financial resources or the national interests to justify an enlarged and prolonged nation-building effort in Afghanistan. ",2009-10-28 02:58:33+00:00
The China List,"As the White House prepares for President Obama’s inaugural visit to China in November, it’s faced with two possible approaches in planning for what the trip can achieve. ",2009-10-30 05:00:00+00:00
The China List,"As the White House prepares for President Obama’s inaugural visit to China in November, it’s faced with two possible approaches in planning for what the trip can achieve. ",2009-10-30 13:00:57+00:00
U.S. prepares to broach hard issues with China,"WASHINGTON — The Obama administration plans to realign the United States' relationship with China by putting more emphasis on climate change, energy and human rights, widening the focus beyond the economic concerns of the Bush years, according to senior administration officials.",2009-11-01 05:00:00+00:00
North Korea Presses U.S. to Agree to Bilateral Talks,"SEOUL  North Korea has again pressed the United States for a decision about starting bilateral talks, with a diplomat warning Monday that the North was “ready to go our own way” with its nuclear weapons program.",2009-11-02 04:49:53+00:00
Beijing's 'Marshall Plan',"China’s foreign policy is about to change, and not entirely by choice.",2009-11-03 05:00:00+00:00
Clinton will ask Asian leaders for better effort to solve global problems,"NEW YORK — Secretary of State Hillary Rodham Clinton will take a message demanding a ""more rigorous and persistent engagement"" by Asian leaders in solving global problems when she travels to the region for her first overseas trip next week, Clinton said Friday.",2009-11-03 05:00:00+00:00
Beijing's 'Marshall Plan',"China’s foreign policy is about to change, and not entirely by choice.",2009-11-03 12:41:22+00:00
China Approves Disney Theme Park in Shanghai,"LOS ANGELES  After a courtship of about 20 years, the Walt Disney Company has won approval from the central government of China to build a Disneyland-style theme park in Shanghai, Robert A. Iger, Disney’s chief executive, said Tuesday.",2009-11-04 00:36:03+00:00
Groups Press U.S. and China on Carbon,BEIJING  Three prominent American research organizations that are pushing for greater cooperation between the Obama administration and China on the issue of climate change say the two governments should make a priority of supporting the use of carbon capture technology and the creation of a market for carbon.,2009-11-04 00:40:36+00:00
Chimerica: A Marriage on the Rocks?,"NEW YORK — “Superfusion” — that’s the name of a new book by Zachary Karabell, which describes how “the unique relationship between China and the United States has become the axis of the world economy.” ",2009-11-04 05:00:00+00:00
Uniting All of the Allies Some of the Time,"Having fulfilled its promise to restore respect and support from America’s allies, the Obama administration should now be reaping the benefits of Western unity as it faces international crises like Afghanistan and Iran. But the unfortunate truth is that where Western unity is sufficient, it is not real. And where it is real, it is not sufficient.",2009-11-04 05:00:00+00:00
Chimerica: A Marriage on the Rocks?,"NEW YORK — “Superfusion” — that’s the name of a new book by Zachary Karabell, which describes how “the unique relationship between China and the United States has become the axis of the world economy.” ",2009-11-04 10:20:32+00:00
Uniting All of the Allies Some of the Time,"Having fulfilled its promise to restore respect and support from America’s allies, the Obama administration should now be reaping the benefits of Western unity as it faces international crises like Afghanistan and Iran. But the unfortunate truth is that where Western unity is sufficient, it is not real. And where it is real, it is not sufficient.",2009-11-04 12:20:57+00:00
Groups Push U.S. and China on Carbon Capture and Storage Technology,Three prominent American research organizations that are pushing for greater cooperation between the Obama administration and China on the issue of climate change say the two governments should make a priority of supporting the use of carbon capture technology and the creation of a market for carbon.,2009-11-04 15:43:14+00:00
U.S. Diplomat Meets Myanmar’s Top Dissident and Urges Junta to Work With Her,BANGKOK  A senior American diplomat who completed a rare visit to Myanmar on Wednesday said that Washington would improve relations with the nation if its military government embraced reconciliation with Myanmar’s democratic opposition. ,2009-11-04 16:34:57+00:00
"Israel after elections, In recession, cheaper wins, Maintaining commercial jets; Bailing out America",Israel after elections,2009-11-05 05:00:00+00:00
"Asia welcomes Clinton, and renewed attention","TOKYO — When Hillary Rodham Clinton visits China and other Asian nations this week in her first trip abroad as U.S. secretary of state, she will not just be breaking with the tradition that America's top diplomat visit Europe or the Middle East first.",2009-11-05 05:00:00+00:00
Clinton hails alliance with Japan,"TOKYO — In words and gestures, Secretary of State Hillary Rodham Clinton offered reassurance to Japan on Tuesday, calling its alliance with the United States a ""cornerstone"" of American foreign policy and meeting with families of Japanese citizens abducted by North Korea.",2009-11-07 05:00:00+00:00
Britain and U.S. Clash at G-20 on Tax to Insure Against Crises,"ST. ANDREWS, Scotland  The United States and Britain voiced disagreement Saturday over a proposal that would impose a new tax on financial transactions to support future bank rescues.",2009-11-07 20:08:36+00:00
Optimism grows for U.S.-China military talks,HONG KONG — The commander of American forces in the Pacific said Wednesday that he hoped a visit to the region by Secretary of State Hillary Rodham Clinton would lead to a resumption of high-level military exchanges with China.,2009-11-08 05:00:00+00:00
The Legacy of 1989 Is Still Up for Debate,"PARIS  The historical legacy of 1989, when the Berlin Wall fell and the cold war thawed, is as political as the upheavals of that decisive year.",2009-11-09 01:31:44+00:00
No Clear Map for Democrats on Path to New Energy Plan,"On health care, President Obama and fellow Democrats face a straightforward calculus: sign an overhaul bill into law or suffer grave political damage.",2009-11-09 04:53:13+00:00
"'Wiggle room' on Beckham, Galaxy says","Despite a deadline set last week by Major League Soccer, the Los Angeles Galaxy appears willing to continue negotiating with AC Milan regarding Milan's bid to keep David Beckham.",2009-11-09 05:00:00+00:00
U.S. Officer Revisits His Past in Vietnam,"DA NANG, Vietnam  Cmdr. H. B. Le, the first Vietnamese-American to command a United States Navy destroyer, had just stepped ashore on a formal port call, making an emotional return to Vietnam for the first time since he fled as a young boy on a fishing boat at the end of the war in 1975.",2009-11-09 19:06:53+00:00
Beijing's Path Forward,"China’s rapidly growing economy, which has weathered the global recession better than that of any large country, tends to garner big headlines. But the country’s rise coincides with another development that receives far less attention: its legal institutions. ",2009-11-10 05:00:00+00:00
Beijing's Path Forward,"China’s rapidly growing economy, which has weathered the global recession better than that of any large country, tends to garner big headlines. But the country’s rise coincides with another development that receives far less attention: its legal institutions. ",2009-11-10 12:41:15+00:00
Early Word: Fort Hood Service,"President Obama heads to Texas on Tuesday to attend a memorial service at Fort Hood, the site of last week’s shootings.",2009-11-10 13:38:51+00:00
Creaky Alliance,President Obama lands in Tokyo this week as U.S.-Japan relations hit their lowest point in years. ,2009-11-11 05:00:00+00:00
Creaky Alliance,President Obama lands in Tokyo this week as U.S.-Japan relations hit their lowest point in years. ,2009-11-11 12:20:44+00:00
Forum Reflects Copenhagen Divisions,"Speaking at a symposium organized by the Council on Foreign Relations in Washington on Tuesday, Atul Arya, the chief adviser for energy and climate policy for BP, the British oil company, said the odds of achieving a broad, global agreement at climate talks in Copenhagen next month were “very, very low.” ",2009-11-11 15:07:28+00:00
Japan Cools to America as It Prepares for Obama Visit,"WASHINGTON  President Obama will arrive in Tokyo on Friday, at a time when America’s relations with Japan are at their most contentious since the trade wars of the 1990s  and back then, the fights were over luxury cars and semiconductors, not over whether the two countries should re-examine their half-century-old strategic relationship.",2009-11-12 00:30:24+00:00
Waiting for Obama,PARIS — Who would have thought a year ago that most of the issues of conflict in America’s foreign relations would be made worse during the first year following Barack Obama’s election as U.S. president? Even those disputes or differences that were appeased or quiet a year ago are now worse. ,2009-11-13 05:00:00+00:00
Obama Says U.S. Seeks to Build Stronger Ties to China,"TOKYO  The United States is not threatened by a rising China, President Obama said Saturday, but will seek to strengthen its ties with Beijing even as it maintains close ties with traditional allies like Japan.",2009-11-13 07:58:44+00:00
Waiting for Obama,PARIS — Who would have thought a year ago that most of the issues of conflict in America’s foreign relations would be made worse during the first year following Barack Obama’s election as U.S. president? Even those disputes or differences that were appeased or quiet a year ago are now worse. ,2009-11-13 13:01:11+00:00
China Focuses on Territorial Issues as It Equates Tibet to U.S. Civil War South,"BEIJING  The Chinese government had a special message for President Obama on Thursday: He is black, he admires Abraham Lincoln, so he, of all people, should sympathize with Beijing’s effort to prevent Tibet from seceding and sliding back into what it was before its liberation by Chinese troops: a feudalistic, slaveholding society headed by the Dalai Lama.",2009-11-14 01:50:39+00:00
"Obama, in Japan, Says U.S. Will Study Status of a Marine Base on Okinawa","TOKYO  President Obama, seeking to mend fences with Japan, America’s most important Asian ally, announced Friday that he would establish a high-level working group on the contentious issue of the continuing presence of a Marine base on Okinawa.",2009-11-14 03:35:43+00:00
China’s Role as Lender Alters Obama’s Visit,"When President Obama visits China for the first time on Sunday, he will, in many ways, be assuming the role of profligate spender coming to pay his respects to his banker.",2009-11-14 18:15:07+00:00
Why Europe Feels Rejected by Obama,"Why would an American president not come to a celebration marking the fall of the Berlin Wall, and with it, the triumphant end of the Cold War — one of the high points of the United States’ and Europe’s common 20th-century history?",2009-11-16 05:00:00+00:00
China Curbs Its Appetite,"The bigger the doubts about the West’s prospects, the greater become the assumptions about China’s economic power. China, it is said, will have a massive foreign exchange surplus for the foreseeable future, gobbling up natural resources producers in Australia, Africa and Latin America, buying U.S. technology companies to transfer know-how back to China, and using an open checkbook to pick up big stakes in famous European brands.",2009-11-16 05:00:00+00:00
"In Beijing, Obama Calls for ‘Strong Dialogue’","BEIJING  President Obama and President Hu Jintao of China met in private off Tiananmen Square here on a frigid Tuesday morning to discuss issues like trade, climate change and the nuclear programs of Iran and North Korea, in a session that signaled the central role of China on the world stage.",2009-11-16 11:27:12+00:00
Why Europe Feels Rejected by Obama,"Why would an American president not come to a celebration marking the fall of the Berlin Wall, and with it, the triumphant end of the Cold War — one of the high points of the United States’ and Europe’s common 20th-century history?",2009-11-16 12:41:33+00:00
China Curbs Its Appetite,"The bigger the doubts about the West’s prospects, the greater become the assumptions about China’s economic power. China, it is said, will have a massive foreign exchange surplus for the foreseeable future, gobbling up natural resources producers in Australia, Africa and Latin America, buying U.S. technology companies to transfer know-how back to China, and using an open checkbook to pick up big stakes in famous European brands.",2009-11-16 13:01:14+00:00
China Holds Firm on Major Issues in Obama’s Visit,"BEIJING  In six hours of meetings, at two dinners and during a stilted 30-minute news conference in which President Hu Jintao did not allow questions, President Obama was confronted, on his first visit, with a fast-rising China more willing to say no to the United States.",2009-11-17 13:56:47+00:00
"During Visit, Obama Skirts Chinese Political Sensitivities","BEIJING  Whether by White House design or Chinese insistence, President Obama has steered clear of public meetings with Chinese liberals, free press advocates and even average Chinese during his first visit to China, showing a deference to the Chinese leadership’s aversions to such interactions that is unusual for a visiting American president.",2009-11-17 17:32:19+00:00
"Equals at Last, for Better or for Worse","While no breakthroughs came out of the Barack Obama-Hu Jintao summit meeting, the U.S. president’s maiden trip to China will go down in history as a pivotal event in the relations between the two most powerful countries of the 21st century. ",2009-11-18 05:00:00+00:00
Tokyo Drift,A perception that Japan’s new government is distancing itself from the United States.,2009-11-18 09:12:10+00:00
"Equals at Last, for Better or for Worse","While no breakthroughs came out of the Barack Obama-Hu Jintao summit meeting, the U.S. president’s maiden trip to China will go down in history as a pivotal event in the relations between the two most powerful countries of the 21st century. ",2009-11-18 12:41:17+00:00
America's Conflicting Destinies,President Barack Obama’s departure for his first trip to Asia as president was delayed by a day to allow him to attend the memorial service for victims of the Fort Hood massacre. The delay symbolized well the tension between America’s two destinies. ,2009-11-18 12:41:23+00:00
A Small Step to Bridging the Taiwan Strait,"Once China and Taiwan had agreed on the substance of the financial cooperation deal they signed this week, they still had a few details to decide: Where should they sign the pact, what names should they use to sign it, and which Chinese script should they write in?",2009-11-18 17:39:58+00:00
Obama’s Soft Approach on Human Rights,"Even before his trip to China, President Obama showed deference to China’s leaders by postponing a meeting with the Dalai Lama until after his trip. During his visit, he did not meet with Chinese political activists and chose not to confront the Beijing government on human rights and its treatment of dissidents.",2009-11-18 20:58:47+00:00
The Queasy Side of Theodore Roosevelt’s Diplomatic Voyage,"James Bradley’s incendiary new book about Theodore Roosevelt is not really packed with secrets. Much of the material it discusses has long been hidden in plain sight. But Roosevelt biographers often subscribe to certain orthodoxies, and one of them is this: When Roosevelt made noxiously racist and ethnocentric remarks about Anglo-Saxon greatness, so what? He was just voicing the tenets of his time. ",2009-11-19 00:20:55+00:00
The View From the Summit: Holding a Symposium on China,"Overview | What are the implications of China’s growing strength and global power? Regarding China, what should the Obama administration’s policies be? In this lesson, students develop their understanding of and knowledge about key issues in U.S.-China relations, and participate in a symposium on the subject. They then develop policy and diplomacy recommendations. ",2009-11-20 18:40:39+00:00
U.S. Presses China in Case of Geologist,"HONG KONG  The Chinese government has held an American oil geologist on suspicion of stealing state secrets for nearly two years, prompting President Obama to raise the issue during his visit to Beijing this week, the American Embassy in Beijing said Friday.",2009-11-20 20:50:04+00:00
"China Gains in U.S. Eyes, and India Feels Slights","NEW DELHI  The statement, on its surface, seemed like any other bland missive released at the end of a polite visit by a head of state. It was put out by the United States and China after President Obama’s visit there, and said that the two countries would “work together to promote peace, stability and development” in South Asia. ",2009-11-23 19:19:46+00:00
Obama Loses a Round,"While the jury is still out on what President Obama’s China visit has achieved for the long term, the president has most decidedly lost the war of symbolism in his first close encounter with China. ",2009-11-24 12:40:47+00:00
After Cheney,"When Vice President Biden travels to Iraq, which he does every two months or so, he flies on Air Force Two to an airbase in southern England and then transfers to a cargo plane, a C-17, retrofitted for vice-presidential comfort with an Airstream trailer bolted on to tracks in the center of the hold. With its porthole and shiny rivets and gleaming chrome, this strange conveyance looks like something out of Jules Verne. Captain Biden holds court in a wood-paneled galley just large enough for his half-dozen or so aides to pile into. Unlike Nemo, he is a gregarious knee-squeezer who has to be ordered by his staff to stop talking so he can get some rest. ",2009-11-24 19:57:44+00:00
China Joins U.S. in Pledge of Hard Targets on Emissions,"BEIJING  The Chinese government announced Thursday that it had set a target to slow the growth of its greenhouse gas emissions by 2020, a day after the Obama administration set a provisional target for reducing United States emissions.",2009-11-26 09:29:38+00:00
Reality TV Makes Reality Its Victim," Today’s idea: Reality TV degrades real life itself, an article says. It has “not only ruined network values, destroyed the classic documentary, and debased the art of bad acting, but also fomented class warfare, antisocial behavior and murder.” ",2009-11-30 11:33:25+00:00
Waterford Toasts ‘A New Beginning’,"Editor's Note: The advertising newsletter for Nov. 30 has been re-sent to fix an incorrect link in the article ""People and Accounts of Note.""",2009-11-30 16:35:15+00:00
Japan’s Relationship With U.S. Gets a Closer Look,"TOKYO  Two months after taking power, Japan’s new leadership is still raising alarms in the United States with its continued scrutiny of the countries’ more than half-century-old security alliance. But this reconsideration is not a pulling away from the United States so much as part of a broader, mostly domestic effort to outgrow Japan’s failed postwar order, say political experts here. ",2009-12-02 01:24:31+00:00
Clinton paints China policy with a green hue,"BEIJING — Declaring that ""we hope you won't make the same mistakes we made,"" Secretary of State Hillary Rodham Clinton invited China to join the United States in an ambitious effort to curb greenhouse gases, as she toured an energy-efficient power plant in Beijing on Saturday.",2009-12-02 05:00:00+00:00
A U.S. Parallel to Dubai World,"Fannie Mae and Freddie Mac are not exactly America’s answer to Dubai World. But creditors of the two mortgage finance giants should not forget that, like Dubai’s investment arm, they have only implicit government backing.",2009-12-03 05:30:40+00:00
Will the Dragon Swat Down the Eagle?,"The title of Martin Jacques’s new book, “When China Rules the World: The End of the Western World and the Birth of a New Global Order” has a willfully alarmist ring to it, signaling the rise of China as the new global superpower and the coming fall of America and the rest of the West. Mr. Jacques, a columnist for The Guardian of London, argues that “we stand on the eve of a different kind of world,” and that common assumptions in the West  China will become increasingly like us, and the international system “will remain broadly as it now is with China acquiescing in the status quo”  are symptoms of Americans’ state of denial. ",2009-12-03 22:11:23+00:00
Demoting human rights,"Secretary of State Hillary Clinton may have set back the cause of human rights in China when she said on her Asia tour that while the United States will continue to press China on issues such as Tibet, Taiwan and human rights, ""our pressing on those issues can't interfere with the global economic crisis, the global climate change crisis and the security crisis.""",2009-12-04 05:00:00+00:00
Human rights and China; Building bridges with Iran; Time to include Russia;  ‘Wishful thinking’ economics,Human rights and China,2009-12-04 05:00:00+00:00
Another Clue to How China Managed Obama’s Visit,"BEIJING  In case President Obama is curious, some students who went to his town hall meeting in Shanghai last month wonder how he gets along with Secretary of State Hillary Rodham Clinton, given their bruising battle for the presidency.",2009-12-05 01:55:11+00:00
"China criticizes, but keeps protectionist policies in place","BEIJING — China might not have engaged recently in the kind of overt protectionism found in the ""Buy American"" provision of the U.S. economic stimulus bill, but it has enough barriers to free trade and investment in place to leave itself open to such charges later.",2009-12-05 05:00:00+00:00
Don't push the reset button yet,"Vice President Joe Biden suggested at the Munich international security conference on Feb. 7 that America push ""the reset button"" on relations with Russia. But the Obama administration shouldn't allow Moscow to pocket gains it has recently made in Eurasia. A ""carrots-and-flowers"" approach to the Kremlin won't work.",2009-12-05 05:00:00+00:00
U.S. Report on Sri Lanka Urges New Approach,"NEW DELHI  A report on Sri Lanka to be released next week by the Senate Foreign Relations Committee urges a less confrontational approach to that nation, citing strategic American interests in the region. ",2009-12-06 19:22:20+00:00
"100, 75, 50 Years Ago", 1909 Explosion Wrecks Gas-Works ,2009-12-07 05:00:00+00:00
"100, 75, 50 Years Ago", 1909 Explosion Wrecks Gas-Works ,2009-12-07 15:20:52+00:00
Rethinking the Pacific,"It is natural for America’s attention to be focused on the cost in blood and money of wars in Iraq and Afghanistan. But a more permanent security issue is the U.S. presence in the Western Pacific, where America provides a security umbrella under which Japan, South Korea and others have prospered. Access to U.S. markets has been a part of this arrangement, playing a key role in China’s rise.",2009-12-10 05:00:00+00:00
North Korea Sees Progress in U.S. Envoy’s Visit,"SEOUL, South Korea North Korea said Friday that its differences with the United States had been diminished during the visit this week of President Obama’s special envoy, but that it needed more talks before deciding whether to return to six-nation nuclear disarmament talks.",2009-12-10 08:55:07+00:00
Rethinking the Pacific,"It is natural for America’s attention to be focused on the cost in blood and money of wars in Iraq and Afghanistan. But a more permanent security issue is the U.S. presence in the Western Pacific, where America provides a security umbrella under which Japan, South Korea and others have prospered. Access to U.S. markets has been a part of this arrangement, playing a key role in China’s rise.",2009-12-10 13:01:07+00:00
Obama's Japan Headache,"TOKYO  President Obama has a Japan problem. I know, it’s not an issue that keeps him up at night. But when U.S. ties with its most important Asian ally get ugly over security rather than semiconductors, the world must be changing.",2009-12-10 13:01:10+00:00
"U.S. Climate Envoy’s Good Cop, Bad Cop Roles","WASHINGTON  As the United States’ chief climate change negotiator, Todd Stern sometimes plays the bad cop, and seems to rather enjoy it.",2009-12-11 03:06:11+00:00
Gates Expects New Sanctions on Iran,"ERBIL, Iraq  Defense Secretary Robert M. Gates said Friday that he expected the United States and its allies to impose more stringent sanctions against Iran, which has been increasingly defiant in recent weeks of the West’s demands to limit its nuclear program. ",2009-12-11 10:33:49+00:00
How Much Climate Aid Is Enough?,The European Union announced on Friday that would contribute $3 billion next year (up to roughly $9 billion over three years) to help poor nations deal with climate change. ,2009-12-11 21:32:55+00:00
China’s Changing Views on Race,"With trade and commerce drawing ever larger numbers of foreigners to China’s cities, tensions have become more common in a country of little racial diversity. This summer, African immigrants, mostly traders and merchants, who make up a growing enclave in the city of Guangzhou, protested police harassment. And in a well-publicized cultural moment, a 20-year-old Shanghainese contestant named Lou Jing, who appeared on the Chinese “Idol”-like talent show, caused a national debate (and drew racist attacks on the Internet) about what it means to be Chinese. Lou, the daughter of a Chinese woman and an African-American man, whom she has not met, considers herself completely Chinese. ",2009-12-14 01:00:03+00:00
Making Sense of Sarkozy's Currency Proposal,"PARIS — “Yo, Sarko,” George W. Bush might have said in similar circumstances, grabbing the White House telephone in a time of more relaxed relations between American and French presidents, and basically asking what’s going on.",2009-12-14 05:00:00+00:00
Making Sense of Sarkozy's Currency Proposal,"PARIS — “Yo, Sarko,” George W. Bush might have said in similar circumstances, grabbing the White House telephone in a time of more relaxed relations between American and French presidents, and basically asking what’s going on.",2009-12-14 12:00:42+00:00
"Rebuffing U.S., Pakistan Balks at Crackdown","ISLAMABAD, Pakistan  Demands by the United States for Pakistan to crack down on the strongest Taliban warrior in Afghanistan, Siraj Haqqani, whose fighters pose the biggest threat to American forces, have been rebuffed by the Pakistani military, according to Pakistani military officials and diplomats. ",2009-12-14 18:47:53+00:00
Japan Delays Decision on Moving U.S. Marine Base,"TOKYO  Prime Minister Yukio Hatoyama’s postponement of a decision on relocating an American military base on Okinawa may be the product of domestic political considerations as much as deeply held foreign policy principles, analysts here said on Tuesday. But it promises to put new pressures on Japan’s already strained ties with the United States, its closest ally.",2009-12-15 09:04:44+00:00
"Arms Sales to Taiwan Will Proceed, U.S. Says","BEIJING  The Obama administration will proceed with arms sales to Taiwan despite recent protests by China, an American official said Tuesday.",2009-12-15 13:57:10+00:00
China Hunts for Art Treasures in U.S. Museums,"China’s “treasure hunting team” descended on the Metropolitan Museum of Art in New York last week, and James C.Y. Watt, the patrician head of Asian art, braced for a confrontation.",2009-12-16 07:57:24+00:00
"At Climate Talks, Trade Pressures Mount",COPENHAGEN - Could a legacy of the Copenhagen climate conference turn out to be higher tariffs?,2009-12-17 22:38:58+00:00
"Nearing Arms Pact, U.S. and Russia Look Ahead","WASHINGTON  Eight months, three presidential meetings, countless Geneva negotiating sessions and one missed deadline later, the United States and Russia appear close to agreement on a new arms control treaty that will reduce their strategic nuclear arsenals by at least one quarter.",2009-12-17 23:58:07+00:00
U.N. Climate Talks ‘Take Note’ of Accord Backed by U.S.,"COPENHAGEN  With the swift bang of a gavel on Saturday morning, a prolonged fight between nations small and large over an international pact to limit climate risks that was forged the night before by the United States and four partners came to a somewhat murky end. ",2009-12-19 10:40:33+00:00
20 Uighurs Are Deported to China,"BANGKOK  Under pressure from China, and despite the objections of the United States and the United Nations, the Cambodian government on Saturday deported 20 members of the Uighur minority who had sought asylum after fleeing a government crackdown in China.",2009-12-19 21:33:17+00:00
The Road From Copenhagen,"The drama was of high order. In the decidedly unglamorous side-rooms of Copenhagen’s Bella Center, leaders of the most powerful countries of the world faced off, trying to rewrite the rules for how the world confronts the risk of catastrophic climate change. Thousands in the center and untold numbers around the world awaited the result. ",2009-12-23 05:00:00+00:00
The Road From Copenhagen,"The drama was of high order. In the decidedly unglamorous side-rooms of Copenhagen’s Bella Center, leaders of the most powerful countries of the world faced off, trying to rewrite the rules for how the world confronts the risk of catastrophic climate change. Thousands in the center and untold numbers around the world awaited the result. ",2009-12-23 14:30:37+00:00
"In Sentence of Activist, China Gives West a Chill","BEIJING  The harsh sentence handed down on Friday to Liu Xiaobo, one of China’s most prominent campaigners for democracy and human rights, prompted strong rebukes in the United States and Europe, but it also raised fresh questions over whether the West has much leverage over a government that is increasingly self-assured on the world stage. ",2009-12-25 13:12:28+00:00
U.S. Missionary Illegally Marches Into North Korea,"SEOUL, South Korea  An American missionary carrying a letter for the North Korean dictator crossed illegally into the reclusive country to try bring international attention to the North Korean suffering, South Korean activists said Saturday.",2009-12-26 19:10:18+00:00
North Korea Calls for Better U.S. Ties,"SEOUL, South Korea  North Korea called on Friday for an end to “the hostile relationship” with the United States, issuing a New Year’s message that highlighted the reclusive country’s attempt to readjust the focus of six-party nuclear disarmament talks.",2010-01-01 06:21:32+00:00
Refugees Are Not Bargaining Chips,"WASHINGTON — A virus is sweeping Asia. The symptoms are heightened xenophobia and amnesia about fundamental refugee rights. Australia and Indonesia succumbed first, in October, when they stopped boats carrying Sri Lankans. Neither country would allow the Sri Lankans to disembark even though they came from a country experiencing massive violence and displacement. Almost three months later, one of the boats, holding more than 250 Sri Lankans, remains moored in the West Javan port of Merak. ",2010-01-01 20:01:05+00:00
U.S. Sees an Opportunity to Press Iran on Nuclear Fuel,"WASHINGTON  As President Obama faces pressure to back up his year-end ultimatum for diplomatic progress with Iran, the administration says that domestic unrest and signs of unexpected trouble in Tehran’s nuclear program make its leaders particularly vulnerable to strong and immediate new sanctions.",2010-01-02 17:32:46+00:00
"For Shanghai Fair, Famous Fund-Raiser Delivers","WASHINGTON  In the hectic last week before she became secretary of state, Hillary Rodham Clinton squeezed in a Bon Jovi benefit concert in New York, part of a frantic effort to pay off the debt from her presidential campaign. No sooner had she arrived at the State Department than Mrs. Clinton discovered she needed to start raising money all over again.",2010-01-02 21:48:04+00:00
An Alliance Larger Than One Issue,"Cambridge, Mass.",2010-01-07 03:57:04+00:00
"Focus on Policy, Not Politics","TOKYO — There is a new sheriff in town. Prime Minister Yukio Hatoyama and Ichiro Ozawa, secretary of the Democratic Party of Japan, are breaking the half-century of conservative rule by the Liberal Democrat Party. But the problem is they lack a clear direction. ",2010-01-07 12:10:39+00:00
Rivals and Partners,"BANGKOK — Last fall, a rare opinion poll was conducted across China. It asked a simple question: What do you perceive as the greatest threat facing China? The range of answers was interesting — but even more interesting was the way the survey was reported in India. ",2010-01-08 12:21:12+00:00
U.S. and Cuba: Still Waiting for Change,To the Editor:,2010-01-09 04:37:23+00:00
North Korea Calls for Peace Treaty Talks With U.S.,"SEOUL, South Korea  North Korea on Monday proposed talks with the United States to reach a formal peace treaty that would replace the truce that halted the Korean War 57 years ago, indicating that it would not give up its nuclear weapons until Washington signed such an accord.",2010-01-11 06:43:53+00:00
The Dragon's Swagger,BEIJING — A U.S. official here told me he was “getting a little nervous about 2010” when it comes to Chinese-American relations. I’d say there’s plenty of cause for that. I’m not optimistic about the world’s most important relationship in the short term.,2010-01-11 12:21:07+00:00
"Green Guide to Electronics Is Disputed, but Influential","NEW YORK — In August 2006, Greenpeace took its first stab at ranking the green bona fides of 14 makers of consumer electronics. In a nutshell, the appraisals hinged on the elimination of certain hazardous chemicals and a willingness to take responsibility for products across their life cycles, through take-back programs, recycling and other efforts. ",2010-01-11 16:11:56+00:00
"As China Rises, Fears Grow on Whether Boom Can Endure","BEIJING  As much of the world struggles to clamber out of a serious recession, a gradual flow of economic power from West to East has turned into a flood.",2010-01-12 00:12:14+00:00
S. Korea and U.S. Dismiss N. Korea’s Peace Talks Proposal,"SEOUL, South Korea  South Korea and the United States said Tuesday that they would discuss a peace treaty with North Korea only after the North returned to six-nation disarmament talks and began dismantling its nuclear weapons program.",2010-01-12 10:04:26+00:00
"The Early Word: Money, Money, Money","It seems that President Obama‘s drive to recover billions in bailout funds might have more than just fiscal benefits, at least from the White House’s point of view.",2010-01-12 13:43:32+00:00
