headline,lead_paragraph,date
What the Chinese Want From Obama,"As she meets with Chinese leaders this weekend, Secretary of State Hillary Rodham Clinton is expected to begin a more vigorous engagement with China on issues ranging from climate change to the global financial crisis. ",2009-02-20 13:00:34+00:00
Clinton Paints China Policy With a Green Hue,"BEIJING  Declaring that “we hope you won’t make the same mistakes we made,” Secretary of State Hillary Rodham Clinton invited China to join the United States in an ambitious effort to curb greenhouse gases, as she toured an energy-efficient power plant in Beijing on Saturday.",2009-02-21 12:22:55+00:00
Clinton urges China to fight climate change,"BEIJING — Declaring that ""we hope you won't make the same mistakes we made,"" Secretary of State Hillary Rodham Clinton invited China to join the United States in an ambitious effort to curb greenhouse gases.",2009-02-22 05:00:00+00:00
An Interview With Ma Ying-jeou,"Following is a transcript of an interview with President Ma Ying-jeou of Taiwan, on Feb. 12, supplied by the Government Information Office of Taiwan. Keith Bradsher, of The New York Times, and Jeanne Moore, of The International Herald Tribune, conducted the interview.",2009-02-22 05:32:56+00:00
Decision by court could delay PCCW bid,HONG KONG — The High Court in Hong Kong on Tuesday gave the city's stock market regulator three weeks to present evidence of alleged manipulation of a vote approving a plan to privatize PCCW - the latest twist in one of Hong Kong's highest-profile corporate dramas.,2009-02-24 05:00:00+00:00
U.S. commerce pick carries lengthy China résumé,SEATTLE — Top slots in the Obama administration were filling up fast when Gary Locke was asked by a friend several weeks ago whether he expected to get a job offer from the new president.,2009-02-25 05:00:00+00:00
China Says U.S. Distorts Facts in Report on Rights,"BEIJING  Chinese authorities reacted caustically on Thursday to an annual State Department report on global human rights that called China’s respect for rights not only “poor,” but also worsening in its persecution of ethnic minorities and dissidents. ",2009-02-26 11:02:07+00:00
"U.S., Pakistan and Afghanistan to Hold Regular Talks","WASHINGTON  Intensifying its focus on Afghanistan and Pakistan, the United States said Thursday that it would hold regular three-way meetings with top officials from the neighboring countries, which the Obama administration sees as the main front of the battle against Islamic extremism.",2009-02-27 01:48:28+00:00
Obama’s Backing Raises Hopes for Climate Pact,"Until recently, the idea that the world’s most powerful nations might come together to tackle global warming seemed an environmentalist’s pipe dream.",2009-03-01 02:12:01+00:00
U.S. and China revive military talks,"BEIJING — Two days of military consultations between the United States and China ended Saturday with glowing reviews from the senior Pentagon official at the talks, who said that high-level meetings between the nations on military issues, suspended last year, would resume soon.",2009-03-01 05:00:00+00:00
"Hard Paths to Treaty, U.S. Law on Climate","[UPDATED, 3/2, below] The lead story in The Times is a significant review of the challenges and opportunities awaiting nations on the road to December climate talks in Copenhagen. Many parties bound by the Kyoto Protocol . Emerging economic powers like China and the old guard, led by the United States, remain deeply divided over who must move first on emissions. President Obama’s options on domestic climate legislation are constrained by economic trouble and divisions among lawmakers related to states’ reliance on fossil fuels.",2009-03-01 16:48:35+00:00
Pursuing the spirit of Niu,"Probably because of the financial crisis, most people have been referring to the Chinese Year of Niu (""bull"" or ""ox"" in Chinese) as the year of the ox. But a bullish period will be emerging sooner from the crisis if we learn something from the spirit of Niu.",2009-03-02 05:00:00+00:00
Scientists Fear Visa Trouble Will Drive Foreign Students Away,"CAMBRIDGE, Mass.  When Alena Shkumatava opens the door to the “fish lab” at the Whitehead Institute of M.I.T., she encounters warm, aquarium-scented air and shelf after shelf of foot-long tanks, each containing one or more zebra fish. She studies the tiny fish in her quest to unravel one of the knottiest problems in biology: how the acting of genes is encouraged or inhibited in cells. ",2009-03-02 21:44:56+00:00
Scientists in U.S. fear visa trouble will drive foreign students away,"CAMBRIDGE, Massachusetts — When Alena Shkumatava opens the door to the ""fish lab"" at the Whitehead Institute of MIT, she encounters warm, aquarium-scented air and shelf after shelf of foot-long tanks, each containing one or more zebra fish. She studies the tiny fish in her quest to unravel one of the knottiest problems in biology: how the acting of genes is encouraged or inhibited in cells.",2009-03-03 05:00:00+00:00
North Korea threatens civilian planes,"SEOUL — North Korea warned Thursday that it might shoot down South Korean commercial airliners flying near its territory during U.S.-South Korean military drills next week, ratcheting up threats against its neighbor.",2009-03-05 05:00:00+00:00
North Korea threatens to shoot down civilian planes,"SEOUL — North Korea warned Thursday it might shoot down South Korean commercial airliners flying near its territory during U.S.-South Korean military drills next week, ratcheting up threats against its neighbor.",2009-03-05 05:00:00+00:00
Seoul warns North Korea to withdraw airline threat,"HONG KONG — South Korea lashed out Friday at an ominous warning from North Korea that appeared to threaten civilian planes traveling though the region. And while hectoring comments are routinely made by the North, often in vivid and inflammatory language, the threat caused enough uncertainty that Singapore Airlines rerouted some of its flights.",2009-03-06 05:00:00+00:00
Seoul warns North Korea to withdraw airline threat,"HONG KONG — South Korea lashed out Friday at a warning from North Korea that appeared to threaten civilian planes traveling though the region. While hectoring comments are routinely made by the North, often in vivid and inflammatory language, the threat caused enough uncertainty that three airlines announced they were rerouting some flights.",2009-03-06 05:00:00+00:00
A Rising Dollar Lifts the U.S. but Adds to the Crisis Abroad,"As the world is seized with anxiety in the face of a spreading financial crisis, the one place having a considerably easier time attracting money is, perversely enough, the same place that started much of the trouble: the United States.",2009-03-09 00:21:11+00:00
Appeal of U.S. debt adds to pain of ailing nations,"WASHINGTON — As the world is seized with anxiety in the face of a spreading financial crisis, the one place having a considerably easier time than others in attracting money is, perversely enough, the same place that started much of the trouble: the United States.",2009-03-09 05:00:00+00:00
Citigroup buoys Wall Street,"NEW YORK — Wall Street soared Tuesday morning after strong showings in Asian and European markets, with the Dow industrials rebounding more than 300 points, as investors got a taste of what they desperately craved: a glimmer of optimism in the financial sector.",2009-03-10 05:00:00+00:00
Global shares soar on hint of hope,"NEW YORK — Stocks soared globally Monday, as the U.S. Federal Reserve chairman called for broad changes in the financial regulatory system and investors got a taste of what they desperately craved: a glimmer of optimism in the financial sector.",2009-03-10 05:00:00+00:00
China and U.S. Clash on Naval Fracas,"WASHINGTON  The confrontation between a United States naval vessel and five Chinese ships is the “most serious” military dispute between the countries since a midair collision in 2001 forced an American surveillance plane to land on Hainan island, the director of national intelligence, Dennis C. Blair, said Tuesday before the Senate Armed Services Committee.",2009-03-10 08:37:09+00:00
The Academic Freedom Agenda," WHEN A MARINE HELICOPTER bore George W. Bush away from the Capitol the afternoon of Jan. 20, the American people turned their attention, and desperate hopes, to his successor. Bush, meanwhile, moved into a new home in Dallas and took up the work of his post-presidency. He had often said that he viewed the Freedom Agenda — his campaign to promote democracy around the world, and above all in the Middle East — as the great legacy of his time in office. And now, even as Obama and his foreign-policy team edge away from the language of democracy promotion, which they fear that the Freedom Agenda has rendered toxic, Bush has begun to shape what he has called the Freedom Institute, a policy center to be housed alongside his presidential library and museum on the campus of Southern Methodist University. The institute is scheduled to begin operating in the fall; the former president and members of the George W. Bush Foundation are now scouting for an executive director. ",2009-03-10 14:33:25+00:00
China Protests a U.S. Resolution on Tibet,BEIJING  China has lodged a formal complaint with the Obama administration over a resolution passed Wednesday by the House of Representatives urging China to “cease its repression of the Tibetan people” and “to respond to the Dalai Lama’s initiatives to find a lasting solution to the Tibetan issue.”,2009-03-12 13:14:20+00:00
Obama Calls for Military Dialogue With China,"WASHINGTON  President Obama told China’s foreign minister on Thursday that their two countries need to raise “the level and frequency” of military dialogue “in order to avoid future incidents” like the high seas confrontation between naval vessels this week, the White House said.",2009-03-12 22:39:08+00:00
Europe’s Hedging on Inmates Clouds Guantánamo Plans," European countries that have offered to help the Obama administration close the detention center at Guantánamo Bay, Cuba, have begun raising questions about the security risks and requirements if they accept prisoners described by the Bush administration as “the worst of the worst,” according to diplomats and other officials.",2009-03-15 20:17:14+00:00
‘Unfriendly Fire’,Brain Drain: Arabic Linguists ,2009-03-18 22:52:00+00:00
North Korea Said to Detain U.S. Reporters,"SEOUL, South Korea  Two American journalists on a reporting trip to the border between China and North Korea have been detained by the North Korean military, a human rights activist and another source said Thursday.",2009-03-19 05:38:27+00:00
Trade Barriers Rise as Slump Tightens Grip,"WASHINGTON  After repeated pledges by world leaders to avoid erecting trade barriers, protectionism is on the march, provoking nasty trade disputes and undermining efforts to plot a coordinated response to the deepest global economic downturn since World War II.",2009-03-23 00:45:44+00:00
Olympic Leaders Lash Out at U.S.O.C. Revenue Deal, Pressure on the United States Olympic Committee to renegotiate its existing revenue-sharing agreement with the International Olympic Committee rose to another level when an angry group of Olympic leaders voted to terminate the contract and renegotiate a new one.,2009-03-25 18:29:44+00:00
"U.S. Sees Chinese Military Rise, and a Need for More Contact","WASHINGTON  China is seeking technology and weapons to disrupt the traditional advantages of American forces, and secrecy surrounding its military creates the potential for miscalculation on both sides, according to a Pentagon study released Wednesday.",2009-03-25 23:05:47+00:00
North Korea Moves Missile to Launch Pad,"SEOUL, South Korea  North Korea has placed a long-range missile on a launch pad before a test that the United States, Japan and South Korea said would violate a United Nations Security Council resolution, a news report said Thursday.",2009-03-26 05:23:12+00:00
U.S. Sees Chinese Military Rise,"WASHINGTON  China is seeking technology and weapons to disrupt the traditional advantages of American forces, and secrecy surrounding its military creates the potential for miscalculation on both sides, according to a Pentagon study released Wednesday.",2009-03-26 09:19:20+00:00
N. Korean Missile Reportedly in Place,"SEOUL, South Korea  North Korea has placed a long-range missile on a launching pad before a test that the United States, Japan and South Korea said would violate a United Nations Security Council resolution, a news report said Thursday.",2009-03-26 11:29:54+00:00
Obama Will Face a Defiant World on Foreign Visit,"WASHINGTON  President Obama is facing challenges to American power on multiple fronts as he prepares for his first trip overseas since taking office, with the nation’s economic woes emboldening allies and adversaries alike.",2009-03-28 21:33:14+00:00
Talk to the Newsroom: Foreign Editor,"Susan Chira, who was named foreign editor in January 2004, is answering reader questions March 30-April 3, 2009. Questions may be e-mailed to askthetimes@nytimes.com.",2009-03-29 18:36:34+00:00
U.S. to Pledge $40 Million for Afghanistan Elections,"THE HAGUE  The United States will commit $40 million to underwrite the cost of holding elections in Afghanistan this summer, Secretary of State Hillary Rodham Clinton said Monday, as she began selling the Obama administration’s new Afghanistan policy to friends and foes.",2009-03-31 04:05:31+00:00
"After Detention, Where Can the Uighurs Go?","(Photo: (Photo: Karen Bleier/Agence France-Presse - Getty Images) In February, demonstrators in Washington protested the detention of the Uighurs in Guantánamo Bay, Cuba.)   As the Obama administration reviews detainee files in its move to close the Guantánamo Bay detention facility, the case of 17 Chinese Muslim Uighurs, who have been held there for seven years without charges, remains a big stumbling block.  The Uighurs were cleared for release in 2004, and in 2008, the Bush administration conceded they were no longer ""enemy combatants."" But they cannot be sent back to China, where they may be tortured, and no other nation has agreed to take them.   The Obama administration is now under pressure to show its willingness to take some detainees into the United States as it tries to persuade other countries to do the same. But such a move is likely to be opposed by military groups and communities where the Uighurs would be resettled.   Given the thorny legal and political problems, what lessons might be learned from the Uighur case?      Jenny Martinez, Stanford law professor Andrew McCarthy, senior fellow, National Review Institute Glenn Sulmasy, law professor at U.S. Coast Guard Academy Diane Marie Amann, law professor at University of California, Davis Deborah Colson, Human Rights First      The Mess Left Behind Jenny S. Martinez, a professor of law at Stanford University, argued the 2004 case of Rumsfeld v. Padilla before the United States Supreme Court.   The case shows how hard it will be for the Obama team to clean up the mess left by the previous administration. Last fall, while the State Department tried to persuade other countries to accept the Uighurs, the Justice Department filed briefs in federal court saying they were too dangerous to be released into the United States.  Dealing sensibly with detainees requires cooperation, within the branches of our own government and with other nations. This was yet another example of the Bush administration's Justice Department failing to consider the advice of lawyers in the State Department and the uniformed military in setting interrogation and detention policies. Of course, it also refused to acknowledge the role of Congress and the courts in setting and reviewing policy.   More than that, the case of the Uighurs demonstrates the degree to which the Bush administration underestimated the impact of its detention policies on our relations with other nations. These detainees cannot be returned to China because they would likely face torture or other mistreatment. At the same time, China considers Uighur separatist groups to be terrorists and so is pressuring other countries not to accept the prisoners. Meanwhile, the European Union's counterterrorism coordinator, Gilles de Kerchove, has reportedly told the United States that it will be difficult to get European countries to accept Guantánamo detainees unless it shows good faith by letting the Uighurs resettle in the United States.   The Uighur case shows that dealing sensibly with detainees requires coordination and cooperation: within the branches of our own government, and with other nations. In today's world, you can't just go it alone.     A Case Built on Irrationality Andrew C. McCarthy, Senior Fellow, National Review Institute, is author of ""Willful Blindness: Memoir of the Jihad.""  The Uighur saga nicely captures all the irrationality and hypocrisy of our counterterrorism approach. That policy foolishly holds that we can focus on terrorist activity without focusing on the jihadist ideology that motivates it.   So what happens? The military, which has released many terrorist operatives in the course of the past several years, saw the Uighurs as a group that could be unloaded. It took the position that they were ""enemy combatants"" but not America's enemy, reasoning that these detainees' dispute was with China. This contention was legally incoherent: one must be America's enemy to be detained by the U.S. as an enemy combatant. It also showed a deep ignorance of jihadist ideology. Relocating them in the U.S. would be irresponsible and fly in the face of the law.  In fact, the Uighurs were captured by coalition forces after the U.S. invasion of Afghanistan. Their presence there was not an accident: They had sought and received instruction in the paramilitary camps of the East Turkestan Islamic Movement, an al-Qaeda affiliate formally designated as a terrorist organization under U.S. law. Besides their training, at least some of the Uighurs are known to have fought against Coalition forces, and to have joined other terrorist detainees in protests at Guantánamo Bay.   Obviously, because the military's position was untenable, it was appropriate for the reviewing federal appeals court to invalidate the enemy combatant designation - something Congress gave the court the power to do. But the judiciary did not have the power to order the Uighurs released, much less released into the U.S.   In fact, the federal REAL ID Act of 2005 provides for the exclusion of any alien who has received terrorist training or has belonged to an organization that promotes terrorism - against anyone. The Uighurs are excludable on both grounds, even if one accepts, for argument's sake, that they were trained for the purpose of conducting operations against China.  Now, for the purpose of resettling this group, Mr. Obama may ignore statutory provisions - measures enacted precisely because paramilitary training has been a feature of virtually all attacks carried out by radical Islam against the U.S.  Clearly, we cannot send the Uighurs to China; our treaty obligations forbid transfer to countries where detainees are likely to be persecuted. Consequently, they should be detained until another country willing to receive them can be found. Relocating them in the U.S. would be irresponsible and fly in the face of the law.      Prevent Similar Legal Mistakes Glenn Sulmasy is on the law faculty of the U.S. Coast Guard Academy. He is the author of a forthcoming book, ""The National Security Court System: A Natural Evolution of Justice in an Age of Terror."" The views expressed here are his own.  The case highlights the many legal and policy ambiguities associated with the ""war on terror."" It also underscores the need for the political branches to work together to establish a clear process for captured fighters to be detained, questioned, and to have their cases adjudicated.  We need to determine the status of alleged enemy combatants soon after they enter custody -- not years later.  The Uighurs were not actually fighting the U. S. when they were captured in Afghanistan; their goal was to attack the Chinese. But now they are our problem. They cannot be released to the Chinese, yet the political consequences of allowing them to settle in the United States does not seem palatable to many.   The United States does have a duty to the Uighurs since they have been in captivity for seven years without charge and without trial. Eventually, they will have to be resettled. We should probably take two lessons from the case. The ""war on terror"" should be refocused as a ""war on al Qaeda"" - the broader approach makes less sense now than perhaps it did immediately after 9/11. We need a new, uniform procedure to ensure that the status of alleged enemy combatants be properly determined soon after they enter custody.   This sort of mistake, if it is to happen again in the future, needs to be recognized quickly through an acceptable habeas process and remedied as soon as possible. The heart of the Uighur problem is that it took seven years to decide what to do.      The Way Out: Grant Asylum Diane Marie Amann is a law professor at University of California, Davis.   The Uighur case is a cautionary tale for this administration as it moves to end abuses in post-9/11 counterterrorism policy.  Recognition that a state can get it wrong - can put the wrong person in jail - is the core reason that our laws require review of the lawfulness of detention. The requirement is found in the habeas corpus clause of the U.S. Constitution, in the Geneva Conventions to which the United States is a full party, and in U.S. criminal statutes and military regulations that implement those guarantees.  The past administration's refusal to comply with this body of law delayed for years the finding that the Uighurs are not enemy combatants, and no doubt complicated the question of what to do with them now. These men cannot expect safety back home in China. No other country has welcomed them. It is time for the United States to do just that - to grant the Uighurs asylum within U.S. borders. We should learn that this result is a foreseeable consequence of denying such persons their rights under the law.    Send a Message, Release Them Deborah Colson is the acting director of the Law & Security Program at Human Rights First.  The Uighurs do not pose a security threat to the United States. Why, then, do they continue to languish in detention?   The Convention against Torture prohibits sending the Uighurs back to their native China, where they are at risk of arrest, torture, or even execution. Diplomatic efforts to resettle the Uighurs in a third country have not been successful in part because of early pronouncements by the Bush administration that all Guantánamo prisoners were dangerous terrorists. Despite the presence of Uighur communities in Los Angeles, San Francisco, Washington, D.C., and New York that have agreed to provide resettlement assistance, the Bush administration denied them entry into the United States.  The Uighurs petitioned their case to federal court, and in October 2008, a federal district court judge ordered their release. But in a disappointing ruling in February, the appellate court reversed the lower court decision. The circuit court acknowledged the government's inability to put forth any evidence of the Uighers' involvement with al Qaeda or the Taliban, but nonetheless concluded that the district judge had no independent power to require their release.  That ruling does not end the Uighurs' case, nor does it preclude the possibility of resettling them on American soil. It simply underscores the urgent need for President Obama to act to do it himself.  President Obama is unlikely to succeed in closing Guantánamo without the cooperation of other countries. And that cooperation depends on a demonstrated willingness to reject flawed Bush administration policies and chart a new course. Resettling the Uighurs in the United States would send that message, and is central to getting other countries to accept some Guantánamo prisoners themselves.      ",2009-04-01 00:23:12+00:00
"After Detention, Where Can the Uighurs Go?","As the Obama administration reviews detainee files in its move to close the Guantánamo Bay detention facility, the case of 17 Chinese Muslim Uighurs, who have been held there for seven years without charges, remains a big stumbling block.",2009-04-01 00:23:12+00:00
America Agonistes,"LONDON — Pax Americana, unlovely but effective, has endured for more than 60 years, the consequence of the post-war development of the United States as a European and Asian power. It has averted the worst, but it is safe to say that it is closer to the end than the beginning of its life.",2009-04-01 05:00:00+00:00
America Agonistes,"LONDON — Pax Americana, unlovely but effective, has endured for more than 60 years, the consequence of the post-war development of the United States as a European and Asian power. It has averted the worst, but it is safe to say that it is closer to the end than the beginning of its life.",2009-04-01 14:49:54+00:00
Remarks From President Obama and Prime Minister Brown,"Following is a transcript of the news conference, as provided by the White House. ",2009-04-01 15:13:06+00:00
Safety Nets Not Enough to Allay Fears in Europe,"PARIS — It never occurred to Arancha Calvo that she would lose her job. Yet two weeks ago Ms. Calvo, a Madrid native, was laid off from a €60,000-a-year position as a sales executive in Spain for L’Oréal, part of a general downsizing at the French cosmetics company. ",2009-04-01 19:19:56+00:00
"For U.S. Satellite Makers, a No-Cost Bailout Bid", ,2009-04-02 00:35:22+00:00
An Unsure China Steps Onto the Global Stage,BEIJING  Let the rest of the world dither over whether this week’s economic summit meeting in London will save the planet from economic collapse. ,2009-04-02 01:32:40+00:00
We’re Stuck With Dollar as Reserve,"PARIS  China's proposal isn't about wobbly exchange rates. It's about making a statement before this week's Group of 20 summit meeting. China, together with Russia and others, wants to let Washington know that it is going to have to share the head table in what used to be an exclusive club.",2009-04-02 05:00:00+00:00
We’re Stuck With Dollar as Reserve,"PARIS —  China's proposal isn't about wobbly exchange rates. It's about making a statement before this week's Group of 20 summit meeting. China, together with Russia and others, wants to let Washington know that it is going to have to share the head table in what used to be an exclusive club.",2009-04-02 22:18:52+00:00
President Obama’s Remarks at a Student Roundtable in Turkey,"Following is a transcript of President Obama's remarks at the Tophane Cultural Center in Istanbul, as provided by the White House. ",2009-04-07 15:43:53+00:00
U.S. to Join Iran Talks Over Nuclear Program,WASHINGTON  The Obama administration said Wednesday that the United States would start participating regularly with other major powers in negotiations with Iran over its nuclear program.,2009-04-08 14:17:44+00:00
"At U.N. Talks on Climate, Plans by U.S. Raise Qualms","BONN, Germany  At the start of the United Nations climate talks here 12 days ago, the Obama administration’s chief climate negotiator, Todd Stern, received a round of rowdy applause. It was the first appearance of the new negotiating team at any global meeting.",2009-04-09 01:03:33+00:00
Realpolitik for Iran,VIENNA ,2009-04-13 02:02:47+00:00
"Iraq Tries to Prove Autonomy, and Makes Inroads","BAGHDAD  With the Americans leaving and security improved, the Iraqi government has been on a nonstop campaign to convince the world that it is a sovereign state, a client neither of the United States nor of Iran. ",2009-04-15 00:06:11+00:00
It’s Time to Remove More Restrictions on Cuba,To the Editor:,2009-04-15 03:22:16+00:00
Deals Help China Expand Sway in Latin America,"CARACAS, Venezuela  As Washington tries to rebuild its strained relationships in Latin America, China is stepping in vigorously, offering countries across the region large amounts of money while they struggle with sharply slowing economies, a plunge in commodity prices and restricted access to credit. ",2009-04-15 22:29:54+00:00
Nixon Goes to Europe (Part I),"Unlike Barack Obama, Richard Nixon had planned a presidential trip to Europe even before he won the White House. Coming shortly after his inauguration, the tour was to be part of proving him “a master statesman,” as he described his long-sought role. As it unfolded, the trip had its own portents, a mix of the serious and the petty, of the skill and squalor that were to epitomize Nixon’s presidency.",2009-04-16 01:35:46+00:00
Nixon Goes to Europe (Part I),"Unlike Barack Obama, Richard Nixon had planned a presidential trip to Europe even before he won the White House. Coming shortly after his inauguration, the tour was to be part of proving him ""a master statesman,"" as he described his long-sought role. As it unfolded, the trip had its own portents, a mix of the serious and the petty, of the skill and squalor that were to epitomize Nixon's presidency.  He took off from Washington on the morning of Feb. 23, 1969, with trappings of power that came to mark his many travels - a fulsome departure ceremony, White House planes jammed with a party of 300, and Nixon himself ensconced in his forward office on Air Force One, wearing a maroon smoking jacket and surrounded by bulging blue briefing books emblazoned in gold with the presidential seal. He would sit alone there for most of the flight, reading and scribbling notes on his ubiquitous yellow legal pads. It was a solitude broken on this trip by only one interruption, and that, too, was indicative of much to come.    For the new president, a foreign trip was a chance to demonstrate his stature as a statesman - and revealed the insecurities that destroyed his career.  Not long before his departure, the North Vietnamese had launched an offensive in central South Vietnam. In the worn rhythm of the Vietnam War, the operation was a predictable counter to intensified attacks by American forces over the previous three months. But the fighting more than doubled the weekly toll of Americans killed-in-action to 453, and Nixon took it as ""a personal slap in the face,"" especially as he began his coveted European tour. They were hardly into the seven-hour flight when the president, furious as he read the latest intelligence, called in his national security adviser, Henry Kissinger. He told Kissinger that they would proceed with a retaliatory project that had been repeatedly urged by the U.S. military: the secret B-52 bombing of North Vietnamese staging areas in neighboring Cambodia.   In earlier Washington discussions, Secretary of State William Rogers had opposed the bombing as an extension of the war, while Defense Secretary Melvin Laird approved of the raids but objected to keeping them secret. Still, Nixon was determined to strike back, and to keep it covert. To evade what he called his ""shilly-shallying"" cabinet officers as well as public or diplomatic outcry over the bombing of a neutral country, his mid-Atlantic order set off a furtive sequence.   Col. Alexander Haig, then an aide on the security council, and an Air Force colonel were to fly at once from Washington to meet Kissinger at the trip's first stop in Brussels, starting a plan of ""total secrecy"" hidden even from the Strategic Air Command, with B-52 pilots told they were still bombing South Vietnam.   But then initial discussions with Washington made plain that the deception could not be managed quickly. By the time Air Force One landed, a still-seething Nixon had to put off the decision. In remarks to King Baudouin and a cheering crowd at Brussels' Zaventem Airport, as in a much-applauded speech to NATO the next day extolling ""international conciliation,"" there was no hint of the president's in-flight rage and intrigue. This stark contrast between public image and private reality was to be another common pattern in the years ahead.  From Brussels he went on to still more satisfying triumph in London. Over a two-decade career with plentiful critics, Nixon had known none more scathing than Britain's John Freeman, a Labor Party politician and editor of the New Statesman. In what some saw as a diplomatic swipe, Prime Minister Harold Wilson, also of Labor, had recently named Freeman the new British ambassador to Washington, even with the frequent butt of his scorn headed for the White House. But now at a private dinner with Wilson, Freeman and other dignitaries at 10 Downing, and armed with a toast written by his speechwriter (and future New York Times columnist) William Safire, the president gracefully moved past the old animus, at least outwardly. ""They say there's a new Nixon . . . and a new Freeman,"" he told a somewhat tense company. ""Let me set aside all possibility of embarrassment because our roles have changed. He's the new diplomat and I'm the new statesman."" Hands patting the table, Wilson called Nixon ""a born gentleman"" and handed him a personal note jotted on the evening's menu: ""That was one of the kindest and most generous acts I have known in a quarter-century in politics.""  In London as elsewhere, there were embarrassing incidents involving the president's sheer physical clumsiness. In the midst of impressing the British Cabinet with a review of world politics, he fumblingly turned over an inkwell on an heirloom table. (On his return to the White House he would soon ban any soup being served at state dinners, since he almost invariably dribbled it on himself or the table.)   But the awkward manner went unnoticed with his generally deft performance, including an audience with Queen Elizabeth reported by Buckingham Palace to be ""obviously enjoyable to all parties."" He was ""under no illusions that grand tours or . . . a 'new spirit' would resolve basic differences between adversaries or even allies,"" the president had told Congressional leaders. Yet with Wilson, and in NATO discussions, he glossed over contentious issues, and seized on the prime minister's impression from talks with Soviet leaders of a deepening Russian hostility toward China, a breach Nixon fully intended to exploit.  Illusions or no, menu notes and cordial meetings were ephemeral. ""Wilson's a pipe-smoking clown,"" Nixon would tell aides later that year, ""and that Freeman's a real sonofabitch."" But in the public relations glow of the trip, candor could wait. Talking to aides back in the White House Situation Room as the party left Britain, Kissinger was already mocking in a tone that would become habitual. ""Our president is saying he's made a real breakthrough for world peace,"" he told them. ""That's what you can tell your friends in the press whether anyone believes it or not.""  After similarly ""successful"" stops in Bonn, Berlin and Rome, the high point of the eight-day trip was Paris and the imperious 79-year-old French president whom Nixon called, without artifice, ""a giant among men."" In a scarred and scarring life in which Richard Nixon would recognize few peers and fewer heroes, he genuinely admired Charles de Gaulle. As with so much of the Nixon mentality, the esteem came with a complex set of motives rooted deep in his history, and it was destined to have dramatic effect on his own presidency.   (Coming soon: De Gaulle, Vietnam and a triumphant return to Washington.) ",2009-04-16 01:35:46+00:00
Nixon Goes to Europe (Part II),"Charles Andre Joseph Marie de Gaulle - as Richard Nixon often referred to the French president, a full name he thought resonant of ""grandeur, glory, greatness"" - was the last of the great World War II leaders still on the world stage in 1969: former commander of the Free French, peer of Roosevelt and Churchill, and an outsized figure to a young Southern California lawyer and postwar congressman named Richard Nixon. The new president, as White House chief of staff H.R. Haldeman saw it, was simply ""in awe"" of the French general. ",2009-04-16 22:31:23+00:00
Nixon Goes to Europe (Part II),"Charles Andre Joseph Marie de Gaulle - as Richard Nixon often referred to the French president, a full name he thought resonant of ""grandeur, glory, greatness"" - was the last of the great World War II leaders still on the world stage in 1969: former commander of the Free French, peer of Roosevelt and Churchill, and an outsized figure to a young Southern California lawyer and postwar congressman named Richard Nixon. The new president, as White House chief of staff H.R. Haldeman saw it, was simply ""in awe"" of the French general. ",2009-04-16 22:31:23+00:00
Dealing With Iran’s Nuclear Ambitions,To the Editor:,2009-04-17 03:25:30+00:00
Wary on Obama,"NEW DELHI — Leaders here can’t get enough of the American president. He’s “the best president vis-à-vis India in the past 50 years,” said a former diplomat. Prime Minister Manmohan Singh told him, “the people of India deeply love you.” One official proposed awarding him the Bharat Ratna (Jewel of India), the country’s highest civilian honor.",2009-04-17 11:05:03+00:00
Clinton Scores Points by Admitting Past U.S. Errors,"SANTO DOMINGO, Dominican Republic  It has become a recurring theme of Hillary Rodham Clinton’s early travels as the chief diplomat of the United States: she says that American policy on a given issue has failed, and her foreign listeners fall all over themselves in gratitude.",2009-04-17 20:11:47+00:00
Running Rings Around the E.U.,"LONDON — China’s performance at the recent G-20 summit meeting once again showed its skill at running diplomatic rings around Europe. Its audacious eve-of-summit call for a new global reserve currency to replace the dollar, the plaudits it won for a modest contribution to the International Monetary Fund, and President Hu Jintao’s occupancy of the center-stage in the leaders’ photo-call — added up to a great public relations triumph.",2009-04-21 05:00:00+00:00
