headline,lead_paragraph,date
Lower Growth Expectations Cloud World Finance Leaders’ Forum,WASHINGTON — The world’s finance ministers opened their annual spring meeting here on Tuesday facing dampened expectations for global growth and warnings about financial risks and political movements toward nationalism and protectionism — in the United States and abroad.,2016-04-13 00:17:38+00:00
U.S. and Philippines Bolster Air and Sea Patrols in South China Sea,"MANILA — Philippine and American forces began conducting joint naval patrols in the South China Sea last month and will immediately start air operations over the area, United States Defense Secretary Ashton B. Carter said during a visit here on Thursday.",2016-04-14 12:59:06+00:00
Paul Ryan on Foreign Policy Is Closer to Hillary Clinton Than Donald Trump,"WASHINGTON — “I am not a neocon,” House Speaker Paul D. Ryan said on Thursday, mapping out a series of foreign policy views that separated him from virtually all of the Republicans who have sought the presidential nomination this year.",2016-04-14 21:18:45+00:00
Race for Latest Class of Nuclear Arms Threatens to Revive Cold War,"The United States, Russia and China are now aggressively pursuing a new generation of smaller, less destructive nuclear weapons. The buildups threaten to revive a Cold War-era arms race and unsettle the balance of destructive force among nations that has kept the nuclear peace for more than a half-century.",2016-04-17 01:19:35+00:00
Global Debate Over War on Drugs Heads to U.N. General Assembly,"UNITED NATIONS — Canada has promised to legalize marijuana. Mexico’s highest court has allowed some citizens to grow cannabis for personal use. Colombia has reversed its decades-long policy of aerial spraying against coca, the raw ingredient in cocaine.",2016-04-18 23:33:16+00:00
"Saudi Threat to Sell U.S. Assets Could Hurt, but Mostly the Saudis","WASHINGTON — If Saudi Arabia follows through on its recent threat to sell off its investments in the United States, the financial maneuver could be painful — mostly for Saudi Arabia.",2016-04-20 00:18:56+00:00
How Hillary Clinton Became a Hawk,"Hillary Clinton sat in the hideaway study off her ceremonial office in the State Department, sipping tea and taking stock of her first year on the job. The study was more like a den — cozy and wood-paneled, lined with bookshelves that displayed mementos from Clinton’s three decades in the public eye: a statue of her heroine, Eleanor Roosevelt; a baseball signed by the Chicago Cubs star Ernie Banks; a carved wooden figure of a pregnant African woman. The intimate setting lent itself to a less-formal interview than the usual locale, her imposing outer office, with its marble fireplace, heavy drapes, crystal chandelier and ornate wall sconces. On the morning of Feb. 26, 2010, however, Clinton was talking about something more sensitive than mere foreign affairs: her relationship with Barack Obama. To say she chose her words carefully doesn’t do justice to the delicacy of the exercise. She was like a bomb-squad technician, deciding which color wire to snip without blowing up her relationship with the White House.",2016-04-21 09:00:07+00:00
Morning Agenda: New Limits on Bankers’ Pay,"NEW LIMITS ON BANKERS’ PAY | It has taken several years, the Dodd-Frank overhaul and bouts of outrage over Wall Street pay, but regulators have released new rules intended to restrict executive pay at big financial institutions,Nathaniel Popper reports in DealBook.",2016-04-22 10:10:06+00:00
Obama Calls Meeting With European Leaders Over Shared Challenges,"LONDON — President Obama will meet with Western European leaders on Sunday and Monday amid a growing sense in his administration that Europe is faltering in the face of multiple challenges, undercutting the trans-Atlantic alliance at a critical time.",2016-04-24 03:49:11+00:00
Morning Agenda: How Argentina Settled Its Dispute With Hedge Funds,"HOW ARGENTINA SETTLED ITS DISPUTE WITH HEDGE FUNDS | When Mauricio Macri was elected president of Argentina, he ran on a promise to improve the struggling economy — a pledge that would involve striking a deal with the country’s bondholders. ",2016-04-25 10:22:27+00:00
Morning Agenda: Bill Gross on Beating Pimco,"BILL GROSS ON BEATING PIMCO  | William H. Gross was fired from Pimco two years ago, but remains very close to it both physically — he is just down the road — and psychologically,Landon Thomas Jr. reports in DealBook.",2016-04-26 10:06:30+00:00
"Donald Trump, Laying Out Foreign Policy, Promises Coherence","WASHINGTON — Donald J. Trump, exuding confidence after his resounding primary victories in the East, promised a foreign policy on Wednesday that he said would put “America first.” He castigated President Obama and Hillary Clinton, a former secretary of state and a possible opponent in the general election, for what he described as a string of missteps that have disillusioned the nation’s allies and emboldened its rivals.",2016-04-27 19:25:28+00:00
Transcript: Donald Trump’s Foreign Policy Speech,"This is a transcript of Donald J. Trump’s foreign policy remarks, as transcribed by the Federal News Service.",2016-04-27 20:05:40+00:00
Donald Trump’s Strange Worldview,"After landslide Republican primary victories, Donald Trump delivered a speech on Wednesday in Washington intended to clarify his foreign policy positions. That was needed, because his views on America’s role in the world have until now been expressed in tweets, interviews and remarks at rallies that have alarmed nearly every foreign ally of the United States.",2016-04-27 23:03:38+00:00
Low Oil Prices Pinch Exxon and Chevron Earnings,HOUSTON — The two mightiest American oil companies don’t look so mighty any more.,2016-04-29 16:30:58+00:00
"‘Alter Egos: Hillary Clinton, Barack Obama, and the Twilight Struggle Over American Power,’ by Mark Landler","ALTER EGOSHillary Clinton, Barack Obama, and the Twilight Struggle Over American PowerBy Mark LandlerIllustrated. 406 pp. Random House. $28.",2016-05-02 09:30:03+00:00
"For Hillary Clinton and John Kerry, Divergent Paths to Iran Nuclear Talks","WASHINGTON — Early in 2011, after a hectic visit to Yemen, Secretary of State Hillary Clinton landed in the tranquil Arab sultanate of Oman. She was there to talk to Sultan Qaboos bin Said about an idea one of his envoys first pitched to the State Department in the spring of 2009: that Oman serve as a conduit for secret nuclear talks between the United States and Iran.",2016-05-02 10:15:09+00:00
Experts Warn of Backlash in Donald Trump’s China Trade Policies,"On the campaign trail, Donald J. Trump has promised to do quite a few things that are beyond the powers of an American president, like billing Mexico for a border wall. But when it comes to foreign trade, his powers as president would come closer to his expansive ambitions.",2016-05-02 13:17:21+00:00
Why We Need a Foreign Policy Elite,"NO one, not even Donald J. Trump, vilified the Eastern elite more than Richard M. Nixon. He particularly railed against Harvard. “None of them in the cabinet, do you understand? None of those Harvard bastards!” he bellowed at his chief of staff H. R. Haldeman. Yet when it came time to pick a national security adviser, he chose Henry Kissinger, a Harvard professor who today embodies the East Coast foreign policy establishment.",2016-05-04 07:21:03+00:00
The Aspiring Novelist Who Became Obama’s Foreign-Policy Guru,"Picture him as a young man, standing on the waterfront in North Williamsburg, at a polling site, on Sept. 11, 2001, which was Election Day in New York City. He saw the planes hit the towers, an unforgettable moment of sheer disbelief followed by panic and shock and lasting horror, a scene that eerily reminded him, in the aftermath, of the cover of the Don DeLillo novel “Underworld.”",2016-05-05 09:00:08+00:00
Students at Fake University Say They Were Collateral Damage in Sting Operation,"For foreign-born students desperate to stay in the United States, the University of Northern New Jersey seemed like the perfect solution: They did not have to go to class, but they could get coveted student visas and still work at their dream jobs.",2016-05-05 09:00:26+00:00
"In Donald Trump’s Rise, Allies See New American Approach","WASHINGTON — Alarmed by Donald J. Trump’s grip on the Republican presidential nomination, world leaders are wrestling with the possibility that, even if he loses the general election, his ascent reflects a strain of American public opinion that could profoundly reshape the way the United States addresses security alliances and trade.",2016-05-05 18:03:06+00:00
"A U.S. Admiral’s Bluntness Rattles China, and Washington","HONOLULU — He has called China “provocative and expansionist,” accusing it of “creating a Great Wall of sand” and “clearly militarizing” the disputed waters of the Western Pacific. “You’d have to believe in a flat earth to think otherwise,” he said in one appearance before Congress.",2016-05-06 13:30:47+00:00
"As North Korea’s Nuclear Program Advances, U.S. Strategy Is Tested","SEOUL, South Korea — After years of trying to separate fact from propaganda about North Korea’s nuclear program, American and South Korean intelligence officials say they have concluded that the country can now mount a small nuclear warhead on short- and medium-range missiles capable of hitting much of Japan and South Korea.",2016-05-06 20:00:09+00:00
How Do You Debate Mr. Trump?,"Months away from their expected nominations, there’s already ample reason to expect Clinton vs. Trump to be the ugliest, most cringeworthy presidential contest of the modern era. It promises to be a half-year slog through the marital troubles, personal peccadilloes, financial ambitions, social-media habits and physical appearances of “Dangerous Donald” and “Crooked Hillary,” two labels that the campaigns and their allies are already deploying.",2016-05-07 01:18:35+00:00
"Close Encounters With Jets Show Russia’s Anger at NATO Buildup, U.S. Says","WASHINGTON — When the Pentagon complained about a Russian fighter plane performing a barrel roll near an Air Force reconnaissance plane in international airspace over the Baltic Sea on April 29, a quick response came from Moscow, which claimed that the American plane did not have its transponder turned on.",2016-05-09 00:18:52+00:00
"To Face, or Not to Face America’s Problems","For a problem to gain attention, does it need a name and a face?",2016-05-09 15:31:25+00:00
"U.S. Sails Warship Near Island in South China Sea, Challenging Chinese Claims","HONG KONG — An American warship sailed on Tuesday within 12 miles of an artificial island built by China in the South China Sea, an operation intended to show that the United States opposes China’s efforts to restrict navigation in the strategic waterway, the Pentagon said.",2016-05-10 08:46:11+00:00
Obama to Be First Sitting President to Visit Hiroshima,"WASHINGTON — President Obama will become the first sitting American president to visit Hiroshima, Japan, making a heavily symbolic stop this month at the site where the United States first used an atomic bomb at the end of World War II.",2016-05-10 12:54:58+00:00
Trump’s Miss Universe Foreign Policy,"O.K., it’s easy to pick on Donald Trump’s foreign policy. But just because he recently referred to the attack on the World Trade Center as happening on “7/11” — which is a convenience store — instead of 9/11, and just because he claimed that “I know Russia well” because he held a “major event in Russia two or three years ago — [the] Miss Universe contest, which was a big, big, incredible event” — doesn’t make him unqualified.",2016-05-11 07:21:03+00:00
"Rodrigo Duterte, Poised to Lead Philippines, Is Expected to Take New Approach to China","MANILA — Rodrigo Duterte, poised to be the Philippines’ next president, has signaled that he will try a new approach toward China by emphasizing economic ties.",2016-05-11 20:23:03+00:00
China Pressed on Queen Elizabeth II’s Complaint of ‘Very Rude’ Officials,BEIJING — The news made global headlines on Wednesday: Queen Elizabeth II of England had remarked at a Buckingham Palace garden party the previous day that Chinese officials accompanying President Xi Jinping on a state visit had been “very rude.”,2016-05-12 10:51:54+00:00
"Long Emphasis on Terror May Hurt U.S. in Conventional War, Army Chief Says","ARUSHA, Tanzania — When Gen. Mark A. Milley, the Army chief of staff, stepped off his jet into the sunshine here on Sunday, it was the first time the Obama administration had sent its top Army officer to Africa for a high-level meeting to get the continent’s fledgling militaries in shape to deal with growing terrorist threats.",2016-05-15 23:45:22+00:00
The Know-Nothing Tide,"On the evidence, ethnocentrism is a pretty basic human instinct. Band together with your own. Keep the outsider down or out. In the 1850s, at another moment of American unease, the Know-Nothings swept Massachusetts and won mayoral elections in Philadelphia and Washington on a nativist platform to “purify” national politics by stopping the influx of Irish and German Catholics.",2016-05-16 10:40:33+00:00
Donald Trump Hits Back at British Officials David Cameron and Sadiq Khan,"The United States and Britain have long prized their “special relationship,” but early signs indicate that if Donald J. Trump wins the presidency the bond between the two allies could be weakened.",2016-05-16 17:15:27+00:00
China Quietly Targets U.S. Tech Companies in Security Reviews,"HONG KONG — Chinese authorities are quietly scrutinizing technology products sold in China by Apple and other big foreign companies, focusing on whether they pose potential security threats to the country and its consumers and opening up a new front in an already tense relationship with Washington over digital security.",2016-05-16 21:42:33+00:00
Obama to Relax U.S. Sanctions Against Myanmar,"WASHINGTON — Obama administration officials on Tuesday said they would lift a broad array of sanctions on Myanmar, removing restrictions on state-owned banks and businesses as they seek to reward a historic move toward democracy in a country dominated for decades by brutal military rule.",2016-05-17 18:10:28+00:00
A Really Bad Deal for America,"Washington — Donald J. Trump can be seen as a talented demagogue, or as the manifestation of deep pathologies in the body politic, but he is also the bearer of ideas — crudely framed and sometimes incoherent, but ideas nonetheless. Nowhere is this more true than on foreign policy.",2016-05-17 22:03:41+00:00
Donald Trump Says He’s Willing to Talk Directly With Kim Jong-un,"Donald J. Trump proposed another significant shift in American foreign policy on Tuesday, suggesting that as president he would be willing to hold direct negotiations with Kim Jong-un, the North Korean dictator.",2016-05-17 23:28:56+00:00
1966: Building Bridges to Peace,"MONTREAL — Secretary of Defense Robert S. McNamara called today [May 18] for steps to ‘‘build bridges’’ toward Communist China as a means of avoiding war. ‘‘We can do so with properly balanced trade relations, diplomatic contacts, and in some cases even by exchanges of military observers,’’ Mr. McNamara said. His statement was the strongest yet in a series of pronunciations by top U.S. officials indicating a change in attitude toward China. Vice-President Hubert Humphrey recently advocated the ‘‘containment without isolation’’ of China. Mr. McNamara said there were practical alternatives to the current U.S. relationships with both China and the Soviet Union. — New York Herald Tribune, European Edition, May 19, 1966",2016-05-18 14:00:59+00:00
"Kerry Meets Egypt’s Leader, and Where Are Reporters? Corralled at the Airport","Times Insider delivers behind-the-scenes insights into how news, features and opinion come together at The New York Times. In this piece, David E. Sanger, a national security correspondent, tells why he didn’t travel to Egypt to cover Secretary of State John Kerry’s visit with President Abdel Fattah el-Sisi.",2016-05-18 20:01:26+00:00
Donald Trump’s Views on North Korea Test Hillary Clinton,"WASHINGTON — As Hillary Clinton and Donald J. Trump step gingerly into a general election debate on foreign policy, the rogue government in North Korea has become an early test case of the challenges that Mrs. Clinton will face in confronting the unorthodox pronouncements of her presumptive Republican opponent.",2016-05-19 00:27:27+00:00
"Chinese Aircraft Fly Within 50 Feet of U.S. Plane Over South China Sea, Pentagon Says","WASHINGTON — Chinese aircraft flew within 50 feet of an American surveillance plane flying over the South China Sea, Pentagon officials said Wednesday, the latest sign of the increasing tensions between the countries over China’s territorial claims and tactics in the strategic waterway.",2016-05-19 02:23:01+00:00
Why Might Vietnam Let U.S. Military Return? China,"CAM RANH BAY, Vietnam — The ghosts of the Vietnam War have finally faded at the strategic port of Cam Ranh Bay. More than 40 years ago, United States forces left this massive base where Marines landed, F-4C jets loaded up for bombing raids, and wounded American soldiers were treated.",2016-05-19 08:33:06+00:00
What Would It Take for Donald Trump to Deport 11 Million and Build a Wall?,"Big promises are to be expected from presidential candidates, but reality often intrudes. The elder George Bush broke the “no new taxes” pledge that helped lead to his election. And Barack Obama’s administration has yet to live up to his prediction that his nomination would go down in history as the moment “when the rise of the oceans began to slow and our planet began to heal.”",2016-05-19 09:00:27+00:00
"China, Denying Close Encounter With American Plane, Points Finger at U.S.",BEIJING — China rejected suggestions that its fighter jets flew dangerously close to an American surveillance aircraft and instead accused the United States on Thursday of threatening its security by regularly sending such flights near the Chinese coast.,2016-05-19 12:12:41+00:00
Benigno Aquino Says U.S. Must Act if China Moves on Reef in South China Sea,MANILA — President Benigno S. Aquino III said Thursday that the United States would be obligated to take military action in the South China Sea if China moved to reclaim a hotly contested reef directly off the Philippine shore.,2016-05-19 21:20:28+00:00
"As Obama Heads to Vietnam, Current Events Overshadow History","HANOI, Vietnam — When Bill Clinton landed in this lake-studded capital 16 years ago, the first American president to visit since the end of the Vietnam War, his mission was to put that conflict behind him, and the trip was among the most remarkable of his presidency.",2016-05-21 20:23:00+00:00
"Arriving in Vietnam, Obama Aims to Lure It Away From China","HANOI, Vietnam — President Obama arrived in the steamy capital of Vietnam ahead of schedule on Sunday night to begin three days of meetings in hopes of luring yet another Southeast Asian country away from China’s tight embrace.",2016-05-22 21:01:29+00:00
Obama Braces for Donald Trump Questions From World Leaders,"HANOI, Vietnam — Officially, the top world leaders who gather Thursday at the Group of 7 summit meeting will talk about shared concerns, like global trade or the Islamic State. But their private discussions are likely to cover a topic that is not on the agenda: Donald J. Trump.",2016-05-22 21:45:35+00:00
Your Monday Briefing,(Want to get this briefing by email? Here’s the sign-up.),2016-05-23 09:50:50+00:00
Runners-Up From Our Third Annual Student Editorial Contest,"We received over 6,300 entries in this year’s Student Editorial Contest. Choosing the 10 winners, as you might imagine, was extremely difficult.",2016-05-23 19:15:51+00:00
"Moving On in Vietnam, but Remembering Its Lessons","AS President Obama visits Vietnam, we are struck by the fact that most citizens of both countries have no living memory of a conflict that claimed the lives of more than 58,000 Americans and upward of a million Vietnamese.",2016-05-23 23:03:21+00:00
"Despite Obama’s Moves, Asian Nations Skeptical of U.S. Commitment","SINGAPORE — When President Obama announced Monday that he was ending a half-century-long arms embargo against Vietnam, it was another milestone in his long-running ambition to recast America’s role in Asia — a “pivot” as he once called it, designed to realign America’s foreign policy so it can reap the benefits of Asia’s economic and strategic future.",2016-05-24 00:26:12+00:00
"As Obama Presses Vietnam on Rights, Activists Are Barred From Meeting","HANOI, Vietnam — President Obama won enthusiastic applause here on Tuesday with a supportive reference to Vietnam’s disputes with China, saying in a speech that “big nations should not bully smaller ones.” But several activists who had been scheduled to meet with him before the speech were prevented from doing so, underscoring the gulf with Hanoi on human rights.",2016-05-24 08:44:50+00:00
Morning Agenda: Hewlett-Packard Spinoff Prepares to Split Again,"HEWLETT-PACKARD SPINOFF PREPARED TO SPLIT AGAIN | Just months after Hewlett-Packard split into two publicly traded companies, one of the spinoffs has decided to split off yet another part of the company,Michael J. de la Merced reports in DealBook.",2016-05-25 10:09:48+00:00
Pakistan Finally Confirms Taliban Leader’s Death in U.S. Strike,"ISLAMABAD, Pakistan — Pakistan officially confirmed the death of the former Taliban leader Mullah Akhtar Muhammad Mansour for the first time on Thursday, five days after the American drone strike that killed him on Pakistani soil, raising diplomatic tensions.",2016-05-26 19:18:00+00:00
Rise of Donald Trump Tracks Growing Debate Over Global Fascism,"WASHINGTON — The comparison was inflammatory, to say the least. Former Gov. William F. Weld of Massachusetts equated Donald J. Trump’s immigration plan with Kristallnacht, the night of horror in 1938 when rampaging Nazis smashed Jewish homes and businesses in Germany and killed scores of Jews.",2016-05-28 17:50:56+00:00
Q. and A.: David Shambaugh on ‘China’s Future’,"David Shambaugh is a professor of political science and international affairs at George Washington University and the author or editor of more than 30 books on China, covering its military, foreign relations, the Communist Party and portraits of Chinese leaders. His latest book, “China’s Future,” is a short but provocative look at events that could determine China’s direction. In an interview, he discussed China’s internal weaknesses, its parallels with other Leninist states and the reasons behind a growing disenchantment with China among American policy makers and analysts.",2016-05-30 11:40:16+00:00
Why Obama Is Shinzo Abe’s Enabler,"TSURUGA, Japan — Visiting Hiroshima last Friday, President Obama warned that overcoming the perils of global conflict and nuclear weapons will require a “moral revolution” sustained by “the radical and necessary notion that we are part of a single human family.” He omitted to mention that this notion has been the constitutional basis of Japan’s foreign policy since 1947. Future historians may conclude that Mr. Obama’s visit to Hiroshima provided a spectacle to help remilitarize the world’s wealthiest, most populous pacifist country.",2016-05-31 14:28:00+00:00
North Korea Applauds Donald Trump’s Threat to Pull Troops From South,"SEOUL, South Korea — Donald J. Trump’s proposals for upending American policy toward the Korean Peninsula have found a receptive audience in at least one place: North Korea.",2016-06-01 11:42:49+00:00
"Treasury Imposes Sanctions on North Korea, Cutting Access to Banks","With private cybersecurity firms linking North Korea to recent computer attacks that absconded with at least $81 million, the Treasury Department moved on Wednesday to choke off Pyongyang’s remaining access to the global financial system, designating the country a “primary” money launderer.",2016-06-02 00:15:52+00:00
New York Above 800 Feet,"A city on an island, teeming with cash and ego, has nowhere to go but up. And up. And up.",2016-06-02 10:58:03+00:00
U.S. Subpoenas Huawei Over Its Dealings in Iran and North Korea,"HONG KONG — Huawei Technologies has become China’s most successful international technology company, in part by tapping markets as varied as Britain, India and Kenya.",2016-06-02 12:23:36+00:00
Hillary Clinton Warns That Donald Trump’s ‘Thin Skin’ Would Set Off War or Economic Crisis,"Hillary Clinton delivered a lacerating rebuke on Thursday of her likely Republican opponent, Donald J. Trump, declaring that he was hopelessly unprepared and temperamentally unfit to be commander in chief. Electing him, she said, would be a “historic mistake.”",2016-06-02 20:37:23+00:00
Donald Trump Rebukes Hillary Clinton as Clash Erupts Outside Event,"SAN JOSE, Calif. — Donald J. Trump unleashed an attack on Hillary Clinton on Thursday in response to her speech earlier in the day criticizing his foreign policy positions.",2016-06-03 04:38:24+00:00
Morning Agenda: Chairman Puts His Brand on Tribune,"CHAIRMAN PUTS HIS BRAND ON TRIBUNE  | Michael W. Ferro Jr. has been a power player in Chicago for years and since he became chairman at Tribune Publishing four months ago, he has been determined to make it known that he is in charge and no one will take that away from him.",2016-06-03 10:02:57+00:00
Okinawa Murder Case Heightens Outcry Over U.S. Military’s Presence,"OKINAWA, Japan — Memorial Day weekend is normally party time on Gate Street, a seedy strip of bars and clubs outside a giant United States Air Force base here.",2016-06-04 13:13:10+00:00
President Obama and India’s Modi Forge an Unlikely Friendship,WASHINGTON — There are few relationships between President Obama and another world leader more unlikely than the one he has with Prime Minister Narendra Modi of India.,2016-06-05 23:22:19+00:00
Negotiating Tariffs With China as Britain Considers Surveillance Laws,Here’s what to expect in the week ahead.,2016-06-05 23:51:03+00:00
China Pushes Back Against U.S. Complaints of Industrial Overcapacity,"BEIJING — The Chinese finance minister jabbed back on Monday at complaints from his American counterpart that China’s glut of factories making mountains of steel, aluminum and other products was overwhelming foreign markets and makers.",2016-06-06 12:34:45+00:00
"Narendra Modi Bolsters India’s Ties With U.S., Thanks (Partly) to Donald Trump","WASHINGTON — After decades of mistrust and fitful reconciliation efforts, India and the United States made a turn toward cooperation on Tuesday, and Donald J. Trump can claim at least some of the credit.",2016-06-07 09:00:24+00:00
U.S. and Beijing Offer Competing Views on South China Sea,"BEIJING — Secretary of State John Kerry and his Chinese counterpart laid out diverging positions regarding the South China Sea on Tuesday, indicating that annual talks between the United States and China had done little to bridge the differences over what has become one of the most volatile issues in their relationship.",2016-06-07 11:52:45+00:00
U.S. Accuses Chinese Jet of Flying Too Close to American Plane,BEIJING — The American military has accused a Chinese fighter jet of maneuvering too fast and too close to a United States Air Force RC-135 reconnaissance plane as it flew in international airspace over the East China Sea this week.,2016-06-08 08:10:42+00:00
U.S. and India Mark a New Moment in Relations as Narendra Modi Speaks to Congress,WASHINGTON — Prime Minister Narendra Modi of India condemned global terrorism and said during a lengthy address to Congress on Wednesday that growing economic ties benefit both his country and the United States.,2016-06-08 22:04:49+00:00
Heng on the U.S.’s Relationship With India,"The Indian prime minister, in an address to lawmakers in Washington, talked about the benefits of growing economic and military ties.",2016-06-12 17:13:54+00:00
Morning Agenda: MSCI Holds Off Adding China to Emerging Markets Benchmark,"MSCI HOLDS OFF ADDING CHINA TO EMERGING MARKETS BENCHMARK MSCI has decided not to add Chinese stocks to its influential emerging markets index, dealing a blow to despondent local investors and the Chinese government, Neil Gough and Landon Thomas Jr. report in DealBook.",2016-06-15 10:21:57+00:00
Shanghai Disneyland Opens Amid Rain and Pageantry,SHANGHAI — “Mickey Maose” has officially arrived.,2016-06-16 07:59:46+00:00
Many What-Ifs in Donald Trump’s Plan for Migrants,"In an address after the Orlando massacre punctuated with dire warnings of impending violence, Donald J. Trump said he would “suspend immigration from areas of the world when there is a proven history of terrorism” against the United States or its allies. Mr. Trump promised fixes to the immigration system that would be “tough” and “smart” and “fast.”",2016-06-18 16:42:19+00:00
"U.S. Carriers Sail in Western Pacific, Hoping China Takes Notice","BEIJING — In a show of strength before an international court’s ruling on China’s claims in the South China Sea, the United States Navy sent two aircraft carriers and their accompanying ships on training drills in the western Pacific Ocean on Saturday.",2016-06-18 20:14:09+00:00
Obama Needs to Protect the Iran Deal,"The United States, along with France, Germany, Britain, China and Russia, reached a historic deal with Iran last July that lifts most sanctions in return for curbs on Iran’s nuclear program. The deal, codified in the Joint Comprehensive Plan of Action and endorsed by the United Nations Security Council Resolution 2231, specifically includes allowing non-American banks to operate in Iran.",2016-06-20 08:50:57+00:00
"To U.S. in ’70s, a Dissenting Diplomat. To Bangladesh, ‘a True Friend.’","On a recent visit to Bangladesh, around the anniversary of its hard-fought war of independence from Pakistan, I conducted an experiment.",2016-06-27 13:34:29+00:00
Donald Trump’s Economic Nostalgia,"Donald J. Trump went to a suburb of Pittsburgh called Monessen on Tuesday to talk about the steel industry and talk about trade. The mix of location and topic was uniquely appropriate for a major economic speech, though probably not in the way Mr. Trump apparently intended.",2016-06-28 23:27:38+00:00
"In Trade Stances Toward China, Clinton and Trump Both Signal a Chill","HONG KONG — For Asia, the bad news this week was not that Donald J. Trump detailed a seven-point plan to toughen American trade policy, especially toward China. It was that Hillary Clinton’s campaign accused Mr. Trump a few hours later of purloining her ideas, noting that she favored similar action on those issues.",2016-06-29 15:10:38+00:00
‘Brexit’ May Lead to Diminished British Voice on Hong Kong,"BEIJING — “The trouble with committing political suicide is that you live to regret it,” Christopher F. Patten, the last British colonial governor of Hong Kong, wrote about Britain’s vote to leave the European Union, attributing the aphorism to Winston Churchill.",2016-06-29 20:45:05+00:00
U.S. Criticizes Myanmar Over Human Trafficking,"WASHINGTON — The Obama administration on Thursday listed Myanmar as among the worst offenders in human trafficking, consigning a country President Obama only four years ago brought in from the diplomatic cold to the same ranking as Iran, North Korea and Syria.",2016-06-30 13:17:17+00:00
Nations Hinder U.S. Effort to Deport Immigrants Convicted of Crime,"WASHINGTON — Thousands of immigrants with criminal convictions, including for assault and attempted murder, have been released from detention because their native countries refused to take them back, according to statistics recently released by the Department of Homeland Security.",2016-07-01 21:33:08+00:00
Obama Places Sanctions on Kim Jong-un and Other Top North Koreans for Rights Abuses,"WASHINGTON — The Obama administration announced on Wednesday that it was imposing sanctions on North Korea’s leader, Kim Jong-un, personally, blacklisting the unpredictable ruler and top officials in his reclusive government for human rights abuses as he aggressively presses forward with his nuclear and ballistic missile programs.",2016-07-06 16:03:13+00:00
"Hillary Clinton’s Email Was Probably Hacked, Experts Say","When the F.B.I. director, James B. Comey, said on Tuesday that his investigators had no “direct evidence” that Hillary Clinton’s email account had been “successfully hacked,” both private experts and federal investigators immediately understood his meaning: It very likely had been breached, but the intruders were far too skilled to leave evidence of their work.",2016-07-06 19:15:58+00:00
"China Violated Rights of Detained American, U.N. Panel Says","BEIJING — A United Nations committee has said that China has violated international human rights law by detaining without proper cause an American citizen, Phan Phan-Gillis, and has called for her immediate release.",2016-07-07 06:23:45+00:00
South Korea and U.S. Agree to Deploy Missile Defense System,"SEOUL, South Korea — South Korea and the United States announced on Friday that they have decided to deploy an advanced American missile defense system in the South, despite strong protests from China, which sees it as a threat to its own security.",2016-07-08 03:46:57+00:00
"For China, a Missile Defense System in South Korea Spells a Failed Courtship","BEIJING — However isolated North Korea may be, it has long had one major ally: China. But for two years, China’s leader, President Xi Jinping, seemed to be favoring Pyongyang’s neighbor and nemesis to the south.",2016-07-08 14:06:14+00:00
How Trump Can Save the G.O.P.,"AS the Republican National Convention nears, there is growing talk of a palace — or party — coup to wrest the nomination from Donald J. Trump, or at least stage a public protest against him.",2016-07-08 17:57:17+00:00
"Hillary Clinton, as Seen Through a Chinese Prism","BEIJING — Hillary Clinton is blunt, negative on China, friendly toward homosexuals, and female — all reasons some Chinese give for not wanting to see her as the next president of the United States.",2016-07-10 20:45:05+00:00
North Korea Cuts Off Only Diplomatic Channel With U.S. Over Sanctions,"SEOUL, South Korea — North Korea said on Monday that it had cut off its only official channel of diplomatic communications with the United States in retaliation for Washington’s sanctions against its leader, Kim Jong-un, over human rights abuses.",2016-07-11 07:15:54+00:00
South Korean Villagers Protest Plans for U.S. Missile Defense System,"SEOUL, South Korea — South Korea announced on Wednesday that a rural southern county would be the site of an advanced American missile defense battery, the planned deployment of which has angered China and North Korea — and, now, thousands of local residents, who demonstrated against the plan.",2016-07-13 11:03:30+00:00
Maybe North Korea’s Nuclear Goals Are More Serious Than Once Thought,"WASHINGTON — Under traditional understandings of North Korea, the country’s test launch of two medium-range ballistic missiles in late June should not have happened. Neither should its failed launch, on Saturday, of a submarine-based missile.",2016-07-13 12:16:37+00:00
Why the U.S. Military Can’t Fix Syria,"The State Department “dissent channel” memo on the United States’ policy in Syria, leaked last month, is just the latest expression of a widespread belief in and out of government that American intervention in Syria is necessary and would be successful.",2016-07-13 13:19:50+00:00
"Iran Sticks to Terms of Nuclear Deal, but Defies the U.S. in Other Ways","WASHINGTON — A year after President Obama’s nuclear deal with Iran, the worst predictions of what would happen next have not come to pass.",2016-07-14 01:08:34+00:00
"Nice, Donald Trump, ‘Ghostbusters’: Your Friday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2016-07-15 09:52:00+00:00
"Turkey, Nice, Presidential Race: Your Friday Evening Briefing",(Want to get this briefing by email? Here’s the sign-up.),2016-07-15 22:06:25+00:00
"Donald Trump and Mike Pence: One Ticket, Two Worldviews","The congressman from Indiana reminded his colleagues of the necessity of “confronting tyranny.” He affirmed that he stood with President George W. Bush. And he declared Baghdad, simply, as “guilty.”",2016-07-18 00:24:21+00:00
