headline,lead_paragraph,date
PCCW Chairman Drops Bid to Privatize Group,"HONG KONG  Richard Li, the chairman of the city’s biggest phone company, abandoned his bid to privatize it on Thursday, a day after a Hong Kong blocked the plan.",2009-04-23 03:22:17+00:00
U.S. Trade Chief Says Obama Will Push Ahead on Pacts,"WASHINGTON  In his first policy speech, the top United States trade official said Thursday that President Obama would work to revive global trade talks and complete three bilateral accords as part of an aggressive trade agenda. ",2009-04-23 18:27:33+00:00
North Korea Decides to Indict 2 U.S. Reporters,"SEOUL, South Korea  North Korea said Friday that it had decided to indict two American journalists who have been detained for more than five weeks on charges of illegally entering the country and committing “hostile acts.”",2009-04-24 11:50:48+00:00
Iran’s Power Struggle," Just when relations between the United States and Iran seemed to be turning for the better as a result of President Obama’s recent overture to Iran, a new impediment emerged. Roxana Saberi, a 31-year old Iranian-American freelance journalist was arrested in Tehran, put on trial behind closed doors and convicted of espionage for the U.S.",2009-04-28 05:00:00+00:00
Iran’s Power Struggle," Just when relations between the United States and Iran seemed to be turning for the better as a result of President Obama’s recent overture to Iran, a new impediment emerged. Roxana Saberi, a 31-year old Iranian-American freelance journalist was arrested in Tehran, put on trial behind closed doors and convicted of espionage for the U.S.",2009-04-28 11:50:11+00:00
North Korea Calls U.S. Policy ‘Unchanged’ Under Obama,"SEOUL, South Korea — One day after an American diplomat offered new talks on North Korea’s nuclear program, the North said Friday that it had become useless to talk with the United States, adding that “unchanged” American hostility has caused the country to resume and bolster its nuclear efforts.",2009-05-08 06:45:11+00:00
Reopening Channels of Communication With Cuba,To the Editor:,2009-05-09 03:39:03+00:00
Taiwan’s Health and Safety,"H.D.S. Greenway is almost correct in giving the world’s health authorities a high grade for their response to swine flu (“Crises without borders,” Views, May 6), and his analogies to terror and economic crises similarly are almost on target. But there is a loophole.",2009-05-11 05:00:00+00:00
Taiwan’s Health and Safety,"H.D.S. Greenway is almost correct in giving the world’s health authorities a high grade for their response to swine flu (“Crises without borders,” Views, May 6), and his analogies to terror and economic crises similarly are almost on target. But there is a loophole.",2009-05-11 12:10:11+00:00
The Middle Kingdom Meets the Middle East,"BEIJING — With no fanfare, a $5 billion refinery in which Saudi Aramco has a 25 percent stake quietly began processing oil a couple of weeks ago in eastern China. ",2009-05-11 12:55:46+00:00
Workers Pressure Bank to Keep Clothier’s U.S. Plants Open,"DES PLAINES, Ill.  Hartmarx, known for its Hart Schaffner & Marx and Hickey Freeman suits, and for making President Obama’s inauguration tuxedo and topcoat, has long been America’s leading clothier for men. Now its workers want to make the company, which is in bankruptcy, a leader in a different way. ",2009-05-12 01:24:33+00:00
The China Puzzle," On Timothy Geithner’s first day as a Dartmouth freshman, while he was walking across campus on his way to register for classes in the fall of 1979, he heard a man speaking Thai — swearing in Thai, to be precise — from a balcony. Geithner found this amusing, because only a couple of months before, he left his home in Thailand, where his father worked for the Ford Foundation, to move to Hanover, N.H. So he stopped to talk to the man, who turned out to be David Keenan, a Chinese teacher at Dartmouth. The two quickly realized that they had a lot in common; among other things they attended the same schools, about a decade apart, in Bangkok and Delhi. (The cause of Keenan’s swearing, alas, has been lost to history.) Having established a rapport, Keenan then decided to do a little salesmanship. He urged Geithner to take Chinese, the only Asian language that Dartmouth offered at the time.",2009-05-13 19:33:53+00:00
North Korea to Try U.S. Journalists,"SEOUL  Two American journalists who have been detained in North Korea for two months on charges of illegal entry and “hostile acts” will be put on trial June 4, the Communist North announced on Thursday.",2009-05-14 03:25:22+00:00
World Watches for U.S. Shift on Mideast,"WASHINGTON  Five weeks ago, President Obama stood before the Turkish legislature in Ankara and said many Americans had Muslims in their families or had lived in a Muslim-majority country. “I know,” he said, “because I am one of them.”",2009-05-16 17:26:37+00:00
Utah Governor Chosen as Ambassador to China,"WASHINGTON  President Obama on Saturday selected one of the nation’s leading Republican governors to serve as the ambassador to China, nominating Jon Huntsman Jr. of Utah for a diplomatic post that Mr. Obama called “as important as any in the world.” ",2009-05-16 18:29:31+00:00
Lawmakers Question Shutdown of Guantánamo,"Two leading Republican lawmakers on Sunday questioned whether President Obama will be able to meet his January deadline for closing the Guantánamo Bay detention center, and an influential Democrat expressed doubts of his own.",2009-05-17 19:24:31+00:00
The Miracles of Realism,"HO CHI MINH CITY, VIETNAM — There’s an exchange in “The Quiet American,” Graham Greene’s novel about the damage American good intentions can cause, that I’ve thought about a lot. It involves Thomas Fowler, the world-weary journalist-narrator of the book, confronting Alden Pyle, an American aid worker with a blinding zeal to stop Communism.",2009-05-20 05:00:00+00:00
The Miracles of Realism,"HO CHI MINH CITY, VIETNAM — There’s an exchange in “The Quiet American,” Graham Greene’s novel about the damage American good intentions can cause, that I’ve thought about a lot. It involves Thomas Fowler, the world-weary journalist-narrator of the book, confronting Alden Pyle, an American aid worker with a blinding zeal to stop Communism.",2009-05-20 11:23:46+00:00
China Grows More Picky About Debt,"HONG KONG  Leaders in both Washington and Beijing have been fretting openly about the mutual dependence  some would say codependence  created by China’s vast holdings of United States bonds. But beyond the talk, the relationship is already changing with surprising speed.",2009-05-20 22:33:32+00:00
"To Iran, One Step at a Time",BERLIN — American and Iranian leaders have signaled that they’re prepared to talk. That’s good. But getting results may prove to be more difficult than they imagine. ,2009-05-21 05:00:00+00:00
"To Iran, One Step at a Time",BERLIN — American and Iranian leaders have signaled that they’re prepared to talk. That’s good. But getting results may prove to be more difficult than they imagine. ,2009-05-21 13:20:24+00:00
A ‘Reset’ Is Not Enough,The Obama administration has offered to “reset” relations with Russia. But what is really needed is a change of operating system.,2009-05-22 05:00:00+00:00
A ‘Reset’ Is Not Enough,The Obama administration has offered to “reset” relations with Russia. But what is really needed is a change of operating system.,2009-05-22 11:42:46+00:00
North Korea Claims to Conduct 2nd Nuclear Test,"SEOUL, South Korea  North Korea announced on Monday that it had successfully conducted its second nuclear test, defying international warnings and dramatically raising the stakes in a global effort to get the recalcitrant Communist state to give up its nuclear weapons program.",2009-05-25 03:33:06+00:00
"Tested Early by North Korea, Obama Has Few Options","Facing the first direct challenge to his administration by an emerging nuclear weapons state, President Obama declared Monday that the United States and its allies would “stand up” to North Korea, hours after that country defied international sanctions and conducted what appeared to be its second nuclear test.",2009-05-25 06:48:19+00:00
North Korea Misfires,"TOKYO — Lifting economic sanctions, full integration with the West, peace on the Korean peninsula — all are up for discussion if North Korea simply rejoins the Six Party Talks. And yet, in another provocative move, Pyongyang has test-fired more missiles and declared a second nuclear test a success, rattling not only the ground in China but the international nonproliferation community as well. ",2009-05-27 05:00:00+00:00
North Korea Threatens Military Strikes on South,"SEOUL, South Korea  The South Korean and American militaries on Thursday raised their level of alert on North Korea, a day after the Communist North threatened a military clash.",2009-05-27 06:38:14+00:00
North Korea Misfires,"TOKYO — Lifting economic sanctions, full integration with the West, peace on the Korean peninsula — all are up for discussion if North Korea simply rejoins the Six Party Talks. And yet, in another provocative move, Pyongyang has test-fired more missiles and declared a second nuclear test a success, rattling not only the ground in China but the international nonproliferation community as well. ",2009-05-27 12:20:21+00:00
Obama in Netanyahu’s Web,"NEW YORK — Benjamin Netanyahu, the Israeli prime minister, won the first round over President Barack Obama. That’s not good for American interests or for Israel’s long-term security.",2009-05-27 12:31:22+00:00
"In China, Pelosi Calls for Cooperation on Climate","BEIJING  Nancy Pelosi, the House speaker, met China’s two top leaders on Wednesday to discuss cooperation on energy and environmental problems, and Prime Minister Wen Jiabao said Beijing would join Washington to “push for positive results” at the next global warming summit meeting this fall in Copenhagen.",2009-05-27 18:00:35+00:00
South Korea and U.S. Raise Alert Level,"SEOUL, South Korea  One day after North Korea warned of a possible attack against the South, the United States and South Korea ordered their forces here to their highest alert for three years, increasing surveillance flights and satellite reconnaissance to counter what officials termed a “grave threat.”",2009-05-28 03:31:31+00:00
Without Fear or Favor,"Philip Gourevitch (“The Abu Ghraib we cannot see,” Views, May 27) sides with the Obama administration and contends that the U.S. government should not release more photographs that show U.S. personnel handling prisoners at Abu Ghraib and elsewhere. We don’t need any more proof of what happened, Gourevitch says, because more proof won’t help rectify the situation or provide evidence of a chain of command. But who is he to decide that? Who is anyone to decide that? ",2009-05-28 05:00:00+00:00
Help Us or We Leave,"WASHINGTON — Just weeks after the attacks of Sept. 11, I met with an architect of America’s post-9/11 response in the Pentagon. The topic was the impending U.S. invasion of Afghanistan. I asked why he expected America to succeed when every foreign invader in history had failed. ",2009-05-28 11:06:44+00:00
Without Fear or Favor,"Philip Gourevitch (“The Abu Ghraib we cannot see,” Views, May 27) sides with the Obama administration and contends that the U.S. government should not release more photographs that show U.S. personnel handling prisoners at Abu Ghraib and elsewhere. We don’t need any more proof of what happened, Gourevitch says, because more proof won’t help rectify the situation or provide evidence of a chain of command. But who is he to decide that? Who is anyone to decide that? ",2009-05-28 11:06:44+00:00
U.S. Presses China for Tough Response to North Korea,"WASHINGTON  The United States is pressing China to consider taking a variety of severe sanctions against North Korea, including the inspection of suspect ships and planes, as it tries to ratchet up the global response to Pyongyang’s latest nuclear test, administration officials said Thursday.",2009-05-29 02:38:08+00:00
Gates Reassures Allies Over North Korea,"SINGAPORE  Defense Secretary Robert M. Gates said Friday that the United States had detected no unusual military movement in North Korea and had no plans to reinforce some 28,000 American forces in South Korea after the North threatened its neighbor with a military attack.",2009-05-29 09:58:57+00:00
"For U.S. Trade Chief, Patience Is Key","WASHINGTON — Ron Kirk, the unlikely new U.S. trade representative, often jokes about not having a deep background in the arcane world he is wading into, a place of impenetrable jargon and negotiations that seem to drag on for decades.",2009-05-29 13:00:28+00:00
Trade Diplomat Taps His Deal-Making Past,"WASHINGTON  Ron Kirk, the unlikely new United States trade representative, often jokes about not having a deep background in the arcane world he is wading into, a place of impenetrable jargon and negotiations that seem to drag on for decades.",2009-05-29 23:59:34+00:00
Gates Issues Warning to North Korea,"SINGAPORE  Defense Secretary Robert M. Gates warned North Korea on Saturday that the United States would not accept it as a nuclear weapons state, as Asian security officials struggled to find a new way to deal with the isolated Communist nation. ",2009-05-30 19:43:36+00:00
"In China, Geithner Backs Cooperation","BEIJING — Timothy F. Geithner, the U.S. Treasury secretary, said Monday that the global financial crisis seemed to be easing, but that the United States and China would have to work together to stabilize and rebalance the world economy.",2009-06-01 06:30:02+00:00
"G.M.’s New Owners, U.S. and Labor, Adjust to Roles","For decades, the United Automobile Workers had a simple strategy for getting what it wanted from the carmakers  it would go on strike. The tactic proved so successful that the mere threat of a walkout often won better wages, benefits and job security.",2009-06-02 01:13:28+00:00
Crying Wolf,"HANOI — The world resounded with ritual condemnations of North Korea’s nuclear and missile tests, but perceptions of them differ. ",2009-06-02 05:00:00+00:00
Crying Wolf,"HANOI — The world resounded with ritual condemnations of North Korea’s nuclear and missile tests, but perceptions of them differ. ",2009-06-02 13:05:43+00:00
China’s New Rebels,"Updated, June 3, 6:15 p.m. |  John Kamm, of The Dui Hua Foundation, and Kerry Brown, of Chatham House, offer their views on how the Chinese government’s response to dissent has changed in the past two decades. ",2009-06-03 00:48:19+00:00
North Korea Throws Down the Gauntlet,"The Obama administration has so far dealt publicly with the North Korean challenge in an understated, almost leisurely, manner. ",2009-06-03 05:00:00+00:00
North Korea Throws Down the Gauntlet,"The Obama administration has so far dealt publicly with the North Korean challenge in an understated, almost leisurely, manner. ",2009-06-03 20:06:10+00:00
Investors in Developing Markets See Optimism,"MUMBAI, India  If investors in New York and London are seeing the first delicate signs of a recovery, their counterparts in developing countries say they are witnessing a full-on spring. ",2009-06-03 22:06:46+00:00
Don’t Make It Worse,News of the nuclear test in North Korea on May 25 came while I was visiting the demilitarized zone on the Korean Peninsula. I had been invited to the inauguration ceremony for a peace bell on the 38th parallel — the truce line where the hostilities between North and South Korea ceased in 1953.,2009-06-04 05:00:00+00:00
Investors in Developing Markets Optimistic,"If investors in New York and London are seeing the first delicate signs of a recovery, their counterparts in developing countries say they are witnessing a full-on spring.",2009-06-04 11:30:47+00:00
Investors in Developing Markets Optimistic,"If investors in New York and London are seeing the first delicate signs of a recovery, their counterparts in developing countries say they are witnessing a full-on spring.",2009-06-04 11:30:47+00:00
Don’t Make It Worse,News of the nuclear test in North Korea on May 25 came while I was visiting the demilitarized zone on the Korean Peninsula. I had been invited to the inauguration ceremony for a peace bell on the 38th parallel — the truce line where the hostilities between North and South Korea ceased in 1953.,2009-06-04 11:39:36+00:00
2 U.S. Journalists on Trial in N. Korea,SEOUL  Two American journalists were scheduled to go on trial on Thursday in a case that is widely seen as a test of how far the isolated Communist state was willing to take its confrontational stance toward the United States. ,2009-06-04 13:42:22+00:00
‘Red Orchestra’,Greta Goes to Amerika 1927-1929 ,2009-06-05 23:03:46+00:00
China and U.S. Seek a Truce on Greenhouse Gases,"WASHINGTON  For months the United States and China, by far the world’s two biggest emitters of greenhouse gases, have been warily circling each other in hopes of breaking a long impasse on global warming policy. ",2009-06-07 18:04:01+00:00
Talk to the Newsroom: Business Editor Larry Ingrassia,"Larry Ingrassia, business editor of The New York Times, answered questions from readers June 8-12, 2009. He previously answered questions in May 2006.",2009-06-08 00:21:18+00:00
U.S. Weighs Intercepting North Korean Shipments,"WASHINGTON  The Obama administration signaled Sunday that it was seeking a way to interdict, possibly with China’s help, North Korean sea and air shipments suspected of carrying weapons or nuclear technology. ",2009-06-08 01:48:19+00:00
U.S. Protests N. Korea’s Treatment of Journalists,WASHINGTON  President Obama and his top national security aides on Monday urged North Korea to release “on humanitarian grounds” two American journalists sentenced to 12 years of hard labor for entering North Korean territory. But administration officials said that the harsh sentences were likely to be used as a negotiating ploy by the North as it tries to avoid new sanctions in response to its nuclear test two weeks ago. ,2009-06-08 07:19:35+00:00
Seoul Imposes Sanctions on N. Korea,"SEOUL, South Korea  South Korea imposed its first financial sanctions on North Korean companies, officials said Tuesday, taking a symbolic action that could anger the Communist regime while bolstering a joint front with the United States as the allies seek to punish the North for its recent nuclear test.",2009-06-09 09:23:23+00:00
Finding a Way to Take Guantánamo Detainees,"BERLIN — Well away from the limelight, European Union ambassadors met Wednesday in Brussels for sensitive discussions over how to help President Barack Obama close the Guantánamo Bay detention center by agreeing to accept inmates whom the U.S. authorities have cleared for release.",2009-06-10 05:00:00+00:00
Finding a Way to Take Guantánamo Detainees,"BERLIN — Well away from the limelight, European Union ambassadors met Wednesday in Brussels for sensitive discussions over how to help President Barack Obama close the Guantánamo Bay detention center by agreeing to accept inmates whom the U.S. authorities have cleared for release.",2009-06-10 12:22:36+00:00
The Early Word: The Shape of Health Care Bills,"Health care legislation is beginning to take shape in the House and the Senate, with various lawmakers floating ideas and compromises for a public insurance plan and reconsidering possibly taxing employer-provided health benefits.",2009-06-10 12:48:16+00:00
China Protests Moving of Detainees,"BEIJING  The Chinese government protested Thursday over the decision by the American government to resettle a group of Chinese Muslims to the isolated archipelago of Palau. The Uighur men, former detainees at Guantánamo Bay, have been in a state of limbo since they were cleared of wrongdoing last fall.",2009-06-11 14:45:32+00:00
The Early Word: Car Dealers Press Congress,"The heads of General Motors and Chrysler will find themselves on the hot seat again this Friday morning as they testify about the closing of dealerships and their companies' restructuring. The hearing, before the oversight committee of the House Energy Committee, convenes at 10 a.m.",2009-06-12 12:43:22+00:00
The Early Word: Car Dealers Press Congress," The heads of General Motors and Chrysler will find themselves on the hot seat again this Friday morning as they testify about the closing of dealerships and their companies’ restructuring. The hearing, before the oversight committee of the House Energy Committee, convenes at 10 a.m.",2009-06-12 12:43:22+00:00
Privacy May Be a Victim in Cyberdefense Plan,"WASHINGTON  A plan to create a new Pentagon cybercommand is raising significant privacy and diplomatic concerns, as the Obama administration moves ahead on efforts to protect the nation from cyberattack and to prepare for possible offensive operations against adversaries’ computer networks. ",2009-06-13 01:21:33+00:00
Biden Questions Vote but Sticks to Policy on Iran,"WASHINGTON  Vice President Joseph R. Biden Jr. cast doubt Sunday on the legitimacy of the re-election of President Mahmoud Ahmadinejad of Iran, but reaffirmed the administration’s intent to try to engage the Iranian government. ",2009-06-14 17:15:35+00:00
When Giants Meet,"MOSCOW — Chinese President Hu Jintao’s official visit to Russia heralds the significant strides the neighboring giants have made in bilateral relations since the collapse of the Soviet Union. Yet my discussions here over the past week with a range of Russian government officials, businessmen and academics reveal a complex relationship. All in all, as a leading Russian sinologist observed, “China is now becoming a headache for Russia.” ",2009-06-15 05:00:00+00:00
When Giants Meet,"MOSCOW — Chinese President Hu Jintao’s official visit to Russia heralds the significant strides the neighboring giants have made in bilateral relations since the collapse of the Soviet Union. Yet my discussions here over the past week with a range of Russian government officials, businessmen and academics reveal a complex relationship. All in all, as a leading Russian sinologist observed, “China is now becoming a headache for Russia.” ",2009-06-15 12:01:46+00:00
"U.S. to Confront, Not Board, North Korean Ships","WASHINGTON  The Obama administration will order the Navy to hail and request permission to inspect North Korean ships at sea suspected of carrying arms or nuclear technology, but will not board them by force, senior administration officials said Monday.",2009-06-16 02:01:14+00:00
"U.S. to Confront, Not Board, North Korean Ships","WASHINGTON  The Obama administration will order the Navy to hail and request permission to inspect North Korean ships at sea suspected of carrying arms or nuclear technology, but will not board them by force, senior administration officials said Monday.",2009-06-16 09:20:37+00:00
China Tests the Waters,"HONG KONG — China is testing its influence in every direction, trying to balance its need to be seen as a fair global player with its nationalist instincts, to balance a genuine internationalism against the paranoia that comes naturally to a closed political system. ",2009-06-16 13:39:38+00:00
Text: News Conference with Obama and Lee,"Following is a text of the news conference held by President Obama and President Lee Myung-bak of South Korea on Tuesday, as released by the White House.",2009-06-16 17:43:31+00:00
"Weekend Opinionator: Watching Iran, Re-Fighting Iraq","There have been any number of aspects of the Iranian election and ensuing demonstrations that have been worth debating: Should President Obama condemn the regime or would ""meddling"" be counterproductive? Is Twitter the the magic wand of liberty,  is its utility overrated, or is it even working against the dissidents? Is it true that the opposition leader, Mir-Hussein Moussavi, isn't much different from President Mahmoud Ahmadinejad, or has he morphed from a hack politician into a beacon of freedom? Are we even certain there was fraud? ",2009-06-20 02:39:47+00:00
"Weekend Opinionator: Watching Iran, Re-Fighting Iraq","There have been any number of aspects of the Iranian election and ensuing demonstrations that have been worth debating: Should President Obama condemn the regime or would “meddling” be counterproductive? Is Twitter the the magic wand of liberty,  is its utility overrated, or is it even working against the dissidents? Is it true that the opposition leader, Mir-Hussein Moussavi, isn’t much different from President Mahmoud Ahmadinejad, or has he morphed from a hack politician into a beacon of freedom? Are we even certain there was fraud? ",2009-06-20 02:39:47+00:00
Test Looms as U.S. Tracks North Korean Ship,"SEOUL, South Korea  A North Korean ship shadowed by an American Navy destroyer and possibly heading toward Myanmar on Sunday could pose the first test of how far the United States and its allies will go under a new United Nations resolution to stop the North’s military shipments. ",2009-06-21 07:51:20+00:00
U.S. and Russia Differ on a Treaty for Cyberspace,The United States and Russia are locked in a fundamental dispute over how to counter the growing threat of cyberwar attacks that could wreak havoc on computer systems and the Internet. ,2009-06-27 17:47:52+00:00
Talk to the Newsroom: Iran," New York Times staff members answered questions from readers about Iran June 29-July 3, 2009. The columnist Roger Cohen answered questions in Nicholas Kristof's On the Ground blog last week.",2009-06-28 20:26:02+00:00
In Praise of Caution,"Oh Dear! In the midst of the unfolding crisis in Iran, a country possibly on the brink of a horrible civil war, President Obama is being attacked for being too “timid and passive” in not speaking out against Tehran’s forceful repression of opposition protests.",2009-06-30 18:03:30+00:00
Let the Usurpers Writhe,TEHRAN — Think of normalized relations with the United States as the big prize. Who gets to deliver it? One thing is certain: Iran’s ruthless usurpers are determined to ensure reformists are never in a position to claim the breakthrough.,2009-07-01 05:00:00+00:00
Let the Usurpers Writhe,TEHRAN — Think of normalized relations with the United States as the big prize. Who gets to deliver it? One thing is certain: Iran’s ruthless usurpers are determined to ensure reformists are never in a position to claim the breakthrough.,2009-07-01 11:23:27+00:00
Chinese Fireworks Display,"On July Fourth, we think about our country and its future. But these days it’s impossible to think about America and its future role in the world without also thinking about China. This was the subject of a combative discussion this week at the Aspen Ideas Festival.",2009-07-03 03:24:43+00:00
"A Pentagon Trailblazer, Rethinking U.S. Defense",WASHINGTON,2009-07-03 18:16:20+00:00
What the Russians Say About Us,"What do Americans not understand about Russia? On the eve of President Obama’s arrival in Moscow, The New York Times asked readers of its Russian-language blog at community.livejournal.com/nytimesinmoscow. Here are excerpts from their responses, as translated by The Times’s Moscow bureau, each introduced by the user’s Web nickname. Some readers gave details about themselves, which were not independently confirmed.",2009-07-04 18:27:55+00:00
U.S. Condemns North Korean Missile Tests,"SEOUL, South Korea  South Korea, Japan and the United States condemned a barrage of short-range missiles fired by North Korea on Saturday, while Russia and China called for calm.",2009-07-04 21:15:24+00:00
Talk to The Times: Nicholas D. Kristof,"Nicholas D. Kristof, an Op-Ed columnist for The New York Times, is answering questions from readers July 6-10, 2009. Questions may be e-mailed to askthetimes@nytimes.com.",2009-07-05 03:00:19+00:00
Leaning on the Dragon,HONG KONG — Who says the Chinese government isn’t susceptible to pressure? Its last-minute suspension of an order requiring the pre-installation of Internet filtering software called into question the popular notion that China is chronically impervious to pressure. ,2009-07-06 05:00:00+00:00
Let's Hear the Democracies,"Notices of the demise of Iran’s Green Revolution are premature. Without question, the tyrannical triumvirate — Ayotallah Ali Khamenei, President Mahmoud Ahmadinejad and the Revolutionary Guard — have dealt a crippling blow to the popular movement protesting their electoral coup of June 12. ",2009-07-06 13:03:29+00:00
Leaning on the Dragon,HONG KONG — Who says the Chinese government isn’t susceptible to pressure? Its last-minute suspension of an order requiring the pre-installation of Internet filtering software called into question the popular notion that China is chronically impervious to pressure. ,2009-07-06 13:03:29+00:00
"Robert S. McNamara, Architect of a Futile War, Dies at 93","Robert S. McNamara, the forceful and cerebral defense secretary who helped lead the nation into the maelstrom of Vietnam and spent the rest of his life wrestling with the war’s moral consequences, died Monday at his home in Washington. He was 93. ",2009-07-06 13:13:55+00:00
"Despite Shift on Climate by U.S., Europe Is Wary","WASHINGTON  The United States, long a laggard in international efforts to reduce global warming pollution, will arrive at the meeting of the world’s major powers in Italy this week carrying a newly assertive message on the dangers of climate change and the steps needed to address it. ",2009-07-07 20:57:59+00:00
The Early Word: Split Decisions on Health Care Plans," Senate and House Democrats clearly both want comprehensive health care reform. They don’t, however, have similar ideas about how to pay for it.",2009-07-10 12:35:59+00:00
"As Imports Slow, Trade Deficit Narrows",The United States trade deficit eased in May to its lowest level in almost a decade as exports jumped 1.6 percent while the recession continued to decrease the American appetite for imports.,2009-07-10 13:13:24+00:00
Finding the Limits of U.S. Power,"PARIS — The language may have softened, but in the realpolitik of the nuclear debate, the hard choices remain. ",2009-07-10 14:20:38+00:00
Still ‘Ugly’ After All These Years,"In the annals of misunderstood titles, a special place belongs to William J. Lederer and Eugene Burdick’s novel “The Ugly American.” Today, the phrase is shorthand for our compatriots who wear tube tops to the Vatican or shout for Big Macs in Beijing. But as summer vacation season begins (at least for those who can still afford it), it’s worth recalling that the impolitic travelers in “The Ugly American” aren’t drunken backpackers or seniors sporting black socks, but the so-called educated elite of the diplomatic corps, whose insensitivity to local language and customs prompts observations like this: ",2009-07-10 17:02:46+00:00
Empire of Bases,The U.S. “Empire of Bases” — at $102 billion a year already the world's costliest military enterprise — just got a good deal more expensive. ,2009-07-13 12:20:14+00:00
U.S. Needs to Play Cards Right in India,WASHINGTON — The world’s largest democracy is about to get a better spot on President Barack Obama’s dance card.,2009-07-14 05:00:00+00:00
U.S. Needs to Play Cards Right in India,WASHINGTON — The world’s largest democracy is about to get a better spot on President Barack Obama’s dance card.,2009-07-14 13:00:35+00:00
"Washington Has a Uighur Problem, Too","NEW YORK — Despite all the announcements about their going to Palau and living in a tropical island paradise, there are still 13 Uighur men being held at the Guantánamo detention center in Cuba, and if there was ever any doubt about what would happen to them if they were to be turned over to China, those doubts should certainly have been erased by Li Zhi, the Communist Party chief of Urumqi, capital of the western region of Xinjiang. ",2009-07-15 05:00:00+00:00
"Washington Has a Uighur Problem, Too","NEW YORK — Despite all the announcements about their going to Palau and living in a tropical island paradise, there are still 13 Uighur men being held at the Guantánamo detention center in Cuba, and if there was ever any doubt about what would happen to them if they were to be turned over to China, those doubts should certainly have been erased by Li Zhi, the Communist Party chief of Urumqi, capital of the western region of Xinjiang. ",2009-07-15 11:00:42+00:00
And if Iran Doesn’t Want to Talk?,"Six weeks before Iran’s descent into electoral chaos, the hardline Iranian cleric Ahmad Khatami rebuked the United States in his Friday sermon, stating, “You do not want talks!”",2009-07-15 13:00:52+00:00
"‘Kissinger: 1973, the Crucial Year’",Chapter One: A Very Odd Couple ,2009-07-17 20:01:05+00:00
Peacocks and Passions in Senate Climate Debate,"NEW YORK — With the U.S. House of Representatives having narrowly approved a climate change bill late last month, attention has now moved to the Senate, which is busy debating just how to craft a version of its own.",2009-07-19 05:00:00+00:00
Peacocks and Passions in Senate Climate Debate,"NEW YORK — With the U.S. House of Representatives having narrowly approved a climate change bill late last month, attention has now moved to the Senate, which is busy debating just how to craft a version of its own.",2009-07-19 11:23:59+00:00
Meeting Shows U.S.-India Split on Emissions,"GURGAON, India  It was supposed to be a showcase for how the United States and India can find common cause in fighting climate change: Secretary of State Hillary Rodham Clinton toured an innovative, energy-efficient office building on Sunday in this city on the outskirts of New Delhi.",2009-07-19 17:06:13+00:00
Iran’s Tragic Joke,"NEW YORK — Allow me to quote the British novelist Martin Amis, writing about Persia in The Guardian: “Iran is one of the most venerable civilizations on earth: it makes China look like an adolescent, and America look like a stripling.”",2009-07-20 05:00:00+00:00
Clinton Urges Stronger U.S.-India Ties,"NEW DELHI  With both poetry and prose, the United States pledged Monday to embark on a new era of deeper relations with India  a partnership of what Secretary of State Hillary Rodham Clinton likes to call the world’s largest democracy and its oldest continuously functioning one.",2009-07-20 08:55:00+00:00
Iran’s Tragic Joke,"NEW YORK — Allow me to quote the British novelist Martin Amis, writing about Persia in The Guardian: “Iran is one of the most venerable civilizations on earth: it makes China look like an adolescent, and America look like a stripling.”",2009-07-20 12:40:47+00:00
Clinton Speaks of Shielding Mideast From Iran,"PHUKET, Thailand — Stiffening the American line against Iran, Secretary of State Hillary Rodham Clinton warned Wednesday that the United States would consider extending a “defense umbrella” over the Middle East if the country continued to defy international demands that it halt work that could lead to nuclear weapons. ",2009-07-22 05:16:28+00:00
Balancing Realism With Moralism,"PARIS — Back when George W. Bush was in the White House, we were caught up in a struggle between the forces of darkness and light. The leader of the Western world set moral guideposts — the “war on terror” and the “axis of evil” — to help distinguish between right and wrong, good guys and bad guys.",2009-07-22 13:32:23+00:00
Increased U.S. Military Presence in Colombia Could Pose Problems With Neighbors,"CARACAS, Venezuela  A plan to increase the American military presence on at least three military bases in Colombia, Washington’s top ally in Latin America, is accentuating Colombia’s already tense relations with some of its neighbors. ",2009-07-22 16:23:59+00:00
The Gates Case and Racial Profiling,"Updated, July 23, 8:50 a.m. | President Obama in a news conference last night accused the Cambridge police of acting “stupidly” in arresting Henry Louis Gates Jr. at his home last week. ",2009-07-22 23:48:39+00:00
America's Balancing Act,"HONG KONG — “The United States is back” Hillary Clinton declared at the recent meeting in Phuket, Thailand, of the Asian Regional Forum, which groups the foreign ministers of the Association of South East Asian Nations with their counterparts from China, Japan and South Korea. ",2009-07-27 05:00:00+00:00
"The Early Word: First China, Then Back to Health Care","Briefly turning from health care to the international economy, President Obama addresses a meeting aimed at improving relations with the Chinese on several fronts. Secretary of State Hillary Rodham Clinton and Treasury Secretary Tim Geithner are holding the session, which comes as the nations’ economies are recovering even as tensions over trade, currency and North Korea linger. ",2009-07-27 12:20:39+00:00
America's Balancing Act,"HONG KONG — “The United States is back” Hillary Clinton declared at the recent meeting in Phuket, Thailand, of the Asian Regional Forum, which groups the foreign ministers of the Association of South East Asian Nations with their counterparts from China, Japan and South Korea. ",2009-07-27 12:20:48+00:00
China Seeks Assurances That U.S. Will Cut Its Deficit,"WASHINGTON  China sought and received assurances from the Obama administration that the United States would reduce its budget deficit once an economic recovery was under way, a senior Chinese official said Tuesday at the end of two days of high-level talks between the countries.",2009-07-29 01:24:54+00:00
