headline,lead_paragraph,date
After the Summit,President Obama’s nuclear security summit meeting drew long overdue attention to the terrifying danger that terrorists could buy or steal the makings for a weapon from the world’s far-too-vulnerable nuclear stocks. ,2010-04-15 01:55:37+00:00
"At Internet Conference, Signs of Agreement Appear Between U.S. and Russia","GARMISCH-PARTENKIRCHEN, Germany — For the 140 computer network specialists, law enforcement agents and diplomats from eight countries who met in this German ski resort this week for a Russian-sponsored conference on Internet security, the biggest challenge was finding a common ground to discuss their differences.",2010-04-15 17:38:27+00:00
When Your Best Friend Gets Angry,"How do you know when there’s a real crisis in U.S.-Israel relations? It’s when the president of the United States convenes a nuclear security summit to curb Iran’s nuclear ambitions, and the Israeli prime minister declines the invitation.",2010-04-19 11:50:30+00:00
"Iran, Sanctions and the Memo","Sometime this spring, but still months later than President Obama predicted, Iran may finally face new United Nations sanctions for its illicit nuclear program. ",2010-04-20 01:34:10+00:00
China and Saudi Arabia Form Stronger Trade Ties,"RIYADH — Li Wei, a Chinese diplomat in Riyadh, had only just seen off a Chinese Ministry of Commerce delegation to Saudi Arabia this month when he started preparing for another governmental visit in two weeks.",2010-04-20 17:27:08+00:00
"Theodore Roosevelt, Empire Builder","These are books about men who wanted a war. Or at least the next best thing: a state of intimidation, fear, anxiety and excitement, which would produce the fruits of war, foremost among them order and peace. But what these men got was not always what they yearned for. And the price was not what they were ready — or even able — to pay.",2010-04-21 17:18:25+00:00
The Ice Has Broken,"A remarkable sequence of events in April has turned the spotlight on the subject of nuclear disarmament and global security. I am referring to the signing by Presidents Obama and Medvedev of the New START treaty, the presentation of the Obama administration’s nuclear doctrine and the nuclear security summit meeting in Washington attended by leaders of several dozen countries.",2010-04-22 13:10:38+00:00
U.S. Faces Choice on New Weapons for Fast Strikes,"WASHINGTON — In coming years, President Obama will decide whether to deploy a new class of weapons capable of reaching any corner of the earth from the United States in under an hour and with such accuracy and force that they would greatly diminish America’s reliance on its nuclear arsenal.",2010-04-22 23:30:58+00:00
Chinese Military Seeks to Extend Its Naval Power,"YALONG BAY, China — The Chinese military is seeking to project naval power well beyond the Chinese coast, from the oil ports of the Middle East to the shipping lanes of the Pacific, where the United States Navy has long reigned as the dominant force, military officials and analysts say.",2010-04-23 22:17:55+00:00
Companies Feeling More Pressure to Cut Iran Ties ,"WASHINGTON — While President Obama struggles to negotiate United Nations sanctions with teeth against Iran, a parallel campaign to turn up the heat is gaining momentum by pressuring American and foreign corporations individually to cut their business ties there.",2010-04-24 01:35:15+00:00
The Public Rage Against Wall Street,To the Editor:,2010-04-24 02:49:38+00:00
"The Attack Coming From Bytes, Not Bombs","Blackouts hit New York, Los Angeles, Washington and more than 100 other American cities. Subways crash. Trains derail. Airplanes fall from the sky. ",2010-04-26 22:18:19+00:00
"Sudan’s Future Is Now, U.S. Envoy Says","WASHINGTON — A day after Sudan’s leader coasted to victory in a fraud-tainted election, a senior Obama administration official defended the vote, and said the United States should turn its attention to getting southern Sudan ready for its likely future as an independent state.",2010-04-28 02:44:38+00:00
No Excuses for E.U. on Nuclear Disarmament,BERLIN — This time the Europeans should have no excuses. ,2010-04-28 16:50:32+00:00
China Gains Influence in Korean Affairs as North and South Warily Seek Its Help,"SEOUL, South Korea — On Friday, President Lee Myung-bak will travel to China under growing pressure at home to make the case for crucial Chinese support for tough international sanctions against North Korea if, as is widely expected, the North is found responsible for the sinking of a South Korean ship. But he is unlikely to win that support, experts say, a reflection of China’s growing role in the Korean Peninsula.",2010-04-29 03:22:30+00:00
Shanghai Puts on a Green Face,"BEIJING — At the heart of the Shanghai World Expo, opening this weekend, there is an apparent, and glaring, contradiction.",2010-04-29 21:49:19+00:00
"Voices Across the Bay Area’s Racial Divide, and Other Highlights From Sunday’s Bay Area Report","Silence Surrounding Racial Tensions Broken | It has been years since race relations in the Bay Area, where tolerance is a civic religion, have taken such a sharp turn for the worse. Gerry Shih reports that repeated attacks on Asians by young African-Americans led to angry public gatherings in San Francisco and Oakland in the past week. Underlying the rising tension is rapid demographic change, which has brought a wave of Asian relocation into the Bayview and Hunter’s Point, historically black neighborhoods since the heyday of the Hunter’s Point Naval Shipyard. While scores of Chinese angrily demanded better police protection, two young African-American siblings, Amanze Emenike, 21, and Sherry Blunt, 22, talked to Mr. Shih about their motives in the robberies of Asians for which they were convicted, and their feelings about the changes in their Hunter’s Point neighborhood.",2010-05-02 17:23:23+00:00
Businesses Look for an 'in' With Beijing,"BEIJING — Every summer since 2000, General Electric has worked with the world’s largest Communist party to pick about 25 Chinese executives for the company’s leadership program in Crotonville, New York.",2010-05-04 13:20:43+00:00
Russian Official Says U.S. Adoptions Have Not Been Halted,"MOSCOW — After nearly a month of contradictory signals, a senior Russian official is now making clear that the government has not halted the adoption of Russian children by Americans.",2010-05-05 12:58:33+00:00
Obama Plans Revival of Russian Nuclear Deal ,"WASHINGTON — President Obama is preparing to revive a civilian nuclear cooperation agreement with Moscow that his predecessor shelved two years ago in protest of Russia’s war with Georgia, an American ally, administration officials said Thursday.",2010-05-06 20:45:23+00:00
"U.S. Orchestra Performs in China, in Echoes of 1973","BEIJING — Grant Xia had the misfortune of trying to take up violin as an amateur during the collective madness of the Cultural Revolution. Chinese officials banned classical music and sent musicians to re-education camps. Mr. Xia’s family collection of more than 1,000 vinyl records was destroyed. Mr. Xia soon stopped playing the violin.",2010-05-08 01:23:22+00:00
The Big Picture Beyond Arizona’s Law,To the Editor:,2010-05-08 19:55:12+00:00
Karzai’s Warm Reception Reflects New U.S. Approach,"WASHINGTON — The last time Afghanistan’s president, Hamid Karzai, was in Washington — a year ago — he had to share the spotlight with his Pakistani counterpart, Asif Ali Zardari, who got the bulk of the attention from the White House, the Pentagon and the State Department. Secretary of State Hillary Rodham Clinton even made a personal, unscheduled visit to huddle with Mr. Zardari at his hotel. ",2010-05-11 01:56:46+00:00
Censors Without Borders,"The Chinese-Canadian writer Denise Chong’s 1994 book “The Concubine’s Children,” a memoir of her maternal grandparents, won admiring reviews and spent more than a year and a half on The Globe and Mail’s best-seller list. But when her later book, “Egg on Mao,” came out in 2009, many people responded with trepidation. “What I heard most often was, ‘Is this a China-bashing book?’ ” Chong told me over the phone. When I saw the cover, I understood. It features a photo of Chairman Mao’s paint-splattered face underneath the bold type: “The Story of an Ordinary Man Who Defaced an Icon and Unmasked a Dictatorship.” The book tells the true story of Lu Decheng, who threw paint-filled eggs at Mao’s portrait in Tiananmen Square during the 1989 protests.",2010-05-14 16:56:35+00:00
Brazil’s Iran Diplomacy Worries U.S. Officials,"SÃO PAULO, Brazil — As President Luiz Inácio Lula da Silva heads to Tehran this weekend to make what many Western diplomats consider a last-ditch attempt at persuading Iran to temper its nuclear ambitions, officials in Washington have expressed concern that the effort could backfire, helping the Islamic republic to block — or at least delay — the United States and its allies from imposing sanctions. ",2010-05-15 01:44:41+00:00
U.S. Is Skeptical on Iranian Deal for Nuclear Fuel,"WASHINGTON — The United States, Europe and Russia responded with extreme skepticism to Iran’s announcement on Monday that it had reached an agreement to ship roughly half of its nuclear fuel to Turkey, saying they would continue to press for new sanctions against Tehran. ",2010-05-17 07:30:00+00:00
A Hard Push to Get Tough on Tehran,"WASHINGTON — These days, when Senator Jon Kyl denounces efforts to muffle a strong response to Iran’s rush toward nuclear weapons, his prime target is not the Chinese or Russians, but Barack Obama.",2010-05-17 11:10:08+00:00
Major Powers Have Deal on Sanctions for Iran,"WASHINGTON — The Obama administration announced an agreement on Tuesday with other major powers, including Russia and China, to impose a fourth set of sanctions on Iran over its nuclear program, setting the stage for an intense tug of war with Tehran as it tries to avoid passage of the penalties by the full United Nations Security Council.",2010-05-18 14:47:32+00:00
Don’t Sink Diplomacy,"IN 1998, I led a team of American government experts to an underground installation to determine if North Korea was cheating on a 1994 agreement to eliminate its nuclear weapons program. Pyongyang had recently tested a long-range missile, and relations were tense. ",2010-05-19 02:06:30+00:00
"For the 2 Koreas, Joint Appearance at World Cup Turns Sour","SEOUL — With both North and South Korea in the World Cup for the first time, many on this war-divided peninsula were hoping that sports could cross the border and unite people.",2010-05-19 11:50:41+00:00
Deal Seems Near on U.S. Base in Japan,"TOKYO — Major Japanese newspapers reported Thursday that Prime Minister Yukio Hatoyama has decided to reverse himself and accept nearly all of Washington’s demands that he honor an existing agreement to relocate an American air base on Okinawa, in an attempt to end a damaging dispute that had sown confusion and mistrust between the longtime allies.",2010-05-20 11:07:42+00:00
America Moves the Goalposts,"NEW YORK — John Limbert, once a U.S. hostage in Tehran, now charged with Iranian affairs at the State Department, has given a good description of the caricatures that bedevil American-Iranian non-relations.",2010-05-20 12:17:55+00:00
Clinton Sees U.S. Pavilion at China Expo,"SHANGHAI — By all accounts, the United States would have been a no-show at the Shanghai Expo had Secretary of State Hillary Rodham Clinton not opened her Rolodex and raised about $60 million in private cash to finance a pavilion here. So it seemed fair that Mrs. Clinton got a rousing cheer from a group of Chinese children when she visited the building on Saturday.",2010-05-22 15:27:43+00:00
U.S. Implicates North Korean Leader in Attack,"WASHINGTON — A new American intelligence analysis of a deadly torpedo attack on a South Korean warship concludes that Kim Jong-il, the ailing leader of North Korea, must have authorized the torpedo assault, according to senior American officials who cautioned that the assessment was based on their sense of the political dynamics there rather than hard evidence.",2010-05-22 16:08:41+00:00
Japan Relents on U.S. Base on Okinawa,"TOKYO — Reneging on a prominent campaign promise, Prime Minister Yukio Hatoyama told outraged residents of Okinawa on Sunday that an American air base would be moved only to the north side of the island rather than off the island.",2010-05-23 13:55:41+00:00
U.S. Presses China to Punish North Korea for Ship,"BEIJING — The United States began pressing the Chinese on Sunday to back punitive measures against North Korea over strong evidence it had torpedoed a South Korean warship, but American officials acknowledged China’s reluctance to discipline its isolated neighbor.",2010-05-23 14:39:18+00:00
Iranian Says Uranium Deal Off if Sanctions Are On,CAIRO — The speaker of Iran’s Parliament said Sunday that his country would abandon a deal to ship some of its nuclear fuel to Turkey and rethink its cooperation with the International Atomic Energy Agency if the United States pushed new sanctions through the United Nations Security Council.,2010-05-23 21:23:24+00:00
Pentagon and U.N. Chief Put New Pressure on N. Korea,"WASHINGTON — The United States and its allies put new pressure on North Korea on Monday, announcing naval exercises next month to detect submarines of the kind suspected of sinking a South Korean warship, and winning the support of the secretary general of the United Nations for Security Council action.",2010-05-24 06:39:56+00:00
Clinton and Geithner Face Hurdles in China Talks,BEIJING — China and the United States opened three days of high-level meetings here on Monday meant to broaden and deepen the ties between the world’s largest developed and developing economies.,2010-05-24 12:17:21+00:00
China's North Korean Quandary,"The U.S. request for China’s support to sanction North Korea for purportedly torpedoing the Cheonan will likely be met with, at most, a lukewarm response. ",2010-05-25 11:50:43+00:00
Little Progress on Korea Dispute in China Talks,"BEIJING — China and the United States wrapped up three days of high-level meetings with a handful of trade and energy agreements but little progress on the most pressing American priority: winning China’s backing for new measures against North Korea, which South Korea has accused of torpedoing one of its warships.",2010-05-25 12:15:56+00:00
U.S. Pledges to Help S. Korea at U.N.,"SEOUL, South Korea — With political and military tension increasing daily on the Korean Peninsula, Secretary of State Hillary Rodham Clinton said Wednesday that Washington would stand beside Seoul as it sought redress at the United Nations Security Council over what South Korea calls the North’s sinking of a South Korean warship.",2010-05-26 06:53:36+00:00
Turkey Takes an Ambitious New Path,BERLIN — Ankara mightily irritated the big powers last week by brokering a uranium exchange deal with Iran.,2010-05-26 10:31:05+00:00
"U.S. Stands With an Ally, Eager for China to Join the Line","SEOUL, South Korea — When Secretary of State Hillary Rodham Clinton on Wednesday declared America’s solidarity with South Korea in its mounting confrontation with North Korea, she had more than a domestic audience in mind: she was also speaking to the Chinese.",2010-05-27 01:12:01+00:00
"In the Koreas, Five Possible Ways to War",WASHINGTON,2010-05-29 23:24:25+00:00
Hunting for Liberia’s Missing Millions,"MONROVIA, Liberia — How much money did Charles G. Taylor, the deposed president of Liberia, siphon out of his destitute, war-shattered country, and where is it?",2010-05-30 22:42:31+00:00
Ties to U.S. Played Role in Downfall of Japanese Leader,"SEOUL, South Korea  When Prime Minister Yukio Hatoyama of Japan abruptly stepped down Wednesday, largely for his failure to move an American air base off Okinawa, he was essentially admitting he had not won popular support for a prominent campaign pledge: ending Japan’s postwar dependence on the United States for its security.",2010-06-03 01:19:16+00:00
"Chinese Military Impedes Ties to Pentagon, Gates Says","SINGAPORE  While China’s relations with the United States are improving in many areas, particularly on political and economic issues, China’s military is blocking efforts to strengthen ties with the Pentagon, Defense Secretary Robert M. Gates told reporters on Friday.",2010-06-04 14:07:20+00:00
"With Backdrop of Glamour, Wal-Mart Stresses Global Growth","FAYETTEVILLE, Ark.  Wal-Mart’s past was as a humble five-and-dime store in nearby Bentonville, but at its shareholders’ meeting here Friday, the retailer said its future would be in distant lands.",2010-06-05 02:44:26+00:00
U.S. Presses Its Case Against Iran Ahead of Sanctions Vote,"WASHINGTON — With a vote on new sanctions against Iran only days away, the Obama administration is making the case to members of the United Nations Security Council that Iran has revived elements of its program to design nuclear weapons that American intelligence agencies previously concluded had gone dormant.",2010-06-08 01:31:41+00:00
U.N. Is Set to Vote on Iran Sanctions,"UNITED NATIONS  The United Nations Security Council is scheduled on Wednesday to impose new sanctions against Iran over its nuclear program, taking aim at the financial might of the Revolutionary Guards Corps as well as Iran’s military and nuclear industries with the addition of 41 enterprises to the blacklist. ",2010-06-08 20:31:11+00:00
Behind a Military Chill: A More Forceful China,"BEIJING  If anyone ever doubted it, a testy exchange at a Singapore conference last weekend made it clear: Relations between the American and Chinese militaries are in a very deep freeze. ",2010-06-09 01:18:41+00:00
Iran Sanctions and the Threat of War,"The sanctions against Iran represent a significant achievement for Barack Obama. By getting the Russians and Chinese to agree, he has managed to secure a level of support against Iran that George W. Bush could only have dreamed of, and thus has strengthened America’s hand against Tehran. ",2010-06-11 11:51:23+00:00
What Do China’s Workers Want?,"Labor conditions in China have drawn scrutiny in recent weeks, with worker strikes at Honda plants and a cluster of suicides or attempted suicides at Foxconn Technology, the world’s largest contract electronics supplier, that were at least partly linked to job pressures. Foxconn and Honda have responded with wage increases, but strikes seemed to have spread. Late last week, workers at a Honda auto parts plant in Zhongshan held protests to demand the right to form their own union, and workers held walkouts at foreign-owned factories in at least five other cities.",2010-06-13 23:00:22+00:00
Deciphering the Cause of Human Motivation,"MUMBAI — Call it, perhaps, the great showdown over the nature of human motivation.",2010-06-18 10:20:29+00:00
"Letter From Istanbul, Part 2",Istanbul,2010-06-19 23:45:21+00:00
Barroso Defends Europe’s Move Toward Austerity,"BRUSSELS  The European Union’s top official rejected concerns that Europe was moving too quickly toward economic austerity, saying it was vital to cut debt to restore market and voter confidence as the key to future growth.",2010-06-21 20:07:34+00:00
Barroso Defends Europe’s Move Toward Austerity,"The European Union‘s top official rejected concerns that Europe was moving too quickly toward economic austerity, saying it was vital to cut debt to restore market and voter confidence as the key to future growth, Steven Erlanger and Stephen Castle report in The New York Times.",2010-06-22 06:41:55+00:00
The Korean War on Its 60th Anniversary,"June 23, 2010, 9:50 a.m. | Updated June 25, 2010, marks the 60th anniversary of the start of the Korean War. Here are some New York Times resources for teaching and learning about “the Forgotten War” and looking at how The New York Times has reported on it, then and now.",2010-06-22 16:12:36+00:00
Obama Aims to Build Economic Ties With Russia," In his quest to restore relations with Russia, President Obama focused first on security issues like disarmament and Iran. But with an arms control treaty signed and sanctions against Tehran approved, Mr. Obama hopes to open a new phase this week aimed at building the robust economic relationship that has eluded his predecessors.",2010-06-22 22:58:39+00:00
Beijing Keeps a Tight Rein on Currency’s Rise,"The Chinese central bank on Wednesday set a key rate for the renminbi at a level that appeared designed to signal that Beijing is engineering only a very gradual appreciation of the Chinese currency against the U.S. dollar, Bettina Wassener reports in The New York Times.",2010-06-23 06:22:13+00:00
Obama Reverses Bush’s Space Policy," The Obama administration on Monday unveiled a space policy that renounces the unilateral stance of the Bush administration and instead emphasizes international cooperation, including the possibility of an arms control treaty that would limit the development of space weapons. ",2010-06-28 22:17:47+00:00
U.S. Options and the Global Greenhouse,"With President Obama and 23 senators meeting at the White House today to winnow provisions that might add up to a viable energy (and climate) bill, it’s useful to review the bidding a bit. A decent starting place is “The Real Options for U.S. Climate Policy,” a column by the economist Robert Stavins at Harvard University charting possible paths to reducing American emissions of greenhouse gases.",2010-06-29 16:06:32+00:00
Thailand Attracts Investment Despite Turmoil,"PLUAK DAENG, THAILAND — About the time grenades were exploding in Bangkok during the recent tumultuous street protests, workers contracted by Ford Motor here were also setting off explosives. But these were controlled detonations to clear away large chunks of granite. For the Thai government, the blasting in this industrial zone three hours east of the capital was the welcome echo of investment coming into the country, even as many foreign executives and tourists hesitated to set foot in central Bangkok.",2010-06-29 21:51:04+00:00
Twitter Musings in Syria Elicit Groans in Washington,"WASHINGTON  When two young State Department officials took a delegation of Silicon Valley executives to Syria recently, they billed it as a chance to use the promise of technology to reach out to a country with which the United States has long had icy relations.",2010-06-30 01:19:27+00:00
China Returns U.S. Criticism Over Sinking of Korean Ship,"BEIJING — Three days after President Obama emerged from a tense meeting with President Hu Jintao of China, and accused Beijing of “willful blindness” toward North Korea’s military provocations, the Chinese government on Tuesday continued the argument about how to handle its testy neighbor.",2010-06-30 02:48:17+00:00
"On Second Thought … the Spy Suspects, Reconsidered","In hindsight, many so-called clues were in plain sight. Or were they?",2010-06-30 18:27:01+00:00
China Puts Best Face Forward With News Channel,"SHANGHAI  The Xinhua News Agency, China’s dominant news service and the propaganda arm of the Communist Party, introduced a 24-hour English-language news channel and is preparing to open a prominent newsroom in Times Square, part of an expensive push to increase the reach and influence of the Chinese news media overseas.",2010-07-02 00:26:53+00:00
Becoming a Citizen the Naturalized Way,"The United States deported 387,790 people in the 2009 fiscal year, but to hear Shyconia Burden of Citizenship and Immigration Services describe it, you would think we’re desperate for new recruits. “The goal is to naturalize as many people as want to become U.S. citizens,” she told me one recent day in the waiting room of the New York district office where she, an effusively warm community relations officer, has been working since she was 15.",2010-07-02 23:36:39+00:00
Clinton Seeks to Reassure Russia’s Neighbors,"MOSCOW  At the end of a trip intended to reassure Russia’s neighbors that the Obama administration would not forget them in its push to improve relations with Moscow, Secretary of State Hillary Rodham Clinton resorted to the simplest of diplomatic formulations, telling Georgia, the United States “can walk and chew gum at the same time.” Mrs. Clinton repeated the argument like a mantra during her five-day swing through Ukraine, Poland, Azerbaijan, Armenia and Georgia: that the “reset” will not force the United States to sacrifice its influence or policies in the post-Soviet space. ",2010-07-05 18:08:45+00:00
"100, 75, 50 Years Ago", 1910 Servant Problem Solved ,2010-07-06 11:10:36+00:00
North Korea Says American Tried to Kill Himself in Prison,"SEOUL, South Korea  An American serving an eight-year sentence in a labor camp in North Korea has been hospitalized after trying to kill himself, the North’s state-run Korean Central News Agency reported on Friday. ",2010-07-09 10:41:37+00:00
Digital Diplomacy,"It was a Wednesday night in San Francisco’s SoMa neighborhood, and Jared Cohen, the youngest member of the State Department’s policy planning staff, and Alec Ross, the first senior adviser for innovation to the secretary of state, were taking their tweeting very seriously. Cohen had spent the day in transit from D.C.; Ross hadn’t eaten anything besides a morning muffin. Yet they were in the mood to share, and dinner could wait. It wasn’t every day they got to tweet about visiting the headquarters of Twitter.",2010-07-16 13:06:03+00:00
Photos Reveal Receding Himalaya Glaciers,"“There’s a lot of people who either don’t understand climate change that well and the effects that it’s having, or they want to deny the effect it’s having. These pictures are worth a thousand words. We haven’t done anything to them except print them.”",2010-07-16 21:00:55+00:00
Step Taken to End Impasse Over Cybersecurity Talks,A group of cybersecurity specialists and diplomats representing 15 countries has agreed on a set of recommendations to the United Nations secretary general for negotiations on an international computer security treaty.,2010-07-17 02:45:21+00:00
U.S. to Add to Sanctions on N. Korea,"SEOUL, South Korea  The Obama administration announced Wednesday that it would impose further economic sanctions against North Korea, throwing legal weight behind a choreographed show of pressure on the North that included an unusual joint visit to the demilitarized zone by Secretary of State Hillary Rodham Clinton and Defense Secretary Robert M. Gates.",2010-07-21 06:03:56+00:00
All Together Now: Missile Defense,"No other initiative has more near-term potential to ease the NATO-Russian relationship out of its petulant, impacted state, while giving a positive jolt to the revived but tentative and unfocused interest in an improved and more inclusive European security system, than missile-defense cooperation. ",2010-07-21 12:50:51+00:00
"Offering to Aid Talks, U.S. Challenges China on Disputed Islands","HANOI, Vietnam  Opening a new source of potential friction with China, the Obama administration said Friday that it would step into a tangled dispute between China and its smaller Asian neighbors over a string of strategically significant islands in the South China Sea.",2010-07-23 10:04:29+00:00
Waking Up to Indonesia,"JAKARTA — It may not seem much consolation for the fact that President Barack Obama has twice had to postpone a trip to Southeast Asia’s premier country, one where he enjoyed a happy, multi-ethnic childhood. ",2010-07-23 12:50:48+00:00
"As Tensions Rise, U.S. and S. Korea Begin Drills","SEOUL, South Korea  The United States and South Korea began their largest joint war games in years on Sunday, with a nuclear powered American aircraft carrier prowling off the east coast of South Korea while North Korea threatened to retaliate and reportedly put its military on alert for war. ",2010-07-25 10:05:26+00:00
China Warns U.S. to Stay Out of Islands Dispute,BEIJING  The Chinese government reacted angrily on Monday to an announcement by Secretary of State Hillary Rodham Clinton that Washington might step into a long-simmering territorial dispute between China and its smaller neighbors in the South China Sea. ,2010-07-26 17:32:39+00:00
Washington Shores Up Its Strategic Assets in Asia,"HONG KONG — The United States has been gravely weakened by its Iraq and Afghan wars and consequent neglect of the strategic importance of East Asia. But two recent moves by Washington — the joint naval exercises with South Korea and a spirited diplomatic defense of the freedom of the South China Sea — have shown a renewed concern with America’s security interests in Northeast and Southeast Asia. Both these actions have been generally well received in the region, but not by China. ",2010-08-02 14:21:33+00:00
Financial Clock Advances for Liverpool,"LONDON — The clock is ticking at Liverpool. With less than two weeks to the kickoff of the new English soccer season, Fernando Torres, the team’s Spanish striker, returned to practice on Monday for the first time since his body broke down during the World Cup final.",2010-08-03 13:51:30+00:00
"For American Students, Life Lessons in the Mideast",Cairo,2010-08-06 20:25:22+00:00
U.S. Seeks to Offer a Balm to Iran for Sanctions’ Sting,"President Obama and Secretary of State Hillary Rodham Clinton, arguing that an orchestrated series of global sanctions has brought more economic pain than Iran’s government anticipated, are making a renewed appeal to Iranian leaders to reopen negotiations on the country’s nuclear program.",2010-08-07 21:10:26+00:00
"Australia Drifts, With No Guiding Star","In easygoing Australia, the overwhelming focus on pedestrian domestic issues at election time is excusable. But the absence of genuine debate on foreign policy, trade or regional security has been alarming. With less than two weeks before election day, the Labor leader Julia Gillard, who became prime minister in June, and the conservative opposition leader, Tony Abbott, have set Australia on course for the foreign policy doldrums.",2010-08-09 14:31:15+00:00
The Technology Imperative for Energy and Climate,"1:39 p.m. | Updated If you care about fostering prosperity in poor places while limiting the buildup of greenhouse gases in the globe’s shared atmosphere, it’s time to recognize the technology imperative that lies behind the world’s entwined climate and energy challenges. Without greatly intensified work to advance and disseminate energy choices that don’t come with heat-trapping emissions, there’s no smooth path as human populations and appetites crest in the next two generations.",2010-08-10 16:54:54+00:00
Cause for Hope on Korea,"SEOUL — It is 20 years since, in the aftermath of the fall of the Berlin Wall, China and the Soviet Union began to normalize relations with South Korea. So its been 20 years since I, like many others, started writing scenarios for the end of the Kim dynasty in the North, and how the South might handle the costs of creating a single nation.",2010-08-11 16:01:54+00:00
A Key Link With China,"One felicitous result of the Soviet Union’s invasion of Afghanistan was the setting up of a military-to-military relationship between China and the United States 30 years ago. The move was born of mutual fear of Russian expansion, for no one could foresee then that Afghanistan would be the undoing of Soviet power and that the Soviet Union itself would collapse partly because of it.",2010-08-13 14:31:17+00:00
U.S. Sees North Korea as Rattling Sabers for Heir,"WASHINGTON — In the 16 years since he assumed his father’s role as North Korea’s sole leader, Kim Jong-il has been denounced by the United States as a vicious dictator who starves his people, runs gulags, sets off nuclear tests and orders attacks on South Korean ships.",2010-08-14 01:12:53+00:00
U.S. Offers Aid to Rescue Pakistanis and Reclaim Image,WASHINGTON  As the Obama administration continues to add to the aid package for flood-stricken Pakistan  already the largest humanitarian response from any single country  officials acknowledge that they are seeking to use the efforts to burnish the United States’ dismal image there. ,2010-08-14 16:34:29+00:00
U.S. and South Korea Begin War Drills,"SEOUL, South Korea  Tens of thousands of South Korean and United States troops began a new round of war games on Monday, as North Korea threatened a “merciless counterblow” amid heightened tensions on the Korean Peninsula.",2010-08-16 07:27:18+00:00
Building Up Connections With China,"KILIANSHOF, GERMANY — The thread that ties China’s 1.3 billion people to this tiny village of 55 in the geographical heart of Germany isn’t immediately visible. But it’s there.",2010-08-19 16:01:25+00:00
Inside the Knockoff-Tennis-Shoe Factory,"A shopkeeper in Italy placed an order with a Chinese sneaker factory in Putian for 3,000 pairs of white Nike Tiempo indoor soccer shoes. It was early February, and the shopkeeper wanted the Tiempos pronto. Neither he nor Lin, the factory manager, were authorized to make Nikes. They would have no blueprints or instructions to follow. But Lin didn’t mind. He was used to working from scratch. A week later, Lin, who asked that I only use his first name, received a pair of authentic Tiempos, took them apart, studied their stitching and molding, drew up his own design and oversaw the production of 3,000 Nike clones. A month later, he shipped the shoes to Italy. “He’ll order more when there’s none left,” Lin told me recently, with confidence.",2010-08-19 21:45:34+00:00
China Can't Break the Rules,"The United States and the 45 other countries that set the global rules on nuclear trade expect to be confronted with Chinese plans to flout those rules by building two reactors in Pakistan. The looming deal is emblematic of Beijing’s growing nuclear assertiveness and also threatens to undermine global nonproliferation efforts championed by President Obama. Washington should be critical of this transaction, but more importantly, the United States should use this opportunity to hold bilateral talks with China on nuclear trade, security and nonproliferation issues. ",2010-08-20 12:10:53+00:00
Scrutiny for Chinese Telecom Bid,"SHANGHAI  Warning about a potential threat to national security, eight Republican lawmakers have asked the Obama administration to scrutinize a bid by one of the biggest corporations in China to supply telecommunications equipment to Sprint Nextel in the United States.",2010-08-23 01:39:26+00:00
Jimmy Carter Tries to Free American in North Korea,"SEOUL, South Korea  Former President Jimmy Carter arrived in North Korea on Wednesday to seek the release of an American held by the North, its state-run media reported. ",2010-08-25 09:22:02+00:00
"Looking at Islamic Center Debate, World Sees U.S.","For more than two decades, Abdelhamid Shaari has been lobbying a succession of governments in Milan for permission to build a mosque for his congregants  any mosque at all, in any location.",2010-08-26 00:59:55+00:00
Kim Jong-il Reported to Be in China,"The South Korean authorities were checking signs that the North Korean leader, Kim Jong-il, was visiting China by special train on Thursday, an official in the presidential office of South Korea said. South Korean news media, including the national news agency, Yonhap, and the mass-circulation daily, Chosun, reported the information in their Web sites.",2010-08-26 03:28:20+00:00
Carter Wins Release of American in North Korea,"SEOUL, South Korea  Former President Jimmy Carter was expected to leave North Korea on Friday with Aijalon Mahli Gomes, an American who was sentenced to eight years of hard labor for illegally entering the country, the Carter Center said.",2010-08-26 12:21:12+00:00
U.S. Considers Possibility of Engaging North Korea,"WASHINGTON  The last time a former American president traveled to North Korea on a rescue mission  Bill Clinton, a year ago  he was feted by its leader, Kim Jong-il, who seized on the visit to reach out to the Obama administration. This week, Mr. Kim chose to go to China during a visit by former President Jimmy Carter to free another jailed American.",2010-08-27 23:52:53+00:00
Obama and the Mess in Sudan,"My Sunday column is about President Obama’s failure to follow his own campaign rhetoric about paying attention to genocide and Sudan. As a senator, Obama was one of the leaders in calling on the Bush administration to do more about Darfur — and yet he has been disengaged in Sudan issues and his administration hasn’t been as successful as the Bush administration in getting Sudan to behave a bit better.",2010-08-28 22:13:02+00:00
Rowing Between Two Reefs,"JAKARTA — It was 62 years ago this week — on Sept. 2, 1948 — when the principles underlying Indonesia’s foreign policy were first articulated. In a Cold War speech to the young republic just emerging from Dutch rule, future Prime Minister Mohammad Hatta asked, “Do we, Indonesians, in the struggle for the freedom of our people and our country, only have to choose between Russia and America?” No, he answered: “We must remain the subject who reserves the right to decide our own destiny and fight for our own goal, which is independence for the whole of Indonesia.”",2010-08-30 12:10:53+00:00
