headline,lead_paragraph,date
"China Suggests That U.S., Projecting Power, Is Stirring Asia-Pacific Tensions ","HAIKOU, China — China published a national defense paper on Tuesday suggesting that the United States was creating tensions in the Asia-Pacific region by strengthening its military presence and reinforcing its alliances there. The paper, released by the Ministry of Defense, did not declare that the United States was responsible, but the message was clear.",2013-04-16 11:21:03+00:00
Great-Power Myopia,"The narcissism of small differences is not usually associated with great-power politics. The pathology of turning minor disputes into major divisions between otherwise like-minded parties is presumed to pale in the shadow of the strategic disputes that separate Washington, Moscow and Beijing. ",2013-04-16 13:07:37+00:00
Cyberwar: How Digital Threats Are Redefining National Security,,2013-04-16 19:27:39+00:00
"Killing Terrorists, Creating More","WASHINGTON — As a candidate in 2008, Barack Obama was unsparing in his criticism of President George W. Bush’s anti-terrorism policies. He assailed torture and the infamous detention center at Guantánamo Bay, the lack of transparency and congressional oversight, the dubious legal framework and the blowback that was spawning more terrorists and diminishing U.S. standing in the world.",2013-04-16 19:50:24+00:00
"North Korea Tones Down Language, Giving Hope for Dialogue","SEOUL, South Korea — By North Korean standards, the invective issued over the past week has bordered on civil. Instead of near daily threats of nuclear annihilation for the “nest of evil” in the United States and promises to “press the button,” the North in recent days has grumbled over a “crafty ploy” and “cunning trick” by America and its allies to strip the North of its nuclear arsenal.",2013-04-18 10:27:17+00:00
"Superpower, Leading From Behind","The title of Vali Nasr’s provocative and uneven new book, “The Dispensable Nation: American Foreign Policy in Retreat,” plays on President Bill Clinton’s description of the United States as the world’s one “indispensable nation.” Mr. Nasr — who was a senior adviser to Richard C. Holbrooke, the Obama administration’s special representative for Afghanistan and Pakistan (AfPak) — suggests in this sharply critical volume that the foreign policy pursued under Mr. Obama has diminished America’s leadership role in the world. ",2013-04-18 19:27:56+00:00
China’s North Korea Envoy Will Visit U.S. for Talks,"BEIJING — China’s special envoy on North Korea, Wu Dawei, will visit Washington early next week to conduct talks with American officials, the Foreign Ministry said Friday.",2013-04-19 09:50:14+00:00
Clowning Around,Kim Jong-un’s nuclear act fails to convince China or the U.S.,2013-04-21 08:27:48+00:00
U.S. and China Put Focus on Cybersecurity,"BEIJING — The United States and China held their highest-level military talks in nearly two years on Monday, with a senior Chinese general pledging to work with the United States on cybersecurity because the consequences of a major cyberattack “may be as serious as a nuclear bomb.”",2013-04-22 23:43:52+00:00
U.S. General Sees Hope for Chinese Help on Korea,"BEIJING — After three days of talks here, America’s top military officer said Wednesday that he believed China wanted to limit the nuclear ambitions of North Korea but that it remained unclear how China would work toward that goal.",2013-04-24 21:07:20+00:00
The Market Shall Set North Korea Free,Seoul,2013-04-26 11:40:50+00:00
A Wholesaler Decides to Abandon His Most Profitable Sales Channel,"Last week, we published a case study about an entrepreneur, new to the furniture business, who had expanded his business selling patio and deck furniture to $7 million in annual sales. Instead of selling through sales representatives, Gerald Shvartsman, founder and chief executive of Source Outdoor, which is based in Miami, employed a multichannel sales strategy.",2013-05-01 17:00:02+00:00
China Is Seen Nearing U.S.’s Military Power in Region,"TOKYO — China’s growing industrial might is likely to allow it to mount an increasingly formidable challenge to the military supremacy of the United States in the waters around China that include Japan and Taiwan, though it will probably seek to avoid an outright armed conflict, according to a detailed new report by a group of American researchers.",2013-05-01 20:12:21+00:00
"Boom, Bust or What?","One cold late-winter afternoon, Larry Summers was standing by the free-throw line at Lavietes Pavilion, on the Harvard campus, somberly shooting a basketball. In the past couple of years, Summers has sworn off Diet Coke, gluten and junk food and lost a fair amount of weight. As a result, his gray White House T-shirt billowed over his loose gym shorts. Summers, the former Treasury secretary and celebrated economist, is well known for his cutting wit and laserlike focus; he is less well known for his jump shot. But Summers, who recalls with anguish being cut from his high-school basketball team, never let his gaze wander as he took, and missed, nearly every shot. Two Harvard players ran down his rebounds.",2013-05-02 09:01:07+00:00
United States Calls on North Korea to Free American,"SEOUL, South Korea — The United States said Thursday that North Korea should immediately release an American citizen who was sentenced this week to 15 years of hard labor, setting up a potential new source of confrontation between the two countries that could aggravate tensions that are still high over North Korea’s nuclear war threats.",2013-05-02 10:31:24+00:00
"In China-India Border Battle, Some Echoes of Run-Up to 1962 War","The latest alleged Chinese military incursion into Indian territory, in the form of dozens of soldiers who Indian officials say are camped six miles over the border in the Himalayas, has caused turmoil within India about the proper response. ",2013-05-03 11:27:59+00:00
Australia Strives to Balance China and the United States,"BEIJING — The official Chinese news media responded in a low-key, if apparently approving, fashion to a shift by the Australian government toward a more conciliatory strategic approach to China, judging by reactions over the weekend.",2013-05-05 05:53:25+00:00
North Korea Says Prisoner Won’t Be Used as Leverage,"SEOUL, South Korea — North Korea said Sunday that it would not use an imprisoned American citizen as a political bargaining chip, rejecting the possibility of allowing any prominent Americans to visit the North to request his release, as it has in similar cases.",2013-05-05 14:56:30+00:00
Obama Backs South Korea President’s Policy on North,"WASHINGTON — President Obama offered an endorsement Tuesday of South Korea’s new president, Park Geun-hye, and her blueprint for defusing tensions with North Korea, but warned that the first move was up to the erratic, often belligerent young leader in Pyongyang,Kim Jong-un.",2013-05-08 01:20:53+00:00
United Nations Agency to Discuss Internet Governance Again,Here we go again. The United Nations is trying to take over the Internet! Or maybe it isn’t.,2013-05-10 16:48:22+00:00
U.S. Envoy Talks With Chinese About North Korea,"BEIJING — The State Department’s senior envoy on North Korea said Wednesday that he had discussed “all aspects of the North Korea issue” with Chinese officials, including sanctions on the North, during a one-day visit to Beijing.",2013-05-15 16:55:51+00:00
Hackers From China Resume Attacks on U.S. Targets,"WASHINGTON — Three months after hackers working for a cyberunit of China’s People’s Liberation Army went silent amid evidence that they had stolen data from scores of American companies and government agencies, they appear to have resumed their attacks  using different techniques, according to computer industry security experts and American officials.",2013-05-20 01:38:23+00:00
U.S. and Europe Prepare to Settle Chinese Solar Panel Cases,"HONG KONG — The Obama administration and the European Union have each decided to negotiate settlements with China in the world’s largest antidumping and antisubsidy trade cases involving China’s roughly $30 billion a year in solar panel shipments to the West, officials and trade advisers in Beijing, Brussels and Washington said.",2013-05-20 17:47:48+00:00
White House Sets U.S.-China Summit for California in June,"President Obama plans to meet President Xi Jinping of China next month for the first time since Mr. Xi’s installation as the leader of the world’s most populous nation, as the two leaders try to establish a working relationship on critical issues like North Korea, the global economy and allegations of state-sponsored cyber attacks, the White House announced on Monday.",2013-05-20 22:37:03+00:00
"As Chinese Leader’s Visit Nears, U.S. Is Urged to Allow Counterattacks on Hackers","WASHINGTON — With President Obama preparing for a first meeting with China’s new president, a commission led by two former senior officials in his administration will recommend a series of steps that could significantly raise the cost to China of the theft of American industrial secrets. If milder measures failed, the commission said, the United States should consider giving companies the right to retaliate against cyberattackers with counterstrikes of their own.",2013-05-22 02:04:35+00:00
Preventing a U.S.-China Cyberwar,"When President Obama and President Xi Jinping of China have their first meeting next month in California, addressing the issue of China’s cyberattacks on American institutions will be an important priority. Both nations need to take steps to avoid drifting into an all-out cyberwar. ",2013-05-25 14:32:59+00:00
"North American, With a Difference","TORONTO — Er Shun and Da Mao, the two giant pandas on loan from China that drew huge crowds when they were shown to the public this month at the Toronto Zoo, are also part of a role-playing exercise in a Canadian M.B.A. program. ",2013-05-27 12:05:14+00:00
Chinese President to Seek New Relationship With U.S. in Talks,"BEIJING — China’s new president, Xi Jinping, took a hands-on approach on Monday while meeting with President Obama’s national security adviser to prepare the agenda for the California summit meeting between the two leaders next week.",2013-05-28 18:47:26+00:00
U.S. and China Agree to Hold Regular Talks on Hacking,"WASHINGTON — The United States and China have agreed to hold regular, high-level talks on how to set standards of behavior for cybersecurity and commercial espionage, the first diplomatic effort to defuse the tensions over what the United States says is a daily barrage of computer break-ins and theft of corporate and government secrets.",2013-06-01 22:06:18+00:00
SAC Capital’s Deadline for Withdrawals,"Investors with SAC Capital Advisors may withdraw several billion dollars from the embattled hedge fund by a scheduled quarterly deadline on Monday, DealBook’s Peter Lattman and Ben Protess report. Investors are mindful of a separate deadline for law enforcement officials; over the next several weeks, the authorities must decide whether to bring a criminal case against SAC related to suspicious trading in two drug stocks.",2013-06-03 12:14:07+00:00
Crunchtime for China’s High School Seniors,"Friday and Saturday will be momentous days for millions of Chinese families, but not because of the upcoming California summit meeting between President Obama and China’s new leader, Xi Jinping.",2013-06-04 15:30:57+00:00
Chinese President Makes Bridge-Building Trip to Mexico,"SAN CRISTOBAL DE LAS CASAS, Mexico — President Xi Jinping of China arrived in Mexico City on Tuesday for a three-day visit intended to smooth over relations that have long been prickly.",2013-06-05 00:15:33+00:00
China’s First Lady Won’t See U.S. Counterpart on Visit,"WASHINGTON — Whatever President Obama and China’s president, Xi Jinping, do this weekend to make their highly anticipated meeting in California as informal, even intimate, as both sides profess to want, there is one thing they will not do: double date. ",2013-06-05 02:23:32+00:00
China Allows Return of U.S. Executive Before Xi’s Visit,"An American engineer and entrepreneur whose inability to leave China for the last five years has been a low-grade irritant for United States-Chinese relations was allowed to return home to Los Angeles on Monday, according to his family.",2013-06-05 06:51:39+00:00
Rice to Replace Donilon in the Top National Security Post,"WASHINGTON — President Obama announced on Wednesday afternoon that Susan E. Rice, the American ambassador to the United Nations, would replace Tom Donilon, who is resigning, as national security adviser in a major shakeup of his foreign-policy inner circle.",2013-06-05 11:00:09+00:00
A Chance to Defuse North Korea,"STANFORD, California — The talks that begin on Friday in California between President Obama and his Chinese counterpart, Xi Jinping, offer a unique opportunity for the two leaders to forge a personal relationship and frankly address major issues. Among these none is more urgent than North Korea.",2013-06-05 12:09:48+00:00
Obama’s Choices Reflect Change in Foreign Tone,"WASHINGTON — President Obama named Susan E. Rice and Samantha Power to major national security posts on Wednesday, promoting two outspoken voices for humanitarian intervention on a foreign policy team known for its deep caution in dealing with conflicts abroad.",2013-06-06 03:05:16+00:00
"Behind Scenes, China’s Envoy Aims to Allay Tensions With U.S.","BEIJING — In the Great Hall of the People last week, a man with graying hair and a broad face was among the phalanx of aides surrounding China’s new president, Xi Jinping, as he planned with the Americans for the California summit meeting.",2013-06-07 00:17:45+00:00
Obama and Xi Must Think Broadly to Avoid a Classic Trap,"CAMBRIDGE, Mass. — AS President Obama welcomes China’s new president, Xi Jinping, for an informal “shirt-sleeves” summit meeting in California on Friday, the bureaucracies of both governments must be quivering. Each will have prepared a long list of issues for its country’s leader to discuss, from cyberattacks and trade disputes to North Korean antics and competing claims in the seas near China. Talking points have been drafted, and many hope that a historic communiqué is in the works. ",2013-06-07 01:05:37+00:00
A Pitch to Add Ivory to the Agenda as Obama Meets His Chinese Counterpart,"Needless to say, there’s pressure on President Obama to address a host of issues in his weekend summit in the California desert with President Xi Jinping of China. Think computer security, trade disputes, North Korea’s destabilizing behavior.",2013-06-07 19:40:47+00:00
Obama and Xi Tackle Cybersecurity as Talks Begin in California,"PALM SPRINGS, Calif. — President Obama, midway through much-anticipated weekend talks with President Xi Jinping of China, said Friday night that there was no parallel between the cyberattacks on American businesses and government interests that it blames on China and the United States government’s surveillance of phone and Internet traffic to foil terrorists. ",2013-06-08 02:03:03+00:00
"U.S. and China Move Closer on North Korea, but Not on Cyberespionage","RANCHO MIRAGE, Calif. — Even as they pledged to build “a new model” of relations, President Obama and President Xi Jinping of China ended two days of informal meetings here on Saturday moving closer on pressuring a nuclear North Korea and addressing climate change, but remaining sharply divided over cyberespionage and other issues that have divided the countries for years.",2013-06-08 15:30:22+00:00
U.S. Helps Allies Trying to Battle Iranian Hackers,"WASHINGTON — The Obama administration has begun helping Middle Eastern allies build up their defenses against Iran’s growing arsenal of cyberweapons, and will be doing the same in Asia to contain computer-network attacks from North Korea, according to senior American officials.",2013-06-08 16:19:17+00:00
J.F.K. and the Power of Practical Idealism,"Monday is the 50th anniversary of a hinge date of history. On June 10, 1963, President John F. Kennedy helped move the world away from the nuclear precipice toward survival. J.F.K.’s act of leadership on that day is one of the greatest in modern history.",2013-06-09 12:02:53+00:00
Ex-Worker at C.I.A. Says He Leaked Data on Surveillance,"WASHINGTON — A 29-year-old former C.I.A. computer technician went public on Sunday as the source behind the daily drumbeat of disclosures about the nation’s surveillance programs, saying he took the extraordinary step because “the public needs to decide whether these programs and policies are right or wrong.”",2013-06-09 19:05:06+00:00
Hong Kong Seen as Likely to Extradite Leaker if U.S. Asks,"HONG KONG — In choosing Hong Kong as an initial place to take refuge from the United States government, the National Security Agency contractor who has acknowledged leaking documents has selected a jurisdiction where it may be possible to delay extradition but not avoid it, legal and law enforcement experts here said.",2013-06-10 13:37:04+00:00
E.U. Refuses to Cooperate on Security,"BERLIN — Next week, President Barack Obama will make his first official call on Chancellor Angela Merkel since 2009. During those four years, Mr. Obama has had to grapple with an economic downturn, the Arab Spring and winding down U.S. involvement in Iraq and Afghanistan. ",2013-06-10 16:12:30+00:00
Vodafone Pursues a German Deal,"The British wireless giant Vodafone has approached Kabel Deutschland of Germany over a potential takeover that could be worth more than $10 billion, DealBook’s Mark Scott reports. An acquisition would allow Vodafone, which owns 45 percent of Verizon Wireless, to expand its cellphone operations in Germany and offset increasing competition.",2013-06-12 11:39:39+00:00
Chinese State Media Suggest That N.S.A. Disclosures Will Hurt U.S. Ties,"HONG KONG — After several days of relative silence on the issue, Chinese state news media Thursday highlighted revelations that the United States government was engaged in widespread monitoring of Internet and telephone communications, carrying reports suggesting the disclosures could damage relations between the two countries.",2013-06-13 10:08:11+00:00
Pivot to a Trans-Atlantic Market,"Yes, the United States is pivoting to Asia, one of the reasons for the tête-à-tête last week between Barack Obama and Xi Jinping. But behind the scenes, President Obama has actually been reorienting U.S. diplomacy toward Europe.",2013-06-13 12:14:49+00:00
Freshpet Dog Food Promotes Products Sourced in the U.S.,"IN 2006, when Freshpet introduced dog food that required refrigeration, a novelty in the pet food aisle, retailers were skeptical that they should remodel to accommodate the free refrigerators the brand offered. But after widespread pet food recalls in 2007 linked to contaminated wheat gluten from China, consumers and retailers both warmed to the brand’s promise of fresh ingredients without preservatives, and distribution today has grown to about 9,200 stores, including Walmart, Target, Whole Foods and Petco.",2013-06-14 02:20:21+00:00
This Isn’t How to Stop Hacking,"WUHAN, China — When we landed in China early this week, we hadn’t realized that a long holiday, the Dragon Boat Festival, was about to begin. It took us a little while to figure out why traffic was so light in Beijing, and why the offices where we were meeting officials were so deserted.",2013-06-15 02:12:32+00:00
"After Plans Stall for Talks With South Korea, the North Sends an Invitation to the U.S.","SEOUL, South Korea — North Korea proposed high-level talks with the United States on Sunday, saying that it was ready to discuss easing tensions and, eventually, removing nuclear weapons from the Korean Peninsula.",2013-06-16 10:51:51+00:00
Drone Sales Flourish in a Time of Austerity,The use of unmanned drones for surveillance and targeted anti-guerrilla strikes has recently been a focus of ethical and political controversy.,2013-06-16 21:53:10+00:00
Obama’s German Storm,LONDON — Germany is normally a welcoming place for American leaders. But President Barack Obama will walk into a German storm Tuesday provoked by revelations about the Prism and Boundless Informant (who comes up with these names?) surveillance programs of the U.S. National Security Agency.,2013-06-17 13:09:01+00:00
U.S. Accuses 3 Countries of Abetting Human Trafficking,"WASHINGTON — The State Department on Wednesday accused Russia, China and Uzbekistan of continuing to abet human trafficking and forced labor, raising the possibility that they could face sanctions at a time when President Obama has tried to maintain relations with each on strategic issues.",2013-06-20 00:10:39+00:00
Dealing With Russia,"Western leaders have been largely silent while President Vladimir Putin unleashes a campaign of police-state tactics against Russians who voice opposition to him. Yet by emphasizing human rights, the West can inspire those in Russia who seek more freedom, without putting at risk most other important goals with Russia. ",2013-06-20 11:56:42+00:00
Senators Urge Additional Review of Smithfield’s Sale to Shuanghui,11:53 a.m. | Updated ,2013-06-20 14:31:27+00:00
U.S. Petitions for Extradition in N.S.A. Case,"HONG KONG — The State Department has asked Hong Kong to extradite Edward J. Snowden to face espionage and theft charges in the United States, officials confirmed on Saturday, setting off what is likely to be a tangled and protracted fight over his fate.",2013-06-22 13:23:37+00:00
"Snowden, in Russia, Seeks Asylum in Ecuador","WASHINGTON — The American authorities scrambled Sunday to figure out how to catch Edward J. Snowden, the former national security contractor accused of espionage, as he led them on an international chase, frustrating the Obama administration and threatening to strain relations on three continents.",2013-06-23 08:51:29+00:00
June 23 Updates on Snowden’s Asylum Pursuit,"Two days after the United States charged him with espionage, Edward J. Snowden, the former National Security Agency contractor who has admitted to disclosing classified information about the country’s government surveillance programs, left Hong Kong and is now seeking asylum in Ecuador, the foreign minister of Ecuador posted on Twitter. As our colleagues Keith Bradsher and Ellen Barry report, Mr. Snowden took a flight to Moscow, where he remained at the airport on Sunday. The Lede will be providing live updates. ",2013-06-23 13:22:15+00:00
China Said to Have Made Call to Let Leaker Depart,"BEIJING — The Chinese government made the final decision to allow Edward J. Snowden, the former National Security Agency contractor, to leave Hong Kong on Sunday, a move that Beijing believed resolved a tough diplomatic problem even as it reaped a publicity windfall from Mr. Snowden’s disclosures, according to people familiar with the situation.",2013-06-24 01:30:57+00:00
Leaker’s Flight Raises Tension Between U.S. and 3 Nations,"WASHINGTON — Frustrated Obama administration officials pressed Russia on Monday to turn over Edward J. Snowden, the national security contractor who disclosed surveillance programs, while warning China of “consequences” for letting him flee to Moscow.",2013-06-24 07:34:53+00:00
Snowden Case Has Cold War Aftertaste,"MOSCOW — Looking to secure Russia’s help on an array of issues, from Syria to nuclear arms cuts, President Obama at the Group of 8 summit meeting last week talked of his hope for “a constructive cooperative relationship that moves us out of a cold war mind-set.”",2013-06-24 23:26:39+00:00
"With Snowden in Middle, U.S. and Russia Joust, and Cool Off","MOSCOW — President Vladimir V. Putin of Russia on Tuesday appeared to rule out sending Edward J. Snowden back to the United States to face espionage charges, leaving him in limbo even as Moscow and Washington seemed to be making an effort to prevent a cold-war-style standoff from escalating.",2013-06-25 10:57:54+00:00
Kerry Softens Tone With Russia in Snowden Dispute,"JIDDA, Saudi Arabia — Secretary of State John Kerry on Tuesday softened the tone of the American requests to Russia to hand over Edward J. Snowden, the fugitive former national security contractor who is accused of revealing surveillance programs.",2013-06-25 14:49:49+00:00
"With Snowden Gone, Hong Kong Focuses on U.S. Surveillance","HONG KONG — The abrupt departure from Hong Kong on Sunday of Edward J. Snowden, the American former national security contractor, with the explicit approval of the Hong Kong government, has drawn the ire of the United States. But in Hong Kong the focus remains on Mr. Snowden’s exposure of American intelligence-gathering operations in Hong Kong and mainland China.",2013-06-26 07:56:56+00:00
"China to Welcome South Korean Leader, ‘an Old Friend’","BEIJING — China, which has long been North Korea’s benefactor, will signal its displeasure with Pyongyang again on Thursday when it welcomes President Park Geun-hye of South Korea for an elaborate banquet and a highly anticipated meeting with China’s leader, President Xi Jinping, who has called her “an old friend.”",2013-06-26 17:28:46+00:00
Rare Visit Underscores Tangles in Obama’s Ties to Africa,"DAKAR, Senegal — As a freshman senator from Illinois, Barack Obama told a packed auditorium in Kenya’s capital, “I want you all to know that as your ally, your friend and your brother, I will be there in every way I can.”",2013-06-27 01:11:30+00:00
Obama Looks to History and Future in Senegal,"DAKAR, Senegal — President Obama looked across the Atlantic Ocean as he stood in a stone doorway at Gorée Island, a symbolically important landmark that serves as a reminder of ships bound for America bearing African slaves in shackles.",2013-06-27 07:45:56+00:00
Chinese Defense Ministry Accuses U.S. of Hypocrisy on Spying,HONG KONG — The Chinese Ministry of National Defense accused the United States on Thursday of hypocrisy over cybersurveillance and said the disclosures made by Edward J. Snowden bolstered the case for China’s security efforts on the Internet. These were the harshest public comments so far from the Chinese government about Mr. Snowden’s revelations.,2013-06-27 11:33:25+00:00
An Evolving Merkel Doctrine,"“While military force cannot be the normal continuation of politics by other means, it must never be ruled out, or even merely questioned — as has been done by the German federal government — as the ultimate means of dealing with dictators. Anyone who rejects military action as a last resort weakens the pressure that needs to be maintained on dictators and consequently makes a war not less but more likely. This is a grave matter.”",2013-06-27 12:33:10+00:00
Obama to Suspend Trade Privileges With Bangladesh,The Obama administration on Thursday announced plans to suspend trade privileges for Bangladesh over concerns about safety problems and labor rights violations in the country’s garment industry.,2013-06-27 14:54:09+00:00
Senate Agriculture Committee Calls Hearing on Smithfield Deal,"The Senate Agriculture Committee said on Thursday that it would convene a hearing on July 10 to examine Smithfield Foods’ $4.7 billion sale to Shuanghui International, a Chinese meat processor, stepping up government scrutiny of the deal.",2013-06-27 16:12:45+00:00
"While N.S.A. Leaker Stays in Hiding, Russian TV Builds a Pedestal for Him","MOSCOW — While Edward J. Snowden has remained mysteriously hidden from sight during his visit to Russia this week, Russian television has been making him a hero.",2013-06-29 02:00:28+00:00
"In Tanzania, Obama Calls for a Partnership With Africa to Aid Its Economy","DAR ES SALAAM, Tanzania — President Obama called on Monday for a new partnership with Africa, one that would help sustain its recent run of tremendous economic growth while broadening the rewards to as many people as possible.",2013-07-01 10:42:42+00:00
Turning on the Lights in Pakistan,"KARACHI, Pakistan — Since Pakistan’s biggest electricity company was privatized, its headquarters has been looted, its employees kidnapped and its boss nearly arrested by the government. ",2013-07-01 12:01:06+00:00
Obama Seeks New U.S. Role in Climate Debate,"WASHINGTON — When President Obama barged into a meeting of leaders from Brazil, China, India and other countries at a climate conference in Copenhagen in December 2009, he managed to extract a last-minute agreement to set a goal to limit the rise in global temperatures.",2013-07-02 10:28:32+00:00
The Reset That Wasn’t,"Writing in these pages over the past two years, we have warned that despite the 2009 “reset,” relations between the United States and Russia continued to drift downward.",2013-07-05 12:36:32+00:00
Missile Defense Interceptor Misses Target in Test,"WASHINGTON — A test launching of an advanced missile-defense interceptor failed to hit its target high over the Pacific Ocean, the Pentagon said on Friday, four months after the Obama administration announced that it would spend $1 billion to increase the number of interceptors along the West Coast in response to verbal threats from North Korea.",2013-07-06 00:36:01+00:00
Brazil Voices ‘Deep Concern’ Over Gathering of Data by U.S.,"RIO DE JANEIRO — The international tensions stirred up by recent revelations about American spying spread to yet another nation on Sunday, when Brazil’s foreign minister expressed “deep concern” over the issue and said his government would press the United Nations to take action that “preserves the sovereignty of all countries.”",2013-07-08 01:45:44+00:00
Talking Cyberthreat With China,BEIJING — We confront the problem of I.T. weaponry and national security today with the same uncertainty that we brought to nuclear weapons during the early years of the Cold War. ,2013-07-09 12:10:42+00:00
China’s Growth Woes Could Force Government Response,"This week, China enters the “sanfu days” of the lunar calendar, similar to what are known in the west as the dog days of summer. Some areas of the country are battling huge floods, and the weather will most likely get worse before it gets better.",2013-07-10 18:26:22+00:00
"China and Russia, in a Display of Unity, Hold Naval Exercises","BEIJING — An armada of Chinese and Russian warships sailed in ceremonial formation in the Sea of Japan, off the port of Vladivostok, on Wednesday in what was the high point of joint naval exercises intended to show the growing unity between two countries with a historically uneasy relationship.",2013-07-10 22:51:22+00:00
Differences on Cybertheft Complicate China Talks,WASHINGTON — Vice President Joseph R. Biden Jr. opened annual strategic talks with senior Chinese leaders here on Wednesday by repeating the United States’ accusation that the electronic theft of American intellectual property could undermine the relationship between the world’s two largest economies.,2013-07-11 00:56:45+00:00
"After Epic Escape From China, Exile Is Mired in Partisan U.S.","Chen Guangcheng, the blind legal advocate who challenged the Chinese government over its harsh family planning policies, is nothing if not a politically astute survivor. He outsmarted the phalanx of guards who kept him under house arrest and then made his way into the American Embassy, setting off a diplomatic crisis that was resolved only after Secretary of State Hillary Rodham Clinton intervened and negotiated his freedom.",2013-07-11 01:42:55+00:00
The Wary Chinese-Russian Partnership,"Russia and China wrapped up joint military exercises on Wednesday in the Sea of Japan, the largest naval drills China has ever conducted with a foreign partner. The exercises took place amid mounting U.S. frustration over Russian and Chinese efforts to block United Nations Security Council action against the Assad regime in Syria and fuel U.S. concern about an anti-American axis between the two authoritarian great powers.",2013-07-11 12:43:36+00:00
"U.S. and China to Discuss Investment Treaty, but Cybersecurity Is a Concern","WASHINGTON — The United States and China will start negotiating a sweeping bilateral investment treaty, which could open vast sectors of each economy to investments from the other side, officials announced Thursday.",2013-07-12 00:46:52+00:00
U.S. Is Pressing Latin Americans to Reject Snowden,"CARACAS, Venezuela — The United States is conducting a diplomatic full-court press to try to block Edward J. Snowden, the fugitive American intelligence contractor, from finding refuge in Latin America, where three left-leaning governments that make defying Washington a hallmark of their foreign policies have publicly vowed to take him in.",2013-07-12 01:41:41+00:00
University of Macau Moves Over the China Border,"HONG KONG — While there are plenty of academic institutions looking to enter China, the University of Macau is taking a more radical approach: It is abandoning its current campus and relocating entirely to Zhuhai, just across the mainland Chinese border.",2013-07-14 16:00:09+00:00
Israel Increases Pressure on U.S. to Act on Iran,"JERUSALEM — Prime Minister Benjamin Netanyahu ramped up pressure on the White House on Sunday to put the buildup of Iran’s nuclear program ahead of other crises in the Middle East, complaining of a lack of urgency on the issue and saying that the Obama administration must demonstrate “by action” to Iran’s newly elected president that “the military option which is on the table is truly on the table.”",2013-07-14 18:40:16+00:00
Q. and A.: Orville Schell and John Delury on China’s Quest for Rejuvenation,"BEIJING – Last November, after ascending to the top position in the Chinese Communist Party, Xi Jinping led the other six members of the new Politburo Standing Committee to an outing at the National Museum, on the east side of Tiananmen Square. The men stood in dark jackets at an exhibition on modern Chinese history titled “The Road to Rejuvanation,” or 复兴之路. This was their first appearance together outside the Great Hall of the People, and so it was loaded with meaning.",2013-07-16 18:46:30+00:00
"In China and U.S., Mutual Distrust Grows, Study Finds","BEIJING — Americans view China in a markedly less favorable light than two years ago, and Chinese attitudes toward the United States have also soured, a sign that the two countries are drifting apart at the level of public opinion, according to a Pew Global Survey to be released on Thursday.",2013-07-18 04:06:25+00:00
Retiring U.S. Envoy Faults Hong Kong and China on Snowden,"HONG KONG — The American consul general here had some pointed words on Thursday for Hong Kong and the Chinese authorities, saying that their decision to let the former United States intelligence contractor Edward J. Snowden flee to Moscow last month had “damaged the very high level of trust” between Hong Kong and the United States, and that repairing the relationship would take time.",2013-07-18 11:32:21+00:00
Obama May Cancel Moscow Trip as Tensions Build Over Leaker,"WASHINGTON — President Obama may cancel a scheduled trip to Moscow to meet with President Vladimir V. Putin in September as the standoff over the fate of Edward J. Snowden, the former National Security Agency contractor seeking asylum there, takes its toll on already strained relations between the United States and Russia, officials said Thursday.",2013-07-18 18:18:57+00:00
U.S. Online Course Provider Tries to Enter China Market,"Coursera, one of the major U.S. education companies providing massive open online courses, known as MOOCs, seems to have run into some red tape in China.",2013-07-21 11:58:04+00:00
Germans Play for Time in the Debate on Drones,"BERLIN — With just two months left before Germany’s federal election, the opposition Social Democratic Party is struggling to reverse its poor standing in the opinion polls.",2013-07-22 14:39:40+00:00
U.S. Urged to Adopt Policy Justifying Intervention,"WASHINGTON — When Samantha Power, President Obama’s nominee to be ambassador to the United Nations, faced senators at her confirmation hearing last week, the first question from Senator Bob Corker of Tennessee, the ranking Republican, was how she defined an idealistic, if somewhat obscure, foreign policy principle known as “responsibility to protect.”",2013-07-23 21:20:51+00:00
Obama Nominates Caroline Kennedy to Be Ambassador to Japan,"WASHINGTON — President Obama on Wednesday nominated Caroline Kennedy to be ambassador to Japan, moving to give a scion of America’s most enduring political dynasty a diplomatic post that has often gone to political heavyweights.",2013-07-24 21:53:14+00:00
Obama and Vietnam’s Leader Pledge Deeper Ties,"WASHINGTON — Bearing a copy of a letter from Ho Chi Minh to Harry S. Truman, the president of Vietnam met President Obama on Thursday and pledged to deepen trade and military ties with the United States even as they tangled over human rights.",2013-07-26 02:58:07+00:00
Iran Is Said to Want Direct Talks With U.S. on Nuclear Program,"WASHINGTON — Prime Minister Nuri Kamal al-Maliki of Iraq told the Obama administration this month that Iran was interested in direct talks with the United States on Iran’s nuclear program, and said that Iraq was prepared to facilitate the negotiations, Western officials said Thursday.",2013-07-26 06:45:13+00:00
A Race to Save the Orange by Altering Its DNA,"CLEWISTON, Fla. — The call Ricke Kress and every other citrus grower in Florida dreaded came while he was driving.",2013-07-27 20:37:34+00:00
