headline,lead_paragraph,date
U.S. to Expel Chinese Graduate Students With Ties to China’s Military Schools,"WASHINGTON — The Trump administration plans to cancel the visas of thousands of Chinese graduate students and researchers in the United States who have direct ties to universities affiliated with the People’s Liberation Army, according to American officials with knowledge of the discussions.",2020-05-28 09:00:25+00:00
Will the U.S. Soon Treat Hong Kong Like China? Much Is at Stake,Hong Kong risks becoming collateral damage in the growing rivalry between China and the United States.,2020-05-28 10:23:03+00:00
Pompeo Hits Out at China,"The White House steps up pressure on China, Betsy DeVos redistributes the wealth (to the wealthy, her education opponents argue) and the mask wars intensify. It’s Thursday, and this is your politics tip sheet.",2020-05-28 11:02:48+00:00
"Beijing Hardens Resolve to Defy U.S., Even While Calling for Cooperation","BEIJING —  Ignoring threats from Washington, China stripped another layer of autonomy from Hong Kong on Thursday, plowing ahead with a plan that would ban any form of dissent deemed subversive in the territory reclaimed from Britain more than two decades ago.",2020-05-28 13:50:57+00:00
North Koreans Accused of Laundering $2.5 Billion for Nuclear Program,"WASHINGTON — North Korean and Chinese citizens are operating a multibillion-dollar money laundering scheme to help fund the North’s nuclear weapons program, the Justice Department said in an indictment unsealed on Thursday. The case underscores the Trump administration’s inability to halt Pyongyang’s nuclear weapons program through diplomacy.",2020-05-28 15:39:41+00:00
Trump Speaks on China. Markets Rise,This briefing is no longer updating. Live updates can be found here. ,2020-05-29 09:00:54+00:00
Trump Speaks on China. Markets Rise,This briefing is no longer updating. Live updates can be found here. ,2020-05-29 09:00:54+00:00
"Rebuking China, Trump Curtails Ties to Hong Kong and Severs Them With W.H.O.","WASHINGTON — President Trump said Friday that his administration would “begin the process” of ending the American government’s special relationship with Hong Kong, including on trade and law enforcement, and that he was withdrawing from the World Health Organization, as part of a broad effort to retaliate against China.",2020-05-29 19:15:40+00:00
"Blaming China for Pandemic, Trump Says U.S. Will Leave the W.H.O.","After spending weeks accusing the World Health Organization of helping the Chinese government cover up the early days of the coronavirus epidemic in China, President Trump said on Friday that the United States would terminate its relationship with the agency.",2020-05-29 22:43:25+00:00
China and the Rhineland Moment,Great struggles between great powers tend to have a tipping point. It’s the moment when the irreconcilability of differences becomes obvious to nearly everyone.,2020-05-29 23:55:09+00:00
"As Virus Toll Preoccupies U.S., Rivals Test Limits of American Power","WASHINGTON — With the United States preoccupied by the sobering reality of more than 100,000 Americans dead from the coronavirus, China has pushed in recent weeks to move troops into disputed territory with India, continue aggressive actions in the South China Sea and rewrite the rules of how it will control Hong Kong.",2020-06-01 09:00:20+00:00
China Offers Measured Response to Trump’s Move on Hong Kong,"After staying quiet for days following President Trump’s move to curtail relations with Hong Kong, Beijing weighed in on Monday with a relatively measured response, suggesting that it might be waiting for details about Washington’s plan.",2020-06-01 11:47:36+00:00
‘We Need Help’: Coronavirus Fuels Racism Against Black Americans in China,"Jeff Remmington, an American professional basketball player trying his hand in China, had already been through xenophobic hell: ostracized in Guangzhou, where he was once celebrated for his acrobatic dunks, denied service at a restaurant with his 4-year-old son because of his skin color, quarantined for two weeks, though he showed no signs of coronavirus infection, he said.",2020-06-02 09:00:23+00:00
"As Protests Engulf the United States, China Revels in the Unrest","The cartoon shows the Statue of Liberty cracking into pieces, a police officer breaking through its copper robe. A man’s head lies on the ground in front of the White House, its facade splattered with blood.",2020-06-02 12:03:45+00:00
Philippines Backs Off Threat to Terminate Military Pact With U.S.,"MANILA — In a strategic setback for China, the Philippines government reversed itself Tuesday and said it would maintain a longstanding military pact with the United States that President Rodrigo Duterte has criticized as unfair.",2020-06-02 15:11:53+00:00
Why China May Call the World’s Bluff on Hong Kong,"HONG KONG — China long depended on Hong Kong to be everything it was not. The city’s freewheeling capitalism and personal freedoms, both absent from the mainland, made it one of the world’s premier financial hubs. Together, they flourished for decades.",2020-06-03 14:12:45+00:00
China Steps Back in Airline Dispute With the Trump Administration,"The Chinese authorities on Thursday appeared to retreat partially from an escalating dispute with the United States over air travel between the two countries, announcing that foreign airlines would be allowed to operate one flight per week in Chinese cities.",2020-06-03 14:49:26+00:00
"North Korea Lashes Out at U.S., Saying China Is Eclipsing It","SEOUL, South Korea — North Korea lashed out at both Seoul and Washington on Thursday, threatening to scrap key parts of agreements with South Korea and comparing the United States to a setting sun being eclipsed by China.",2020-06-04 05:32:04+00:00
"Chinese Hackers Target Email Accounts of Biden Campaign Staff, Google Says","WASHINGTON — Chinese hackers are targeting the personal email accounts of campaign staff members working for former Vice President Joseph R. Biden Jr., Google said on Thursday, while confirming previous reports that Iran has targeted President Trump’s campaign.",2020-06-04 22:30:29+00:00
U.S. Diplomats Struggle to Defend Democracy Abroad Amid Crises at Home,"WASHINGTON — American diplomats who are the global face of the United States are struggling with how to demand human rights, democracy and rule-of-law abroad amid concerns overseas and criticism at home over the Trump administration’s strong-arm response to the protests across the country.",2020-06-06 09:00:21+00:00
Senate Faults Oversight of Chinese Telecom Companies in U.S.,WASHINGTON — Senate investigators said Tuesday that government officials had “exercised minimal oversight” of the risks posed by three Chinese telecom companies that operate on American communications networks.,2020-06-09 09:00:13+00:00
A U.S. Secret Weapon in A.I.: Chinese Talent,"When the Defense Department launched Project Maven, an effort to remake American military technology through artificial intelligence, it leaned on a team of about a dozen engineers working at Google. Many of them, according to two people familiar with the arrangement, were Chinese citizens.",2020-06-09 14:00:10+00:00
E.U. Slams China Over Disinformation Campaign,This briefing has ended. Read live coronavirus updates here.,2020-06-10 09:36:06+00:00
China Shuts Vast Beijing Market as It Hunts Coronavirus Cluster,[Read our live Coronavirus cases and updates globally.],2020-06-12 09:16:54+00:00
"Faced With Crisis and Re-election, Senate Republicans Blame China","WASHINGTON — When Senator Martha McSally, one of the most politically endangered Republicans, was asked last month about reports that President Trump had brushed away warnings from his own aides about the looming threat of the coronavirus, she promptly pivoted.",2020-06-13 09:00:14+00:00
V.O.A. Directors Resign After Bannon Ally Takes Charge of U.S. Media Agency,"WASHINGTON — Two veteran journalists in charge of Voice of America, Amanda Bennett and Sandra Sugawara, resigned on Monday as a result of the recent congressional confirmation of a conservative activist and filmmaker to be the head of the agency that oversees the government broadcast organization.",2020-06-15 18:43:01+00:00
"India-China Border, Beijing Outbreak, Restaurants: Your Wednesday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2020-06-16 19:36:32+00:00
Trump Trade Official Defends China Deal and Criticizes the W.T.O.,"WASHINGTON — The Trump administration’s top trade negotiator defended the president’s economic agreement with China on Wednesday, saying that Beijing was buying more American products and had reaffirmed its commitment to live up to the deal.",2020-06-17 22:14:45+00:00
George Floyd’s Brother Urges U.N. to Investigate Police Killings in U.S.,"GENEVA — The brother of George Floyd implored the United Nations on Wednesday to mount an investigation into racism, police brutality and police killings of unarmed black people in the United States.",2020-06-17 23:24:37+00:00
New Conservative Media Chief Dismisses Heads of U.S.-Funded News Outlets,"WASHINGTON — A conservative filmmaker who recently took over a United States global media agency removed the chiefs of four news organizations under its purview on Wednesday night, according to people with knowledge of the decision, in an action that raises questions about their editorial independence.",2020-06-18 03:29:35+00:00
China Lashes Out at U.S.’s Action Against Mass Incarcerations,[Read our 5 takeaways from John Bolton’s book.],2020-06-18 10:23:33+00:00
The Biggest Obstacle to China Policy: President Trump,,2020-06-18 23:27:13+00:00
"U.K. Contact Tracing, India-China Tensions, Stolen Van Gogh: Your Friday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2020-06-19 04:03:32+00:00
Will India Side With the West Against China? A Test Is at Hand,"For years, the United States and its allies have tried to persuade India to become a closer military and economic partner in confronting China’s ambitions, painting it as a chance for the world’s largest democracy to counterbalance the largest autocracy.",2020-06-19 05:07:36+00:00
Law Will Tighten Beijing’s Grip on Hong Kong With Chinese Security Force,"China released a sweeping blueprint on Saturday to tighten its control over Hong Kong, revealing plans to establish a security agency in the territory to help Beijing extinguish challenges to its power after months of unrest.",2020-06-20 06:27:36+00:00
"Pushing for Serbia-Kosovo Peace Deal, U.S. Roils Allies","BERLIN — Last October, with the Balkans unsettled and the old tethers of American diplomacy coming apart, the Trump administration dispatched a new envoy to try to solve one of Europe’s longest-running territorial disputes: the two-decade standoff between Serbia and Kosovo.",2020-06-20 15:02:27+00:00
"China’s Man in Washington, Named Trump","“Nobody has been tougher on China than me,” President Trump has declared repeatedly, and he is trying to exploit anti-China feelings for his re-election. He portrays Joe Biden as soft on China, and his backers have run ads denouncing “Beijing Biden.”",2020-06-20 18:30:08+00:00
Trump Says He Avoided Punishing China Over Uighur Camps to Protect Trade Talks,"President Trump said he resisted punishing China for its mass internment of ethnic Uighurs last year for fear of jeopardizing trade talks with Beijing, a blunt admission of his transactional approach to human rights and willingness to subordinate other U.S. policy priorities to a potential trade deal he considers vital to his re-election.",2020-06-22 02:49:14+00:00
"E.U.-China Talks, Sweden, Working From Home: Your Tuesday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2020-06-23 04:16:37+00:00
"Trapped Abroad, China’s ‘Little Pinks’ Rethink Their Country",James Liu has always considered himself a patriot.,2020-06-24 08:22:50+00:00
A Coronavirus Care Package From China,"CHICAGO — “The motherland is by your side” read the message printed on the plastic envelope. The characters were set in bright yellow against a crimson background, the same colors as on China’s national flag. “Genuine affection from 10,000 miles away.”",2020-06-25 09:01:14+00:00
"China’s Military Provokes Its Neighbors, but the Message Is for the United States","In the same week that Chinese and Indian soldiers engaged in a deadly brawl, one of China’s submarines cruised through the waters near Japan, prompting a scramble of aircraft and ships to track its furtive movements. Chinese fighter jets and at least one bomber buzzed Taiwan’s territorial airspace almost daily.",2020-06-26 07:00:12+00:00
E.U. Plans to Bar Most U.S. Travelers When Bloc Reopens,"BRUSSELS — The European Union is ready to bar most travelers from the United States, Russia, and dozens of other countries considered too risky because they have not controlled the coronavirus outbreak, E.U. officials said Friday.",2020-06-26 21:08:28+00:00
"India Bans Nearly 60 Chinese Apps, Including TikTok and WeChat","India’s government banned nearly 60 Chinese mobile apps on Monday, including TikTok, citing national security concerns, after a deadly clash between their militaries this month raised tensions between the two countries to the highest level in decades.",2020-06-29 17:15:34+00:00
U.S. Halts High-Tech Exports to Hong Kong Over Security Concerns,"WASHINGTON — The Trump administration placed new restrictions on U.S. exports of defense equipment and certain high-technology products to Hong Kong on Monday, in response to a new Chinese law aimed at tightening Beijing’s control over the territory.",2020-06-29 22:25:19+00:00
A New Superpower Competition Between Beijing and Washington: China’s Nuclear Buildup,"When negotiators from the United States and Russia met in Vienna last week to discuss renewing the last major nuclear arms control treaty that still exists between the two countries, American officials surprised their counterparts with a classified briefing on new and threatening nuclear capabilities — not Russia’s, but China’s.",2020-06-30 09:00:23+00:00
"E.U. Formalizes Reopening, Barring Travelers From U.S.","BRUSSELS — The European Union will open its borders to visitors from 15 countries as of Wednesday, but not to travelers from the United States, Brazil or Russia, putting into effect a complex policy that has sought to balance health concerns with politics, diplomacy and the desperate need for tourism revenue.",2020-06-30 13:37:37+00:00
"U.S. Calls for Indefinite Arms Embargo of Iran, but Finds No Takers","Secretary of State Mike Pompeo called on Tuesday for an arms embargo on Iran to be extended indefinitely, but his appeal fell flat at the United Nations Security Council, where Russia and China rejected it outright and close allies of the United States were ambivalent.",2020-06-30 23:37:10+00:00
"As China Strengthens Grip on Hong Kong, Taiwan Sees a Threat","TAIPEI, Taiwan — China’s leader, Xi Jinping, has long tried to convince Taiwan that unification was a historical inevitability, alternately enticing the democratic island with economic incentives while bluntly warning that any move toward formal independence would be answered with military force.",2020-07-01 09:05:58+00:00
President Trump Has Tools to Pressure China. Will He Use Them?,"Much of the focus on China in recent months has been over the coronavirus that originated there late last year. But that has hardly slowed Beijing’s assault on fundamental freedoms and human rights, from the brutal repression of the Uighurs to choking off Hong Kong’s limited autonomy.",2020-07-01 23:54:01+00:00
Senate Sends Trump a Bill to Punish Chinese Officials Over Hong Kong,"WASHINGTON — The Senate on Thursday unanimously passed legislation to impose sanctions on Chinese officials trying to stamp out political dissent in Hong Kong, sending the measure to President Trump’s desk for his signature.",2020-07-02 18:23:24+00:00
"With Beijing’s Military Nearby, U.S. Sends 2 Aircraft Carriers to South China Sea",WASHINGTON — Two American aircraft carriers sailed to the South China Sea on Saturday for what Navy officials described as a freedom-of-navigation operation while China’s military conducts exercises nearby.,2020-07-04 20:23:06+00:00
‘Strategic Empathy’: How Biden’s Informal Diplomacy Shaped Foreign Relations,"President Barack Obama had a China problem. His national security team knew the Chinese Communist Party was getting ready to anoint a new leader. But his aides wanted to better understand the man they expected to assume power, Xi Jinping. It seemed like a job for Vice President Joseph R. Biden Jr.",2020-07-05 20:40:33+00:00
State Department Bars Chinese Officials Who Restrict Access to Tibet,"The State Department said on Tuesday that it was barring Chinese authorities from the United States who were found to have restricted journalists, tourists, or diplomats or other American officials from entering Tibetan areas.",2020-07-07 22:40:43+00:00
Trump Administration Signals Formal Withdrawal From W.H.O.,"WASHINGTON — The Trump administration has formally notified the United Nations that the United States will withdraw from the World Health Organization, a move that would cut off one of the largest sources of funding from the premier global health organization in the middle of a pandemic.",2020-07-07 22:44:13+00:00
"White House Warns Against Chinese Investment, Citing Risk of Further Sanctions",WASHINGTON — White House officials on Tuesday warned a federally administered retirement plan for railroad workers against investing in Chinese companies and said that additional sanctions could be on the way in return for China’s role in spreading the coronavirus.,2020-07-08 00:01:05+00:00
The Chinese Decade,"It is quite extraordinary that a pandemic originating in a Chinese province, a disease whose initial cover-up briefly seemed likely to deal a grave blow to the Communist regime, has instead given China a geopolitical opportunity unlike any enjoyed by an American rival since at least the Vietnam War.",2020-07-11 18:30:06+00:00
"Defying U.S., China and Iran Near Trade and Military Partnership","Iran and China have quietly drafted a sweeping economic and security partnership that would clear the way for billions of dollars of Chinese investments in energy and other sectors, undercutting the Trump administration’s efforts to isolate the Iranian government because of its nuclear and military ambitions.",2020-07-11 20:49:59+00:00
China Imposes Tit-for-Tat Sanctions on Three American Lawmakers,"BEIJING — As tensions between the two sides mount, the Chinese government announced on Monday that it would impose sanctions on three American lawmakers and a diplomat in retaliation for similar moves last week by the Trump administration against four  officials in China.",2020-07-13 10:02:25+00:00
U.S. Says Most of China’s Claims in South China Sea Are Illegal,"WASHINGTON — Secretary of State Mike Pompeo announced on Monday that China’s expansive maritime claims across most of the South China Sea were “completely unlawful,” setting up potential military confrontations with Beijing and sanctions against companies as the United States seeks to push back Chinese activity in the region.",2020-07-13 22:23:18+00:00
U.K. Bars Huawei for 5G as Tech Battle Between China and the West Escalates,"LONDON — Britain announced on Tuesday that it would ban equipment from the Chinese technology giant Huawei from the country’s high-speed wireless network, a victory for the Trump administration that escalates the battle between Western powers and China over critical technology.",2020-07-14 11:44:58+00:00
"Caught in ‘Ideological Spiral,’ U.S. and China Drift Toward Cold War","One by one, the United States has hit at the core tenets of Xi Jinping’s vision for a rising China ready to assume the mantle of superpower.",2020-07-14 13:00:41+00:00
"U.S.-China Tensions, Huawei, Student Visas: Your Wednesday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2020-07-14 20:06:06+00:00
"Trump’s Falsehoods on Police Shootings, Biden, Coronavirus and China","In a rambling, campaign-style appearance in the Rose Garden at the White House and in an interview with CBS News on Tuesday, President Trump ranged across many topics, sprinkling questionable assertions throughout his remarks.",2020-07-15 03:16:47+00:00
"U.K.-Huawei, Europe Economy, China: Your Wednesday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2020-07-15 04:40:08+00:00
U.S. Weighs Sweeping Travel Ban on Chinese Communist Party Members,"The Trump administration is considering a sweeping ban on travel to the United States by members of the Chinese Communist Party and their families, according to people familiar with the proposal, a move that would almost certainly prompt retaliation against Americans seeking to enter or remain in China and exacerbate tensions between the two nations.",2020-07-15 23:59:40+00:00
U.S. Wants to Bar Members of China’s Communist Party. Who Are They?,"As the Trump administration weighs a travel ban against the members of the Chinese Communist Party and their relatives, it is considering cutting off a vast sector of Chinese society — 92 million people — that often defies stereotypes, including those who walk the halls of power in Beijing, supervise China’s schools and run major companies.",2020-07-16 08:55:01+00:00
"U.S. Visas, China’s Economy, Street Musicians: Your Friday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2020-07-16 19:32:07+00:00
Barr Urges U.S. Companies to Resist Serving as ‘Pawns’ for China,"WASHINGTON — Accusing American firms of engaging in “corporate appeasement” of the Chinese Communist Party, Attorney General William P. Barr called on the private sector on Thursday to get tougher in resisting what he portrayed as corrupting efforts by China to cheat and bully its way into taking over the global economy.",2020-07-16 20:14:31+00:00
U.S. Imposes Sanctions on 11 Chinese Companies Over Human Rights,"WASHINGTON — The Trump administration on Monday barred 11 new Chinese companies from purchasing American technology and products without a special license, saying the firms were complicit in human rights violations in China’s campaign targeting Muslim minorities in the Xinjiang region.",2020-07-20 22:12:14+00:00
China Uses W.H.O. Inquiry to Tout Coronavirus Response,Chinese officials are hailing a visit by a team of experts sent to Beijing by the World Health Organization to investigate the source of the coronavirus as evidence that the country is a responsible and transparent global power. But the investigation by the W.H.O. is likely to take many months and could face delays.,2020-07-21 08:18:55+00:00
"U.S. Orders China to Close Houston Consulate, Citing Efforts to Steal Trade Secrets","WASHINGTON — The United States has abruptly ordered China to close its consulate in Houston, accusing diplomats of aiding economic espionage and the attempted theft of scientific research as the Trump administration sharply escalates its moves against China.",2020-07-22 08:24:19+00:00
"Accuse, Evict, Repeat: Why Punishing China and Russia for Cyberattacks Fails","As smoke poured from the Chinese Consulate in Houston on Wednesday, the product of an old-fashioned ritual in which evicted diplomats touch off a bonfire of classified documents after being ordered to leave the country, Trump administration officials boasted that they were hitting Beijing where it hurt — in one of the epicenters of its spying operations in the United States.",2020-07-22 23:25:40+00:00
Popular Chinese-Made Drone Is Found to Have Security Weakness,"Cybersecurity researchers revealed on Thursday a newfound vulnerability in an app that controls the world’s most popular consumer drones, threatening to intensify the growing tensions between China and the United States.",2020-07-23 09:30:07+00:00
"Beijing’s Tightrope: Stand Tough, but Avoid a Full Rupture With the U.S.","BEIJING — Two weeks ago, China’s foreign minister, Wang Yi, pleaded with the United States to step back from the brink and find ways to work together. Just days later, he complained to his Russian counterpart that the United States had “lost its mind, morals and credibility.”",2020-07-23 13:07:25+00:00
TikTok’s Parent Said to Weigh Selling a Majority Stake in the Video App,"ByteDance, the parent company of TikTok, is weighing its ownership options for the popular video app after the Trump administration threatened to ban the app from the United States this month, according to people briefed on the discussions.",2020-07-23 20:51:15+00:00
"China Orders U.S. to Shut Chengdu Consulate, Retaliating for Houston","BEIJING — As the United States lashed out against the “new tyranny” of China, Beijing on Friday ordered the closure of the American consulate in Chengdu, a retaliatory move that threatens to drive the two powers into an even deeper divide.",2020-07-24 04:15:13+00:00
"Coronavirus, U.S.-China Feud, Climate Change: Your Friday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2020-07-24 04:33:39+00:00
The Two China Fires,"We’ll probably never know exactly what sorts of documents were incinerated at China’s Consulate in Houston in the days before the United States forced it to close on Friday, after accusing it of being a hub of espionage. We may also never know what caused this month’s catastrophic fire aboard the U.S.S. Bonhomme Richard, a massive amphibious assault ship that was being fitted out to double as a small aircraft carrier, in the port of San Diego.",2020-07-25 00:03:37+00:00
"Once a Source of U.S.-China Tension, Trade Emerges as an Area of Calm","WASHINGTON — For the better part of three years, President Trump’s trade war with China strained relations between the world’s largest economies. Now, the trade pact the two countries signed in January appears to be the most durable part of the U.S.-China relationship.",2020-07-25 15:24:42+00:00
"As the World Gets Tougher on China, Japan Tries to Thread a Needle","TOKYO — Earlier this year, as it became clear that the coronavirus pandemic was not going to pass quickly, the Japanese government delayed plans for what would be the first state visit by a Chinese leader to Tokyo since 2008.",2020-07-25 23:24:54+00:00
"North Korea, U.S.-China, Olivia de Havilland: Your Monday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2020-07-26 19:32:14+00:00
China’s Claims to the South China Sea Are Unlawful. Now What?,"With China throwing its weight around in the South China Sea, Secretary of State Mike Pompeo rightly declared this month that the country’s aggressive claims to offshore resources in the area were “completely unlawful.” The message aligned the United States with international law in one of the world’s most critical waterways and showed support for the smaller coastal states threatened by Chinese bullying.",2020-07-27 22:41:36+00:00
What Would a Cold War With China Look Like?,This article is part of the Debatable newsletter. You can sign up here to receive it on Tuesdays and Thursdays.,2020-07-28 21:50:03+00:00
The Vatican Is Said to Be Hacked From China Before Talks With Beijing,"WASHINGTON — Chinese hackers infiltrated the Vatican’s computer networks in the past three months, a private monitoring group has concluded, in an apparent espionage effort before the beginning of sensitive negotiations with Beijing.",2020-07-28 22:46:13+00:00
China’s Arms Buildup Threatens the Nuclear Balance,"Nuclear arms control is at a crossroads — not because we are approaching the deadline on an extension of the 2010 New Strategic Arms Reduction Treaty, but because China’s nuclear expansion threatens to upend decades of relative nuclear stability between the United States and Russia.",2020-07-29 09:00:26+00:00
Confronting China,Listen and subscribe to our podcast from your mobile device:Via Apple Podcasts | Via Spotify | Via Stitcher,2020-07-29 10:00:03+00:00
"U.S. Will Cut 12,000 Forces in Germany","The United States is cutting back its deployments in Germany by nearly 12,000 troops and shifting some of those forces around the continent, including relocating some units to Belgium and Italy, Defense Secretary Mark T. Esper announced on Wednesday.",2020-07-29 14:14:33+00:00
U.S. Adds Sanctions Over Internment of Muslims in China,"WASHINGTON — The Trump administration announced sanctions Friday on a powerful government entity and two senior officials who have helped manage it, citing systemic human rights abuses against predominantly Muslim ethnic minorities in the Xinjiang region in China’s far northwest.",2020-07-31 17:19:38+00:00
"Iran Will Expand Nuclear Program and Won’t Talk to U.S., Ayatollah Says","Iran’s supreme leader, Ayatollah Ali Khamenei, has said in a televised address that Iran will expand its nuclear program and will not negotiate with the United States, doubling down on his defiance of the Trump administration’s “maximum pressure” policy.",2020-08-01 09:46:59+00:00
U.S. Small Business Bailout Money Flowed to Chinese-Owned Companies,"WASHINGTON — President Trump has blamed China for the coronavirus pandemic and the ensuing economic crisis, but as the White House looks to stabilize small businesses in the United States, the rescue effort has had an unintended beneficiary: Chinese companies.",2020-08-02 16:45:00+00:00
"How TikTok’s Owner Tried, and Failed, to Cross the U.S.-China Divide",The Chinese entrepreneur behind TikTok took ample precautions when he set out to straddle the tech world’s most treacherous divide: the one separating China’s tightly controlled internet from the rest of the planet.,2020-08-03 13:00:32+00:00
"U.S. Health Secretary to Visit Taiwan, in a Move Likely to Anger Beijing","TAIPEI, Taiwan — The United States’ top health official, Alex M. Azar II, will lead a delegation on a trip to Taiwan, a rare high-level visit to the island by an American official that is likely to further fray ties between Beijing and Washington.",2020-08-05 03:44:10+00:00
U.S. Examines Whether Saudi Nuclear Program Could Lead to Bomb Effort,American intelligence agencies are scrutinizing efforts by Saudi Arabia to build up its ability to produce nuclear fuel that could put the kingdom on a path to developing nuclear weapons.,2020-08-06 01:03:50+00:00
"Trump Targets WeChat and TikTok, in Sharp Escalation With China","WASHINGTON — The Trump administration has announced sweeping restrictions on two popular Chinese social media networks, TikTok and WeChat, a sharp escalation of its confrontation with China that is likely to be met with retaliation.",2020-08-07 02:08:14+00:00
"Targeting WeChat, Trump Takes Aim at China’s Bridge to the World","TAIPEI, Taiwan — In China, WeChat does more than any app rightfully should. People use it to talk, shop, share photos, pay bills, get their news and send money.",2020-08-07 10:16:12+00:00
Pompeo Warned Russia Against Bounties on U.S. Troops in Afghanistan,"WASHINGTON — Secretary of State Mike Pompeo has warned Russia’s foreign minister against Moscow paying bounties to Taliban-linked militants and other Afghan fighters for killing American service members, U.S. officials said.",2020-08-07 16:07:51+00:00
Hong Kong Officials Condemn and Mock Trump Administration Sanctions,"Hong Kong and Chinese officials by turns condemned and mocked a Friday move by the Trump administration to impose sanctions on Hong Kong’s chief executive, Carrie Lam, and 10 other senior officials for their roles in a prolonged crackdown on political dissent in the city.",2020-08-08 10:43:20+00:00
"As U.S. and Taiwan Celebrate a Bond, China Responds With Screaming Jets","TAIPEI, Taiwan — The United States’ top health official lauded Taiwan’s democracy and its response to the coronavirus. Taiwan’s president hailed the island’s growing economic and public health ties with the United States.",2020-08-10 03:16:47+00:00
Why Is China Coming After Americans Like Me in the U.S.?,"WASHINGTON —  On Thursday, July 30, I fell asleep watching reruns of “Law and Order.” The next morning, I woke up a fugitive.",2020-08-10 04:03:11+00:00
U.S. Health Official Praises Taiwan’s Pandemic Response,"In a high-profile visit to Taiwan, Alex M. Azar II, the U.S. secretary of health and human services, contrasted the island’s coronavirus response with China’s.",2020-08-12 15:50:19+00:00
"Israel-U.A.E. Relations, Belarus, Europe Unemployment: Your Friday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2020-08-14 03:28:05+00:00
U.N. Security Council Rejects U.S. Proposal to Extend Arms Embargo on Iran,"The United States suffered an embarrassing diplomatic defeat on Friday when the United Nations Security Council rejected a proposal to indefinitely extend an arms embargo on Iran, with even America’s strongest allies refusing to buckle under pressure from the Trump administration to take a harder line.",2020-08-14 22:46:35+00:00
"As Relations With U.S. Sink, China Tones Down ‘Hotheaded’ Nationalism","For weeks, China fanned nationalist sentiment in its escalating war of words with the Trump administration. Now, it is toning down its message and calling for a truce, as President Trump increasingly makes Beijing a target in his bid for re-election in November.",2020-08-15 09:00:16+00:00
Trump’s Attacks on TikTok and WeChat Could Further Fracture the Internet,WASHINGTON — China and the United States once acted like opposites when it came to governing the internet.,2020-08-17 15:12:51+00:00
Trump Administration Widens Huawei Dragnet,"WASHINGTON — The Trump administration announced on Monday that it was restricting Huawei’s ability to buy a wider array of chips made or designed with American equipment and software, tightening the limits it has placed on the Chinese telecom giant as it looks to cripple its ability to sell smartphones and telecom gear around the world.",2020-08-17 17:12:32+00:00
"U.S. Tries to Bolster Taiwan’s Status, Short of Recognizing Sovereignty",WASHINGTON — A visit to Taiwan by an American cabinet secretary. A sale of advanced torpedoes. Talk of starting negotiations over a potential trade agreement.,2020-08-17 18:20:01+00:00
Why Did a Chinese Diplomat Walk All Over People on a Pacific Island?,"SYDNEY, Australia — The grainy photograph certainly said something about China and the Pacific: It showed the Chinese ambassador, Tang Songgen, walking over the backs of 30 people on a remote island in the nation of Kiribati soon after he had landed on a grassy airstrip.",2020-08-19 13:06:28+00:00
"Local Officials in China Hid Coronavirus Dangers From Beijing, U.S. Agencies Find","WASHINGTON — Trump administration officials have tried taking a political sledgehammer to China over the coronavirus pandemic, asserting that the Chinese Communist Party covered up the initial outbreak and allowed the virus to spread around the globe.",2020-08-19 18:15:57+00:00
U.S. Heads to United Nations to Demand ‘Snapback’ of Sanctions Against Iran,WASHINGTON — The Trump administration will formally demand on Thursday that the United Nations punish Iran with bruising sanctions for violating an agreement to limit its nuclear program — a deal from which the United States withdrew two years ago.,2020-08-19 19:20:14+00:00
"U.S. Suspends Bilateral Agreements With Hong Kong, Escalating Tensions With China","WASHINGTON — The Trump administration on Wednesday suspended or terminated three bilateral agreements with Hong Kong related to extradition and tax exemptions, the latest in a series of measures that escalate tensions between Washington and Beijing.",2020-08-19 21:40:48+00:00
"Instead of Isolating Iran, U.S. Finds Itself on the Outside Over Nuclear Deal","WASHINGTON — A diplomatic standoff over restoring international sanctions against Iran may be the most vivid example yet of how the United States has largely isolated itself from the world order — instead of isolating Tehran, as the Trump administration intended.",2020-08-20 23:24:46+00:00
TikTok Sues U.S. Government Over Trump Ban,"SAN FRANCISCO — TikTok sued the U.S. government on Monday, accusing the Trump administration of depriving it of due process when President Trump used his emergency economic powers to issue an executive order that will block the app from operating in the country.",2020-08-24 15:00:09+00:00
"American and Chinese Officials Take Pulse on Trade Deal, Six Months In","WASHINGTON — American and Chinese officials on Monday discussed the status of the trade deal both nations signed in January, a pact that continues to open up some commerce between the world’s largest economies even as the bilateral relationship deteriorates in other areas.",2020-08-25 01:22:47+00:00
